0.000000000000000000e+00 9.220399999999999352e+01 0.000000000000000000e+00
9.999999999999760261e-06 9.218000000000000682e+01 1.387796281709999524e-01
1.999999999999952052e-05 9.216500000000000625e+01 1.467059195200000610e-01
2.999999999999950948e-05 9.214900000000000091e+01 1.458252204929999796e-01
3.999999999999904104e-05 9.213700000000000045e+01 1.515729405144002895e-01
5.000000000000091719e-05 9.210699999999999932e+01 1.519623022258003442e-01
5.999999999999901896e-05 9.209099999999999397e+01 1.498578950569999513e-01
7.000000000000053597e-05 9.208299999999999841e+01 1.459709000266996570e-01
7.999999999999808209e-05 9.206999999999999318e+01 1.464973329304004313e-01
9.000000000000193013e-05 9.204600000000000648e+01 1.471539944502001096e-01
1.000000000000018344e-04 9.204600000000000648e+01 1.507942172008005788e-01
1.099999999999991772e-04 9.203900000000000148e+01 1.531910670231998450e-01
1.199999999999980379e-04 9.202299999999999613e+01 1.564399615695998280e-01
1.300000000000018589e-04 9.200499999999999545e+01 1.559586077434000906e-01
1.400000000000010719e-04 9.200400000000000489e+01 1.540759799488993498e-01
1.500000000000003663e-04 9.198199999999999932e+01 1.536124541130998444e-01
1.599999999999961642e-04 9.195600000000000307e+01 1.541107443845999847e-01
1.700000000000028311e-04 9.194100000000000250e+01 1.540269007266999723e-01
1.800000000000038603e-04 9.193699999999999761e+01 1.554665573450000060e-01
1.899999999999974897e-04 9.192300000000000182e+01 1.560667013147996607e-01
2.000000000000036688e-04 9.189900000000000091e+01 1.552440649692006791e-01
2.099999999999958616e-04 9.186799999999999500e+01 1.566717244842996404e-01
2.199999999999983544e-04 9.184399999999999409e+01 1.574133658136002700e-01
2.300000000000022296e-04 9.183400000000000318e+01 1.592634383260002062e-01
2.399999999999960758e-04 9.181600000000000250e+01 1.594876438032000465e-01
2.500000000000001678e-04 9.181799999999999784e+01 1.582365875901001195e-01
2.600000000000037177e-04 9.179900000000000659e+01 1.587825497416999188e-01
2.699999999999972929e-04 9.179300000000000637e+01 1.598030988344001091e-01
2.800000000000021439e-04 9.178199999999999648e+01 1.601945206485298756e-01
2.900000000000065611e-04 9.177100000000000080e+01 1.601753402666897252e-01
3.000000000000007327e-04 9.176000000000000512e+01 1.594806909223796809e-01
3.099999999999982110e-04 9.173900000000000432e+01 1.592076592805897473e-01
3.199999999999923283e-04 9.173199999999999932e+01 1.589864565040398914e-01
3.299999999999972877e-04 9.170699999999999363e+01 1.588713651852398934e-01
3.400000000000056623e-04 9.169499999999999318e+01 1.592047567336204728e-01
3.500000000000017854e-04 9.169299999999999784e+01 1.588277816773203399e-01
3.600000000000077205e-04 9.168000000000000682e+01 1.591284112637996462e-01
3.699999999999964168e-04 9.166400000000000148e+01 1.592023248476597264e-01
3.799999999999949794e-04 9.165600000000000591e+01 1.595577825711300135e-01
3.900000000000013482e-04 9.163400000000000034e+01 1.595883715081397591e-01
4.000000000000073375e-04 9.161899999999999977e+01 1.596174310164403531e-01
4.100000000000055748e-04 9.159900000000000375e+01 1.594754903819101677e-01
4.199999999999917233e-04 9.158100000000000307e+01 1.597111294457995712e-01
4.299999999999980379e-04 9.156999999999999318e+01 1.600522290476794618e-01
4.399999999999967088e-04 9.156300000000000239e+01 1.602450871035806523e-01
4.500000000000050292e-04 9.154800000000000182e+01 1.607074892344403094e-01
4.600000000000044591e-04 9.154300000000000637e+01 1.609925911494998751e-01
