#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 0 0
3e-05 0 0
4e-05 0 0
5e-05 0 2
6e-05 0 2
7e-05 0 2
8e-05 0 3
9e-05 0 3
0.0001 0 3
0.00011 0 4
0.00012 0 4
0.00013 0 4
0.00014 0 4
0.00015 0 5
0.00016 0 6
0.00017 0 6
0.00018 2 6
0.00019 2 7
0.0002 2 7
0.00021 2 8
0.00022 3 8
0.00023 4 8
0.00024 4 9
0.00025 4 9
0.00026 4 10
0.00027 4 10
0.00028 4 10
0.00029 4 10
0.0003 4 10
0.00031 4 11
0.00032 5 13
0.00033 5 13
0.00034 5 13
0.00035 5 13
0.00036 5 13
0.00037 5 13
0.00038 5 14
0.00039 6 14
0.0004 6 14
0.00041 7 14
0.00042 8 14
0.00043 8 14
0.00044 9 14
0.00045 9 14
0.00046 9 14
0.00047 9 15
0.00048 9 15
0.00049 10 15
0.0005 10 15
0.00051 10 15
0.00052 10 15
0.00053 11 16
0.00054 11 16
0.00055 12 16
0.00056 12 16
0.00057 12 16
0.00058 12 16
0.00059 12 16
0.0006 12 16
0.00061 12 16
0.00062 12 16
0.00063 12 16
0.00064 12 16
0.00065 13 16
0.00066 13 17
0.00067 13 17
0.00068 13 17
0.00069 14 17
0.0007 14 17
0.00071 14 17
0.00072 14 17
0.00073 14 17
0.00074 14 17
0.00075 14 17
0.00076 14 18
0.00077 14 18
0.00078 14 18
0.00079 16 18
0.0008 16 18
0.00081 16 18
0.00082 16 18
0.00083 16 18
0.00084 17 19
0.00085 17 19
0.00086 17 19
0.00087 17 19
0.00088 17 19
0.00089 18 20
0.0009 18 20
0.00091 18 20
0.00092 18 20
0.00093 18 20
0.00094 18 20
0.00095 19 21
0.00096 19 21
0.00097 19 21
0.00098 19 21
0.00099 19 21
0.001 19 21
0.00101 19 21
0.00102 19 21
0.00103 19 21
0.00104 20 21
0.00105 20 21
0.00106 20 21
0.00107 21 21
0.00108 21 21
0.00109 21 21
0.0011 21 21
0.00111 21 22
0.00112 21 24
0.00113 22 24
0.00114 22 24
0.00115 22 24
0.00116 22 24
0.00117 22 24
0.00118 22 24
0.00119 22 24
0.0012 22 24
0.00121 22 24
0.00122 23 24
0.00123 23 25
0.00124 23 25
0.00125 23 25
0.00126 23 26
0.00127 23 26
0.00128 23 26
0.00129 23 26
0.0013 23 26
0.00131 23 26
0.00132 23 26
0.00133 23 26
0.00134 23 27
0.00135 23 27
0.00136 24 27
0.00137 24 27
0.00138 24 27
0.00139 24 28
0.0014 24 28
0.00141 24 28
0.00142 24 28
0.00143 24 28
0.00144 25 29
0.00145 25 29
0.00146 27 29
0.00147 27 29
0.00148 27 29
0.00149 27 29
0.0015 28 29
0.00151 29 29
0.00152 29 29
0.00153 30 30
0.00154 30 30
0.00155 30 30
0.00156 30 30
0.00157 32 30
0.00158 32 31
0.00159 32 31
0.0016 33 31
0.00161 33 32
0.00162 33 32
0.00163 33 32
0.00164 33 32
0.00165 33 32
0.00166 33 33
0.00167 35 33
0.00168 35 33
0.00169 35 33
0.0017 35 33
0.00171 35 33
0.00172 35 34
0.00173 35 34
0.00174 35 34
0.00175 35 34
0.00176 36 34
0.00177 36 34
0.00178 37 35
0.00179 37 35
0.0018 37 35
0.00181 37 35
0.00182 37 35
0.00183 37 35
0.00184 37 35
0.00185 37 35
0.00186 38 36
0.00187 39 37
0.00188 39 37
0.00189 40 37
0.0019 40 37
0.00191 41 37
0.00192 41 37
0.00193 42 37
0.00194 43 37
0.00195 43 38
0.00196 43 38
0.00197 44 38
0.00198 45 38
0.00199 45 38
0.002 45 38
0.00201 45 39
0.00202 45 39
0.00203 45 39
0.00204 45 39
0.00205 45 39
0.00206 45 39
0.00207 46 39
0.00208 47 39
0.00209 47 39
0.0021 47 39
0.00211 47 39
0.00212 47 39
0.00213 47 39
0.00214 47 39
0.00215 48 39
0.00216 49 39
0.00217 49 39
0.00218 49 39
0.00219 50 39
0.0022 50 39
0.00221 50 39
0.00222 50 39
0.00223 50 40
0.00224 50 40
0.00225 51 40
0.00226 51 41
0.00227 51 41
0.00228 51 41
0.00229 51 41
0.0023 52 42
0.00231 52 42
0.00232 52 42
0.00233 53 43
0.00234 55 43
0.00235 56 43
0.00236 56 43
0.00237 56 44
0.00238 57 44
0.00239 57 44
0.0024 58 44
0.00241 58 44
0.00242 59 44
0.00243 58 44
0.00244 60 45
0.00245 61 45
0.00246 63 45
0.00247 63 45
0.00248 64 45
0.00249 65 45
0.0025 67 46
0.00251 67 46
0.00252 68 46
0.00253 68 46
0.00254 68 46
0.00255 70 47
0.00256 70 47
0.00257 70 47
0.00258 71 47
0.00259 71 47
0.0026 72 47
0.00261 74 47
0.00262 75 47
0.00263 75 47
0.00264 79 47
0.00265 83 47
0.00266 87 47
0.00267 89 47
0.00268 93 47
0.00269 96 47
0.0027 97 47
0.00271 99 47
