#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14117 3421 207 5945 1454 89 625 150 8
1e-05 14115 3422 207 5946 1455 88 624 151 8
2e-05 14115 3422 207 5947 1454 88 623 152 8
3e-05 14116 3419 208 5948 1455 88 623 151 8
4e-05 14117 3418 208 5947 1454 89 624 151 8
5e-05 14114 3420 208 5949 1454 88 624 151 8
6e-05 14113 3420 208 5948 1456 88 624 151 8
7e-05 14113 3420 208 5949 1455 88 624 151 8
8e-05 14111 3421 208 5950 1456 87 624 151 8
9e-05 14113 3418 209 5949 1457 87 624 151 8
0.0001 14113 3417 209 5951 1456 87 623 152 8
0.00011 14112 3418 209 5951 1456 87 623 152 8
0.00012 14111 3418 209 5951 1458 86 623 152 8
0.00013 14114 3415 209 5954 1455 86 623 152 8
0.00014 14112 3416 209 5955 1455 86 623 152 8
0.00015 14114 3414 209 5955 1455 86 623 152 8
0.00016 14112 3416 209 5954 1456 86 623 152 8
0.00017 14111 3418 209 5955 1454 86 623 152 8
0.00018 14114 3416 209 5954 1454 86 623 152 8
0.00019 14115 3416 208 5954 1454 86 623 152 8
0.0002 14115 3416 208 5956 1452 86 623 152 8
0.00021 14114 3417 208 5958 1451 86 622 152 8
0.00022 14114 3417 208 5957 1454 84 622 152 8
0.00023 14113 3418 208 5957 1454 84 622 152 8
0.00024 14114 3416 209 5956 1455 84 622 152 8
0.00025 14113 3417 210 5957 1454 83 622 152 8
0.00026 14113 3417 210 5958 1453 83 622 152 8
0.00027 14112 3418 210 5958 1451 85 622 152 8
0.00028 14112 3418 210 5958 1451 85 622 152 8
0.00029 14113 3416 211 5958 1451 85 622 152 8
0.0003 14113 3416 211 5958 1451 85 622 152 8
0.00031 14111 3417 212 5958 1451 85 622 152 8
0.00032 14111 3419 210 5959 1450 85 622 152 8
0.00033 14112 3417 211 5959 1450 85 622 152 8
0.00034 14113 3416 212 5957 1451 85 622 152 8
0.00035 14112 3417 212 5956 1452 85 622 152 8
0.00036 14111 3420 211 5956 1451 85 622 152 8
