#Seconds Ca.Conc.az Ca.Pre
0 0 56
1e-05 0 54
2e-05 0 54
3e-05 0 55
4e-05 0 54
5e-05 0 55
6e-05 0 52
7e-05 0 53
8e-05 0 53
9e-05 0 53
0.0001 0 53
0.00011 0 53
0.00012 0 52
0.00013 0 58
0.00014 0 56
0.00015 0 59
0.00016 0 57
0.00017 0 58
0.00018 0 59
0.00019 0 62
0.0002 0 64
0.00021 0 66
0.00022 0 66
0.00023 0 64
0.00024 0 64
0.00025 0 65
0.00026 0 67
0.00027 0 64
0.00028 0 64
0.00029 0 64
0.0003 0 64
0.00031 0 62
0.00032 0 66
0.00033 0 66
0.00034 0 65
0.00035 0 63
0.00036 0 64
0.00037 0 67
0.00038 0 68
0.00039 0 65
0.0004 0 65
0.00041 0 64
0.00042 0 63
0.00043 0 62
0.00044 0 62
0.00045 0 65
0.00046 0 63
0.00047 0 66
0.00048 0 66
0.00049 0 63
0.0005 0 64
0.00051 0 62
0.00052 0 64
0.00053 0 64
0.00054 0 67
0.00055 0 64
0.00056 0 62
0.00057 0 60
0.00058 0 58
0.00059 0 57
0.0006 0 54
0.00061 0 55
0.00062 0 62
0.00063 0 64
0.00064 0 64
0.00065 0 61
0.00066 0 63
0.00067 0 64
0.00068 0 66
0.00069 0 63
0.0007 0 64
0.00071 0 65
0.00072 0 64
0.00073 0 65
0.00074 0 65
0.00075 0 66
0.00076 0 68
0.00077 0 67
0.00078 0 68
0.00079 0 66
0.0008 0 67
0.00081 0 68
0.00082 0 68
0.00083 0 69
0.00084 0 72
0.00085 0 73
0.00086 0 75
0.00087 0 76
0.00088 0 75
0.00089 0 79
0.0009 0 74
0.00091 0 74
0.00092 0 74
0.00093 0 71
0.00094 0 72
0.00095 0 71
0.00096 0 68
0.00097 0 67
0.00098 0 67
0.00099 0 66
0.001 0 67
0.00101 0 67
0.00102 0 64
0.00103 0 64
0.00104 0 65
0.00105 0 64
0.00106 0 66
0.00107 0 63
0.00108 0 62
0.00109 0 63
0.0011 0 65
0.00111 0 67
0.00112 0 70
0.00113 0 70
0.00114 0 69
0.00115 0 73
0.00116 0 73
0.00117 0 72
0.00118 0 70
