0.000000000000000000e+00 0.000000000000000000e+00 5.761999999999999744e+01 5.872000000000000000e+03
9.999999999999760261e-06 5.884514494000000345e-02 5.771099999999999852e+01 5.872023000000000138e+03
1.999999999999952052e-05 5.451829593999999585e-02 5.788100000000000023e+01 5.872033000000000357e+03
2.999999999999950948e-05 5.653749217499999535e-02 5.789800000000000324e+01 5.872027000000000044e+03
3.999999999999904104e-05 7.269106139100002528e-02 5.795000000000000284e+01 5.872010000000000218e+03
5.000000000000091719e-05 7.061417393899999118e-02 5.792300000000000182e+01 5.872006999999999607e+03
5.999999999999901896e-05 6.576810313299999433e-02 5.800200000000000244e+01 5.872011000000000422e+03
7.000000000000053597e-05 6.576810314199997565e-02 5.793500000000000227e+01 5.872003999999999905e+03
7.999999999999808209e-05 6.836421250500000768e-02 5.803999999999999915e+01 5.871993000000000393e+03
9.000000000000193013e-05 6.711423391600002120e-02 5.794299999999999784e+01 5.871979999999999563e+03
1.000000000000018344e-04 6.922958227100003969e-02 5.789300000000000068e+01 5.871952000000000226e+03
1.099999999999991772e-04 6.907224238600004340e-02 5.790699999999999648e+01 5.871952000000000226e+03
1.199999999999980379e-04 7.341220281500004941e-02 5.790599999999999881e+01 5.871945999999999913e+03
1.300000000000018589e-04 7.908148436199992359e-02 5.790599999999999881e+01 5.871922999999999774e+03
1.400000000000010719e-04 7.874864982799999191e-02 5.790699999999999648e+01 5.871926999999999680e+03
1.500000000000003663e-04 8.007555011700005776e-02 5.802000000000000313e+01 5.871914999999999964e+03
1.599999999999961642e-04 8.285915625499996884e-02 5.800500000000000256e+01 5.871914999999999964e+03
1.700000000000028311e-04 8.786048453299991068e-02 5.811599999999999966e+01 5.871895000000000437e+03
1.800000000000038603e-04 8.980615251800003196e-02 5.804599999999999937e+01 5.871855999999999767e+03
1.899999999999974897e-04 9.072718937420001795e-02 5.810399999999999920e+01 5.871828999999999724e+03
2.000000000000036688e-04 9.302725113859997008e-02 5.809499999999999886e+01 5.871845000000000255e+03
2.099999999999958616e-04 9.222369350099990370e-02 5.802300000000000324e+01 5.871842999999999847e+03
2.199999999999983544e-04 9.157185660160002683e-02 5.800699999999999790e+01 5.871837000000000444e+03
2.300000000000022296e-04 9.097670105009993125e-02 5.810399999999999920e+01 5.871826000000000022e+03
2.399999999999960758e-04 9.057537010159989743e-02 5.806400000000000006e+01 5.871862000000000080e+03
2.500000000000001678e-04 9.124458942439997444e-02 5.814500000000000313e+01 5.871846999999999753e+03
2.600000000000037177e-04 9.206203099799994960e-02 5.806700000000000017e+01 5.871845999999999549e+03
2.699999999999972929e-04 9.076767452509992840e-02 5.795900000000000318e+01 5.871824999999999818e+03
2.800000000000021439e-04 9.067839032100007135e-02 5.794500000000000028e+01 5.871814999999999600e+03
2.900000000000065611e-04 9.196791918279993705e-02 5.797999999999999687e+01 5.871820999999999913e+03
3.000000000000007327e-04 8.942154373900006170e-02 5.808700000000000330e+01 5.871811999999999898e+03
3.099999999999982110e-04 8.955181449349994272e-02 5.793699999999999761e+01 5.871814999999999600e+03
3.199999999999923283e-04 8.978211450630003976e-02 5.785399999999999920e+01 5.871817000000000007e+03
3.299999999999972877e-04 9.047047678399990078e-02 5.803499999999999659e+01 5.871832000000000335e+03
3.400000000000056623e-04 9.167829239159983046e-02 5.806400000000000006e+01 5.871832999999999629e+03
3.500000000000017854e-04 9.365773487139970876e-02 5.813799999999999812e+01 5.871805999999999585e+03
3.600000000000077205e-04 9.442145800299996117e-02 5.808400000000000318e+01 5.871810000000000400e+03
3.699999999999964168e-04 9.556488955179986977e-02 5.808899999999999864e+01 5.871787000000000262e+03
3.799999999999949794e-04 9.601049959780015575e-02 5.805199999999999960e+01 5.871805000000000291e+03
3.900000000000013482e-04 9.465814031709982035e-02 5.802499999999999858e+01 5.871796000000000276e+03
4.000000000000073375e-04 9.389262094309980267e-02 5.802400000000000091e+01 5.871792999999999665e+03
4.100000000000055748e-04 9.405092032580002204e-02 5.807600000000000051e+01 5.871770000000000437e+03
4.199999999999917233e-04 9.547913220270023982e-02 5.807399999999999807e+01 5.871791000000000167e+03
4.299999999999980379e-04 9.599567078539986142e-02 5.803099999999999881e+01 5.871787999999999556e+03
4.399999999999967088e-04 9.554469056520004111e-02 5.814099999999999824e+01 5.871795000000000073e+03
4.500000000000050292e-04 9.692141511799988451e-02 5.819800000000000040e+01 5.871814999999999600e+03
4.600000000000044591e-04 9.729766292699984498e-02 5.818699999999999761e+01 5.871831000000000131e+03
4.700000000000114243e-04 9.765790009279973205e-02 5.805499999999999972e+01 5.871792999999999665e+03
