#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 0 0
3e-05 0 1
4e-05 0 1
5e-05 0 1
6e-05 0 1
7e-05 1 1
8e-05 2 1
9e-05 3 1
0.0001 4 1
0.00011 4 1
0.00012 4 1
0.00013 5 1
0.00014 5 1
0.00015 5 1
0.00016 5 1
0.00017 6 1
0.00018 7 1
0.00019 7 1
0.0002 8 1
0.00021 8 1
0.00022 8 3
0.00023 8 5
0.00024 9 5
0.00025 9 5
0.00026 9 5
0.00027 9 5
0.00028 9 5
0.00029 9 5
0.0003 11 5
0.00031 11 5
0.00032 11 6
0.00033 11 6
0.00034 11 6
0.00035 11 6
0.00036 11 6
0.00037 11 6
0.00038 11 6
0.00039 11 6
0.0004 11 8
0.00041 11 8
0.00042 11 8
0.00043 11 8
0.00044 11 8
0.00045 11 8
0.00046 11 8
0.00047 11 8
0.00048 11 8
0.00049 12 8
0.0005 12 8
0.00051 12 8
0.00052 12 8
0.00053 12 8
0.00054 13 8
0.00055 14 8
0.00056 15 8
0.00057 15 8
0.00058 15 8
0.00059 15 8
0.0006 15 8
0.00061 15 8
0.00062 15 9
0.00063 16 9
0.00064 16 9
0.00065 16 9
0.00066 16 9
0.00067 16 10
0.00068 16 10
0.00069 16 10
0.0007 17 10
0.00071 17 10
0.00072 17 10
0.00073 17 10
0.00074 17 10
0.00075 18 10
0.00076 18 10
0.00077 19 10
0.00078 19 10
0.00079 19 10
0.0008 19 10
0.00081 19 11
0.00082 20 11
0.00083 20 11
0.00084 21 11
0.00085 22 11
0.00086 23 11
0.00087 26 11
0.00088 27 11
0.00089 27 13
0.0009 29 13
0.00091 32 13
0.00092 33 13
0.00093 34 13
0.00094 35 13
0.00095 37 13
0.00096 37 13
0.00097 38 13
0.00098 39 13
0.00099 39 13
0.001 40 13
0.00101 41 13
0.00102 46 14
0.00103 47 14
0.00104 51 14
0.00105 53 14
0.00106 55 17
0.00107 55 17
0.00108 57 18
0.00109 59 18
0.0011 61 18
0.00111 64 18
0.00112 68 18
0.00113 70 18
0.00114 71 18
0.00115 73 18
0.00116 74 19
0.00117 78 19
0.00118 79 20
0.00119 80 20
0.0012 83 20
0.00121 85 20
0.00122 86 20
0.00123 86 20
0.00124 86 20
0.00125 87 20
0.00126 89 20
0.00127 91 20
0.00128 92 20
0.00129 92 20
0.0013 93 20
0.00131 96 20
0.00132 98 21
0.00133 100 21
0.00134 100 22
0.00135 102 22
0.00136 104 22
0.00137 104 22
0.00138 109 22
0.00139 109 22
0.0014 115 22
0.00141 120 22
0.00142 120 22
0.00143 124 22
0.00144 125 22
0.00145 126 23
0.00146 129 24
0.00147 130 24
0.00148 131 24
0.00149 132 24
0.0015 133 26
0.00151 133 26
0.00152 136 26
0.00153 137 26
0.00154 138 26
0.00155 143 26
0.00156 144 26
0.00157 147 26
0.00158 147 26
0.00159 148 26
0.0016 150 26
0.00161 154 26
0.00162 155 26
0.00163 156 26
0.00164 156 26
0.00165 160 26
0.00166 162 26
0.00167 165 26
0.00168 168 26
0.00169 168 26
0.0017 168 27
0.00171 169 27
0.00172 173 27
0.00173 175 28
0.00174 178 28
0.00175 180 28
0.00176 180 29
0.00177 183 29
0.00178 184 29
0.00179 187 29
0.0018 187 29
0.00181 188 29
0.00182 192 29
0.00183 194 29
0.00184 197 29
0.00185 197 29
0.00186 202 29
0.00187 204 29
0.00188 207 29
0.00189 212 29
0.0019 215 29
0.00191 218 29
0.00192 218 29
0.00193 219 29
0.00194 221 29
0.00195 221 30
0.00196 223 30
0.00197 225 30
0.00198 229 30
0.00199 230 30
0.002 230 30
0.00201 230 30
0.00202 232 30
0.00203 232 31
0.00204 234 31
0.00205 235 31
0.00206 237 31
0.00207 239 31
0.00208 239 31
0.00209 241 34
0.0021 244 34
0.00211 245 34
0.00212 246 35
0.00213 248 36
0.00214 250 36
0.00215 253 36
0.00216 256 36
0.00217 258 36
0.00218 259 36
0.00219 260 36
0.0022 262 36
0.00221 262 36
0.00222 262 37
0.00223 262 37
0.00224 263 37
0.00225 265 38
0.00226 266 38
0.00227 269 39
0.00228 269 39
0.00229 269 39
0.0023 270 39
0.00231 270 39
0.00232 270 39
0.00233 270 39
0.00234 270 39
0.00235 270 39
0.00236 271 39
0.00237 271 39
0.00238 273 39
0.00239 274 39
0.0024 275 39
0.00241 275 39
0.00242 276 39
0.00243 277 39
0.00244 277 39
0.00245 277 40
0.00246 278 40
0.00247 279 40
0.00248 279 40
0.00249 282 40
0.0025 282 40
0.00251 281 40
0.00252 283 41
0.00253 283 41
0.00254 284 41
0.00255 286 41
0.00256 288 41
0.00257 288 41
0.00258 288 41
0.00259 289 41
0.0026 290 41
0.00261 291 42
0.00262 291 42
0.00263 291 42
0.00264 293 42
0.00265 295 42
0.00266 296 42
0.00267 296 42
0.00268 297 42
0.00269 298 42
0.0027 300 42
0.00271 300 42
