#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14098 3429 208 5979 1460 88 634 154 10
1e-05 14101 3425 209 5978 1461 88 634 154 10
2e-05 14099 3426 210 5981 1458 88 634 154 10
3e-05 14101 3425 210 5981 1456 89 634 154 10
4e-05 14100 3426 210 5980 1457 89 634 154 10
5e-05 14100 3427 210 5980 1456 89 634 154 10
6e-05 14100 3427 210 5980 1456 89 634 154 10
7e-05 14101 3426 210 5980 1455 90 634 154 10
8e-05 14101 3425 210 5980 1457 89 634 154 10
9e-05 14105 3421 210 5980 1457 89 634 154 10
0.0001 14106 3420 210 5979 1458 89 633 155 10
0.00011 14102 3423 209 5983 1456 89 633 155 10
0.00012 14103 3423 208 5983 1456 89 633 155 10
0.00013 14102 3424 208 5984 1455 89 633 155 10
0.00014 14103 3423 208 5982 1457 89 633 155 10
0.00015 14103 3423 208 5983 1455 90 633 155 10
0.00016 14102 3424 208 5982 1456 90 633 155 10
0.00017 14101 3426 208 5981 1456 90 633 155 10
0.00018 14100 3428 208 5981 1456 89 633 155 10
0.00019 14096 3432 208 5981 1455 89 633 156 10
0.0002 14096 3432 208 5982 1454 89 633 156 10
0.00021 14096 3432 208 5981 1454 90 633 156 10
0.00022 14099 3430 208 5979 1455 90 633 156 10
0.00023 14102 3427 208 5980 1454 90 633 156 10
0.00024 14101 3429 207 5980 1454 90 633 156 10
0.00025 14100 3429 207 5978 1457 90 633 156 10
0.00026 14100 3430 206 5979 1456 90 633 156 10
0.00027 14101 3429 206 5980 1455 90 633 156 10
0.00028 14107 3424 206 5979 1455 90 633 156 10
0.00029 14107 3422 207 5981 1454 90 633 156 10
0.0003 14105 3423 208 5981 1454 90 633 156 10
0.00031 14107 3424 208 5978 1454 90 633 156 10
0.00032 14105 3426 208 5979 1453 90 633 156 10
0.00033 14101 3430 208 5980 1452 90 633 156 10
0.00034 14105 3426 208 5980 1452 90 633 156 10
0.00035 14107 3425 208 5978 1453 90 633 156 10
0.00036 14106 3425 209 5978 1453 90 633 156 10
0.00037 14105 3426 209 5979 1452 90 633 156 10
0.00038 14106 3425 209 5979 1452 90 633 156 10
0.00039 14105 3426 209 5979 1452 90 633 156 10
0.0004 14107 3425 209 5980 1450 90 633 156 10
0.00041 14106 3426 209 5982 1448 90 633 156 10
0.00042 14107 3424 210 5981 1449 90 632 157 10
0.00043 14104 3428 210 5980 1449 90 631 158 10
0.00044 14103 3428 210 5981 1449 90 631 158 10
0.00045 14100 3431 210 5981 1449 90 631 158 10
0.00046 14101 3431 210 5980 1449 90 631 158 10
0.00047 14097 3435 210 5980 1450 89 631 158 10
0.00048 14097 3433 211 5980 1451 89 631 158 10
0.00049 14099 3430 212 5981 1450 89 632 157 10
0.0005 14098 3431 212 5982 1449 89 632 156 11
0.00051 14099 3430 212 5983 1448 89 632 157 10
0.00052 14099 3429 212 5984 1448 89 632 157 10
0.00053 14097 3430 212 5984 1448 89 633 157 10
0.00054 14098 3429 212 5983 1449 89 633 157 10
0.00055 14097 3429 212 5986 1447 89 633 157 10
0.00056 14097 3429 212 5986 1447 89 633 157 10
0.00057 14098 3428 212 5985 1448 89 633 156 11
0.00058 14098 3428 212 5985 1447 89 634 156 11
0.00059 14098 3430 212 5982 1448 89 634 156 11
0.0006 14096 3433 212 5982 1447 89 634 156 11
0.00061 14096 3433 212 5982 1447 89 634 156 11
0.00062 14098 3431 212 5984 1445 89 634 156 11
0.00063 14098 3430 212 5986 1444 89 634 156 11
0.00064 14098 3430 212 5986 1445 89 633 156 11
0.00065 14100 3429 211 5987 1444 89 634 155 11
0.00066 14100 3429 211 5987 1444 89 634 155 11
0.00067 14101 3428 211 5986 1445 89 634 155 11
0.00068 14100 3429 210 5988 1444 89 634 155 11
0.00069 14098 3429 211 5989 1444 89 634 155 11
0.0007 14096 3432 211 5988 1444 89 634 155 11
0.00071 14095 3433 211 5988 1444 89 634 155 11
0.00072 14097 3431 211 5987 1445 89 634 155 11
0.00073 14098 3429 212 5987 1445 89 635 154 11
0.00074 14097 3430 212 5987 1444 89 634 156 11
0.00075 14100 3428 212 5986 1444 89 634 156 11
0.00076 14099 3429 212 5987 1443 89 634 156 11
0.00077 14097 3429 213 5986 1445 89 634 156 11
0.00078 14099 3428 213 5987 1444 88 634 156 11
0.00079 14100 3426 214 5987 1444 88 634 156 11
0.0008 14099 3426 215 5984 1447 88 634 156 11
0.00081 14099 3424 217 5984 1447 88 634 156 11
0.00082 14096 3427 217 5983 1448 88 634 156 11
0.00083 14095 3427 217 5985 1446 89 634 156 11
0.00084 14093 3429 217 5985 1446 89 634 156 11
0.00085 14094 3426 218 5984 1448 89 636 154 11
0.00086 14095 3425 218 5981 1451 89 636 154 11
0.00087 14093 3427 218 5980 1452 89 636 153 12
0.00088 14092 3427 219 5980 1452 89 635 155 11
0.00089 14088 3429 218 5983 1454 88 634 155 11
0.0009 14088 3427 219 5985 1453 88 634 155 11
0.00091 14086 3428 220 5985 1453 88 634 155 11
0.00092 14082 3429 223 5979 1457 88 636 155 11
0.00093 14084 3426 224 5977 1458 89 636 155 11
0.00094 14078 3433 224 5976 1458 89 634 156 12
0.00095 14076 3433 227 5975 1457 90 634 156 12
0.00096 14067 3440 229 5974 1457 91 634 156 12
0.00097 14065 3440 229 5971 1460 93 634 156 12
0.00098 14061 3444 231 5967 1460 95 634 156 12
0.00099 14059 3443 233 5967 1461 95 634 156 12
0.001 14054 3447 233 5964 1466 94 634 156 12
0.00101 14043 3454 235 5959 1471 95 634 157 12
0.00102 14036 3459 235 5958 1475 94 634 156 13
0.00103 14032 3463 235 5951 1482 94 634 156 13
0.00104 14018 3475 235 5950 1485 94 634 156 13
0.00105 14009 3484 235 5950 1484 95 634 155 14
0.00106 14000 3492 234 5950 1484 96 635 155 14
0.00107 13997 3491 237 5945 1489 96 634 157 14
0.00108 13989 3495 238 5947 1486 98 633 160 14
0.00109 13984 3497 239 5947 1488 98 633 160 14
0.0011 13978 3498 243 5943 1493 98 633 160 14
0.00111 13966 3507 244 5944 1494 98 632 161 14
0.00112 13964 3504 249 5938 1499 99 632 161 14
0.00113 13954 3508 250 5935 1506 100 632 161 14
0.00114 13946 3508 256 5933 1509 101 631 162 14
0.00115 13933 3518 256 5933 1510 103 631 162 14
0.00116 13924 3524 258 5935 1508 104 631 162 14
0.00117 13915 3526 261 5928 1517 106 630 163 14
0.00118 13905 3532 263 5925 1520 108 629 164 14
0.00119 13894 3540 263 5923 1524 109 628 165 14
0.0012 13877 3549 267 5923 1527 111 626 166 14
0.00121 13874 3547 271 5919 1529 112 628 166 14
0.00122 13868 3553 272 5918 1528 113 627 167 14
