#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 0 0
3e-05 1 0
4e-05 1 0
5e-05 1 0
6e-05 1 0
7e-05 1 0
8e-05 1 0
9e-05 1 0
0.0001 1 1
0.00011 1 1
0.00012 1 1
0.00013 1 1
0.00014 1 1
0.00015 1 1
0.00016 1 1
0.00017 1 1
0.00018 1 1
0.00019 1 1
0.0002 1 1
0.00021 1 1
0.00022 1 3
0.00023 1 4
0.00024 2 5
0.00025 2 5
0.00026 3 6
0.00027 3 6
0.00028 3 6
0.00029 3 6
0.0003 3 6
0.00031 4 6
0.00032 4 6
0.00033 4 6
0.00034 6 6
0.00035 6 6
0.00036 7 6
0.00037 8 7
0.00038 8 7
0.00039 8 8
0.0004 8 8
0.00041 9 8
0.00042 9 8
0.00043 9 8
0.00044 10 8
0.00045 10 8
0.00046 10 8
0.00047 10 8
0.00048 10 9
0.00049 10 9
0.0005 12 9
0.00051 12 9
0.00052 12 9
0.00053 12 9
0.00054 13 9
0.00055 13 9
0.00056 13 9
0.00057 13 9
0.00058 14 9
0.00059 14 9
0.0006 14 9
0.00061 14 9
0.00062 14 9
0.00063 14 9
0.00064 14 9
0.00065 14 9
0.00066 15 10
0.00067 15 11
0.00068 15 11
0.00069 15 11
0.0007 15 11
0.00071 15 11
0.00072 15 11
0.00073 15 12
0.00074 15 12
0.00075 16 12
0.00076 16 12
0.00077 16 13
0.00078 16 13
0.00079 17 13
0.0008 17 13
0.00081 17 13
0.00082 17 13
0.00083 17 13
0.00084 17 13
0.00085 17 13
0.00086 17 13
0.00087 17 15
0.00088 17 15
0.00089 17 16
0.0009 17 16
0.00091 17 16
0.00092 17 16
0.00093 17 16
0.00094 18 16
0.00095 18 16
0.00096 18 16
0.00097 18 16
0.00098 18 16
0.00099 18 16
0.001 18 16
0.00101 18 16
0.00102 18 16
0.00103 18 17
0.00104 19 17
0.00105 19 17
0.00106 19 17
0.00107 19 17
0.00108 19 17
0.00109 19 17
0.0011 19 17
0.00111 19 18
0.00112 19 18
0.00113 19 18
0.00114 19 18
0.00115 19 19
0.00116 19 19
0.00117 19 19
0.00118 19 19
0.00119 19 19
0.0012 19 19
0.00121 20 19
0.00122 20 19
0.00123 20 19
0.00124 21 20
0.00125 22 20
0.00126 22 21
0.00127 22 21
0.00128 22 22
0.00129 22 22
0.0013 22 22
0.00131 22 22
0.00132 22 22
0.00133 22 22
0.00134 22 22
0.00135 23 22
0.00136 24 22
0.00137 24 23
0.00138 24 24
0.00139 24 24
0.0014 24 24
0.00141 24 25
0.00142 24 26
0.00143 24 26
0.00144 24 26
0.00145 24 26
0.00146 24 26
0.00147 24 26
0.00148 25 26
0.00149 25 26
0.0015 26 27
0.00151 26 28
0.00152 26 28
0.00153 26 28
0.00154 27 28
0.00155 27 28
0.00156 28 28
0.00157 28 28
0.00158 28 28
0.00159 28 28
0.0016 28 28
0.00161 28 28
0.00162 28 28
0.00163 28 28
0.00164 28 28
0.00165 28 29
0.00166 29 29
0.00167 30 29
0.00168 31 29
0.00169 31 29
0.0017 31 29
0.00171 31 29
0.00172 31 29
0.00173 31 30
0.00174 31 32
0.00175 31 32
0.00176 32 32
0.00177 32 32
0.00178 33 32
0.00179 33 32
0.0018 34 33
0.00181 34 33
0.00182 34 33
0.00183 34 33
0.00184 34 33
0.00185 35 33
0.00186 35 33
0.00187 35 33
0.00188 35 33
0.00189 35 33
0.0019 35 33
0.00191 35 33
0.00192 36 33
0.00193 37 33
0.00194 37 33
0.00195 38 33
0.00196 38 33
0.00197 39 33
0.00198 39 33
0.00199 39 34
0.002 40 34
0.00201 40 35
0.00202 40 35
0.00203 40 36
0.00204 41 37
0.00205 42 37
0.00206 42 38
0.00207 42 38
0.00208 42 38
0.00209 44 38
0.0021 44 38
0.00211 45 39
0.00212 46 40
0.00213 46 41
0.00214 46 41
0.00215 47 41
0.00216 47 41
0.00217 47 41
0.00218 47 41
0.00219 48 41
0.0022 49 41
0.00221 49 41
0.00222 50 41
0.00223 50 41
0.00224 50 42
0.00225 50 43
0.00226 53 43
0.00227 55 44
0.00228 56 44
0.00229 56 44
0.0023 57 44
0.00231 58 45
0.00232 58 45
0.00233 58 45
0.00234 58 45
0.00235 58 45
0.00236 58 45
0.00237 59 45
0.00238 59 45
0.00239 59 46
0.0024 61 46
0.00241 62 46
0.00242 62 46
0.00243 65 46
0.00244 66 46
0.00245 67 46
0.00246 67 46
0.00247 67 46
0.00248 71 46
0.00249 71 47
0.0025 71 47
0.00251 74 47
0.00252 77 47
0.00253 79 47
0.00254 80 47
0.00255 80 47
0.00256 81 47
0.00257 84 47
0.00258 86 47
0.00259 89 47
0.0026 91 47
0.00261 92 47
0.00262 95 47
0.00263 97 47
0.00264 98 47
0.00265 99 47
0.00266 99 47
0.00267 102 47
0.00268 104 47
0.00269 107 47
0.0027 107 47
0.00271 109 47
