#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14098 3429 209 5979 1459 88 635 153 10
1e-05 14100 3427 209 5978 1460 88 635 153 10
2e-05 14101 3426 209 5979 1459 88 635 153 10
3e-05 14102 3426 209 5978 1459 88 635 153 10
4e-05 14101 3427 209 5979 1457 89 635 153 10
5e-05 14098 3429 209 5980 1457 89 635 153 10
6e-05 14095 3432 209 5980 1457 89 635 153 10
7e-05 14094 3433 209 5980 1458 88 635 153 10
8e-05 14094 3432 210 5979 1459 88 635 153 10
9e-05 14097 3429 210 5979 1459 88 635 153 10
0.0001 14096 3429 210 5980 1458 88 636 153 10
0.00011 14096 3429 210 5979 1459 88 636 153 10
0.00012 14095 3430 210 5979 1459 88 636 153 10
0.00013 14095 3430 210 5978 1460 88 636 153 10
0.00014 14096 3428 210 5979 1460 88 636 153 10
0.00015 14100 3424 210 5980 1460 87 636 153 10
0.00016 14097 3426 210 5982 1459 87 637 152 10
0.00017 14095 3429 209 5982 1459 87 637 152 10
0.00018 14094 3430 209 5981 1460 87 637 152 10
0.00019 14091 3435 207 5982 1459 87 637 152 10
0.0002 14091 3436 206 5982 1459 87 636 153 10
0.00021 14092 3436 206 5982 1458 87 636 153 10
0.00022 14092 3437 206 5981 1458 87 637 152 10
0.00023 14094 3434 207 5982 1457 87 637 152 10
0.00024 14097 3430 208 5982 1457 87 637 152 10
0.00025 14097 3431 206 5983 1456 88 637 152 10
0.00026 14096 3431 206 5985 1455 88 637 152 10
0.00027 14096 3431 206 5985 1455 88 637 152 10
0.00028 14097 3431 206 5983 1455 88 638 152 10
0.00029 14096 3432 206 5984 1454 88 638 152 10
0.0003 14097 3431 206 5982 1456 88 638 152 10
0.00031 14101 3429 206 5981 1455 88 638 152 10
0.00032 14098 3431 206 5982 1455 88 638 152 10
0.00033 14097 3432 206 5981 1456 88 637 153 10
0.00034 14100 3429 205 5981 1457 88 637 153 10
0.00035 14100 3429 205 5983 1455 88 637 153 10
0.00036 14100 3428 205 5984 1457 86 637 153 10
0.00037 14098 3430 205 5983 1457 87 636 154 10
0.00038 14099 3429 206 5982 1457 87 637 153 10
0.00039 14097 3431 206 5982 1458 86 637 153 10
0.0004 14099 3429 206 5983 1457 86 637 153 10
0.00041 14100 3431 204 5982 1457 86 637 153 10
0.00042 14099 3432 204 5984 1456 85 637 153 10
0.00043 14098 3433 204 5985 1455 85 637 153 10
0.00044 14096 3435 204 5985 1454 86 637 153 10
0.00045 14095 3435 205 5985 1454 86 637 153 10
0.00046 14092 3438 205 5985 1454 86 637 153 10
0.00047 14094 3436 205 5985 1454 86 637 153 10
0.00048 14094 3435 206 5984 1455 86 637 153 10
0.00049 14096 3433 206 5984 1455 86 638 152 10
0.0005 14095 3434 206 5984 1455 86 637 153 10
0.00051 14094 3435 206 5985 1454 86 637 153 10
0.00052 14093 3437 205 5983 1456 86 637 153 10
0.00053 14092 3438 205 5983 1455 87 637 153 10
0.00054 14095 3434 206 5982 1455 87 638 153 10
0.00055 14096 3433 206 5980 1456 87 639 153 10
0.00056 14095 3433 206 5982 1455 87 639 153 10
0.00057 14096 3432 206 5983 1454 87 639 153 10
0.00058 14095 3432 206 5985 1453 87 639 153 10
0.00059 14094 3433 206 5985 1453 87 638 154 10
0.0006 14094 3433 206 5988 1451 87 637 154 10
0.00061 14094 3433 206 5987 1452 87 637 154 10
0.00062 14092 3435 206 5986 1453 87 637 154 10
0.00063 14089 3438 206 5985 1454 87 637 154 10
0.00064 14090 3437 206 5983 1456 88 636 154 10
0.00065 14092 3435 206 5983 1456 88 636 154 10
0.00066 14091 3436 206 5983 1456 88 636 154 10
0.00067 14089 3437 206 5984 1456 88 636 154 10
0.00068 14089 3437 206 5987 1452 89 636 154 10
0.00069 14089 3437 206 5987 1452 89 636 154 10
0.0007 14088 3438 206 5987 1452 89 636 154 10
0.00071 14089 3436 207 5986 1453 89 636 154 10
0.00072 14091 3435 206 5985 1454 89 636 154 10
0.00073 14093 3434 206 5982 1456 89 636 154 10
0.00074 14092 3435 206 5981 1457 89 636 154 10
0.00075 14093 3435 206 5980 1458 88 636 154 10
0.00076 14093 3435 206 5981 1457 88 636 154 10
0.00077 14093 3435 206 5981 1458 88 635 154 10
0.00078 14091 3436 206 5982 1459 87 635 154 10
0.00079 14092 3435 206 5982 1459 87 635 154 10
0.0008 14093 3434 206 5981 1460 87 635 154 10
0.00081 14095 3434 206 5980 1459 87 635 154 10
0.00082 14095 3434 206 5980 1459 87 635 154 10
0.00083 14095 3433 206 5981 1459 87 635 154 10
0.00084 14093 3435 206 5982 1457 88 635 154 10
0.00085 14094 3434 206 5982 1457 88 635 154 10
0.00086 14093 3434 206 5982 1458 88 635 154 10
0.00087 14089 3438 206 5982 1458 88 635 154 10
0.00088 14090 3437 206 5982 1458 88 636 153 10
0.00089 14090 3437 206 5984 1457 88 635 153 10
0.0009 14089 3437 207 5985 1455 89 635 153 10
0.00091 14087 3439 207 5985 1455 89 635 153 10
0.00092 14086 3439 207 5986 1455 89 635 153 10
0.00093 14090 3436 207 5984 1456 89 635 153 10
0.00094 14091 3436 207 5983 1456 89 635 153 10
0.00095 14091 3437 207 5983 1455 89 635 153 10
0.00096 14090 3438 207 5983 1455 89 635 153 10
0.00097 14090 3438 207 5983 1455 89 635 153 10
0.00098 14091 3439 207 5980 1456 89 635 153 10
0.00099 14088 3441 207 5980 1458 88 635 153 10
0.001 14087 3442 207 5980 1458 88 635 153 10
0.00101 14086 3443 207 5980 1457 88 636 153 10
0.00102 14087 3442 207 5980 1457 88 637 152 10
0.00103 14088 3441 207 5981 1456 88 637 152 10
0.00104 14086 3444 206 5982 1455 88 637 152 10
0.00105 14082 3448 206 5984 1453 88 637 152 10
0.00106 14084 3446 206 5986 1451 88 637 152 10
0.00107 14083 3446 207 5985 1452 88 637 152 10
0.00108 14083 3446 207 5986 1451 88 637 152 10
0.00109 14084 3445 207 5985 1453 87 637 152 10
0.0011 14085 3443 208 5985 1453 87 637 152 10
0.00111 14086 3442 208 5986 1452 87 636 153 10
0.00112 14089 3440 208 5984 1453 87 635 154 10
0.00113 14090 3439 208 5984 1453 87 635 154 10
0.00114 14090 3439 208 5984 1453 87 635 154 10
0.00115 14090 3439 208 5985 1452 87 635 154 10
