#Seconds Ca.Conc.az Ca.Pre
0 0 56
1e-05 0 57
2e-05 0 59
3e-05 0 59
4e-05 0 58
5e-05 0 55
6e-05 0 52
7e-05 0 52
8e-05 0 50
9e-05 0 53
0.0001 0 53
0.00011 0 52
0.00012 0 51
0.00013 0 50
0.00014 0 51
0.00015 0 57
0.00016 0 56
0.00017 0 55
0.00018 0 53
0.00019 0 53
0.0002 0 53
0.00021 0 55
0.00022 0 58
0.00023 0 61
0.00024 0 63
0.00025 0 64
0.00026 0 64
0.00027 0 64
0.00028 0 64
0.00029 0 64
0.0003 0 63
0.00031 0 67
0.00032 0 64
0.00033 0 61
0.00034 0 62
0.00035 0 64
0.00036 0 65
0.00037 0 60
0.00038 0 61
0.00039 0 61
0.0004 0 64
0.00041 0 66
0.00042 0 68
0.00043 0 68
0.00044 0 64
0.00045 0 62
0.00046 0 59
0.00047 0 61
0.00048 0 60
0.00049 0 63
0.0005 0 59
0.00051 0 59
0.00052 0 57
0.00053 0 55
0.00054 0 55
0.00055 0 54
0.00056 0 54
0.00057 0 56
0.00058 0 55
0.00059 0 53
0.0006 0 56
0.00061 0 55
0.00062 0 52
0.00063 0 48
0.00064 0 46
0.00065 0 48
0.00066 0 47
0.00067 0 46
0.00068 0 48
0.00069 0 48
0.0007 0 47
0.00071 0 46
0.00072 0 48
0.00073 0 49
0.00074 0 47
0.00075 0 48
0.00076 0 49
0.00077 0 50
0.00078 0 49
0.00079 0 49
0.0008 0 49
0.00081 0 52
0.00082 0 52
0.00083 0 52
0.00084 0 50
0.00085 0 51
0.00086 0 49
0.00087 0 47
0.00088 0 49
0.00089 0 52
0.0009 0 50
0.00091 0 48
0.00092 0 47
0.00093 0 50
0.00094 0 50
0.00095 0 51
0.00096 0 50
0.00097 0 50
0.00098 0 50
0.00099 0 47
0.001 0 46
0.00101 0 45
0.00102 0 47
0.00103 0 50
0.00104 0 49
0.00105 0 47
0.00106 0 51
0.00107 0 48
0.00108 0 49
0.00109 0 50
0.0011 0 50
0.00111 0 52
0.00112 0 53
0.00113 0 54
0.00114 0 54
0.00115 0 56
0.00116 0 59
0.00117 0 60
0.00118 0 57
0.00119 0 60
0.0012 0 64
0.00121 0 64
0.00122 0 66
0.00123 0 64
0.00124 0 62
0.00125 0 61
0.00126 0 61
0.00127 0 61
0.00128 0 63
0.00129 0 65
0.0013 0 67
0.00131 0 61
0.00132 0 59
0.00133 0 58
0.00134 0 61
0.00135 0.025640586 63
0.00136 0.0509041046 63
0.00137 0.0505325418 64
0.00138 0.050166364 65
0.00139 0.0498054549 62
0.0014 0.0494497016 59
0.00141 0.0490989945 62
0.00142 0.0487532269 61
0.00143 0.0484122953 59
0.00144 0.0480760988 60
0.00145 0.0477445395 62
0.00146 0.0474175221 62
0.00147 0.0470949539 63
0.00148 0.0467767448 62
0.00149 0.0464628069 58
0.0015 0.0461530548 59
0.00151 0.0458474055 59
0.00152 0.0455457778 61
0.00153 0.045248093 67
0.00154 0.0449542742 66
0.00155 0.0446642466 63
0.00156 0.0443779373 65
0.00157 0.0440952753 64
0.00158 0.0438161913 64
0.00159 0.0435406178 60
0.0016 0.0432684889 60
0.00161 0.0429997405 57
0.00162 0.04273431 55
0.00163 0.0424721364 53
0.00164 0.0422131599 54
0.00165 0.0419573226 59
0.00166 0.0417045676 61
0.00167 0.0414548397 62
0.00168 0.0412080847 62
0.00169 0.0409642499 66
0.0017 0.0407232837 64
0.00171 0.0404851358 67
0.00172 0.0402497571 67
0.00173 0.0400170996 67
0.00174 0.0397871162 69
0.00175 0.0395597613 68
0.00176 0.0393349899 68
0.00177 0.0391127583 71
0.00178 0.0388930237 71
0.00179 0.0386757443 71
0.0018 0.038460879 70
0.00181 0.038248388 71
0.00182 0.038038232 68
0.00183 0.0378303728 66
0.00184 0.037624773 63
0.00185 0.0374213958 60
0.00186 0.0372202055 62
0.00187 0.037021167 61
0.00188 0.0368242459 65
0.00189 0.0366294086 65
0.0019 0.0364366222 69
0.00191 0.0362458546 69
0.00192 0.0360570741 71
0.00193 0.0358702499 68
0.00194 0.0356853517 68
0.00195 0.0355023499 65
0.00196 0.0353212154 66
0.00197 0.0351419199 64
0.00198 0.0349644355 66
0.00199 0.0347887348 68
0.002 0.0346147911 71
0.00201 0.0344425782 78
0.00202 0.0342720704 79
0.00203 0.0341032425 80
0.00204 0.0339360697 82
0.00205 0.0337705279 80
0.00206 0.0336065933 82
0.00207 0.0334442426 90
0.00208 0.033283453 98
0.00209 0.0745294546 100
0.0021 0.0741745524 100
0.00211 0.0738230143 98
0.00212 0.0734747925 106
0.00213 0.0731298404 108
0.00214 0.0727881122 106
0.00215 0.128799223 106
0.00216 0.12820293 112
0.00217 0.127612133 116
0.00218 0.127026756 118
0.00219 0.126446726 119
0.0022 0.125871968 126
0.00221 0.125302411 132
0.00222 0.124737986 144
0.00223 0.124178623 158
0.00224 0.123624254 171
0.00225 0.123074813 175
0.00226 0.122530234 177
0.00227 0.121990453 177
0.00228 0.121455407 181
0.00229 0.120925035 183
0.0023 0.120399273 175
0.00231 0.119878065 179
0.00232 0.119361349 189
0.00233 0.118849068 190
0.00234 0.118341166 194
0.00235 0.117837587 196
0.00236 0.117338275 193
0.00237 0.116843177 198
0.00238 0.116352239 203
0.00239 0.11586541 218
0.0024 0.115382637 225
0.00241 0.114903871 228
0.00242 0.114429062 237
0.00243 0.11395816 241
0.00244 0.184423067 255
0.00245 0.20486305 250
0.00246 0.204030273 263
0.00247 0.203204239 275
0.00248 0.202384867 291
0.00249 0.201572077 304
0.0025 0.200765789 334
0.00251 0.199965925 338
0.00252 0.199172409 343
0.00253 0.198385167 364
0.00254 0.218045928 373
0.00255 0.217190846 396
0.00256 0.216342445 418
0.00257 0.215500645 428
0.00258 0.214665371 457
0.00259 0.287342861 458
0.0026 0.286237696 478
0.00261 0.285141 493
0.00262 0.284052675 522
0.00263 0.282972627 554
0.00264 0.281900761 562
0.00265 0.280836985 596
0.00266 0.279781206 626
0.00267 0.278733337 653
0.00268 0.277693287 679
0.00269 0.27666097 713
0.0027 0.2756363 741
0.00271 0.274619192 758
0.00272 0.273609562 792
0.00273 0.272607329 834
0.00274 0.271612412 857
0.00275 0.270624731 899
0.00276 0.269644206 944
0.00277 0.268670761 969
0.00278 0.298832729 1016
0.00279 0.297761644 1073
0.0028 0.29669821 1099
0.00281 0.295642344 1120
0.00282 0.294593967 1155
0.00283 0.293552999 1220
0.00284 0.322990128 1251
0.00285 0.364366222 1292
0.00286 0.375195288 1329
0.00287 0.373887988 1362
0.00288 0.378599278 1408
0.00289 0.389266682 1434
0.0029 0.387924383 1477
0.00291 0.392538868 1503
0.00292 0.391194557 1540
0.00293 0.389859422 1601
0.00294 0.417967716 1662
0.00295 0.486953841 1702
0.00296 0.497002913 1741
0.00297 0.495329503 1771
0.00298 0.545937981 1828
0.00299 0.561477381 1846
0.003 0.565374922 1869
0.00301 0.655496045 1901
0.00302 0.676249231 1941
0.00303 0.702577444 1991
0.00304 0.785664667 2001
0.00305 0.783088717 2025
0.00306 0.842745732 2064
0.00307 0.840000632 2090
0.00308 0.837273357 2117
0.00309 0.873771427 2141
0.0031 1.06077586 2146
0.00311 1.07406024 2187
0.00312 1.17601534 2200
0.00313 1.27178945 2224
0.00314 1.38348926 2265
0.00315 1.42305252 2277
0.00316 1.47879646 2288
0.00317 1.52872895 2303
0.00318 1.53480678 2320
0.00319 1.60595269 2324
0.0032 1.67665395 2345
0.00321 1.69838928 2335
0.00322 1.71461465 2331
0.00323 1.73073956 2348
0.00324 1.7574485 2369
0.00325 1.75204097 2360
0.00326 1.74666661 2378
0.00327 1.8048385 2367
0.00328 1.84682575 2366
0.00329 1.86751533 2354
0.0033 1.96150483 2363
0.00331 1.95557883 2337
0.00332 2.05394996 2328
0.00333 2.04778194 2312
0.00334 2.04165085 2293
0.00335 2.04072276 2288
0.00336 2.05525322 2265
0.00337 2.059426 2247
0.00338 2.05333302 2228
0.00339 2.05238142 2208
0.0034 2.11252034 2184
0.00341 2.13677816 2169
0.00342 2.19125798 2142
0.00343 2.23532835 2102
0.00344 2.25901762 2057
0.00345 2.40798547 2018
0.00346 2.42103452 1956
0.00347 2.47889787 1920
0.00348 2.52648188 1880
0.00349 2.51924268 1837
0.0035 2.51698981 1796
0.00351 2.57392037 1763
0.00352 2.57644184 1726
0.00353 2.57404608 1685
0.00354 2.57655296 1646
0.00355 2.61804829 1589
0.00356 2.61069422 1551
0.00357 2.64701344 1505
0.00358 2.65895742 1462
0.00359 2.65637185 1418
0.0036 2.69226153 1388
0.00361 2.68959804 1349
0.00362 2.68216821 1318
0.00363 2.67477931 1287
0.00364 2.66743102 1259
0.00365 2.67909 1223
