#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14107 3437 208 5962 1443 89 626 152 10
1e-05 14107 3437 208 5961 1444 89 626 152 10
2e-05 14107 3438 208 5959 1445 89 626 152 10
3e-05 14106 3438 208 5959 1446 89 626 152 10
4e-05 14107 3438 207 5957 1448 89 627 151 10
5e-05 14108 3437 207 5955 1450 89 627 151 10
6e-05 14110 3435 207 5958 1447 89 627 151 10
7e-05 14108 3437 207 5958 1447 89 627 151 10
8e-05 14108 3437 207 5959 1447 88 628 150 10
9e-05 14109 3437 207 5958 1447 88 628 150 10
0.0001 14110 3436 207 5958 1447 88 628 150 10
0.00011 14109 3437 207 5959 1446 88 628 150 10
0.00012 14109 3439 207 5954 1449 88 628 150 10
0.00013 14110 3437 208 5953 1450 88 628 150 10
0.00014 14110 3436 209 5953 1450 88 628 150 10
0.00015 14111 3436 209 5952 1450 88 628 150 10
0.00016 14112 3434 209 5951 1451 89 627 151 10
0.00017 14111 3435 209 5951 1451 89 627 151 10
0.00018 14111 3436 209 5952 1449 89 627 151 10
0.00019 14111 3437 209 5949 1451 89 627 151 10
0.0002 14112 3436 209 5950 1449 90 627 151 10
0.00021 14112 3436 209 5950 1449 90 627 151 10
0.00022 14111 3438 209 5950 1448 90 627 151 10
0.00023 14111 3438 209 5951 1447 90 627 151 10
0.00024 14111 3437 210 5951 1447 90 627 151 10
0.00025 14111 3436 211 5951 1447 90 627 151 10
0.00026 14109 3439 210 5951 1447 90 627 151 10
0.00027 14108 3440 210 5951 1445 91 628 151 10
0.00028 14107 3442 209 5951 1445 91 628 151 10
0.00029 14108 3441 209 5950 1446 91 628 151 10
0.0003 14106 3443 209 5951 1445 91 629 150 10
0.00031 14103 3446 209 5952 1445 90 629 150 10
0.00032 14106 3444 209 5950 1446 90 629 150 10
0.00033 14108 3442 209 5951 1446 89 629 150 10
0.00034 14109 3440 210 5951 1446 89 629 150 10
0.00035 14109 3441 210 5950 1446 89 629 150 10
0.00036 14103 3446 211 5950 1446 89 629 150 10
0.00037 14104 3448 209 5948 1446 89 630 150 10
0.00038 14104 3448 209 5945 1449 89 630 150 10
0.00039 14104 3448 209 5944 1450 89 630 150 10
0.0004 14106 3448 209 5944 1448 89 630 150 10
0.00041 14108 3446 209 5944 1448 89 630 150 10
0.00042 14108 3447 209 5944 1447 89 630 150 10
0.00043 14108 3449 208 5944 1446 89 630 151 9
0.00044 14107 3450 208 5943 1447 89 630 151 9
0.00045 14104 3453 208 5942 1448 89 630 151 9
0.00046 14105 3455 207 5941 1447 89 630 151 9
0.00047 14104 3455 207 5944 1445 89 630 151 9
0.00048 14103 3455 208 5943 1446 89 629 152 9
0.00049 14105 3452 209 5943 1446 89 629 152 9
0.0005 14107 3449 209 5943 1448 88 629 152 9
0.00051 14107 3449 209 5941 1450 88 629 152 9
0.00052 14107 3448 210 5941 1450 88 629 152 9
0.00053 14108 3447 210 5941 1450 88 629 152 9
0.00054 14108 3447 210 5941 1450 88 629 152 9
0.00055 14108 3448 210 5940 1450 88 629 152 9
0.00056 14108 3450 208 5941 1448 88 630 152 9
