#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 0 0
3e-05 1 0
4e-05 1 0
5e-05 1 0
6e-05 3 0
7e-05 3 0
8e-05 3 0
9e-05 3 0
0.0001 3 0
0.00011 4 0
0.00012 4 0
0.00013 4 0
0.00014 4 1
0.00015 4 1
0.00016 6 2
0.00017 6 4
0.00018 6 4
0.00019 6 5
0.0002 7 5
0.00021 7 5
0.00022 7 5
0.00023 8 6
0.00024 8 6
0.00025 8 9
0.00026 8 9
0.00027 8 9
0.00028 9 10
0.00029 10 10
0.0003 11 11
0.00031 12 11
0.00032 12 11
0.00033 12 12
0.00034 12 13
0.00035 13 14
0.00036 13 14
0.00037 13 14
0.00038 13 14
0.00039 13 15
0.0004 13 15
0.00041 13 15
0.00042 13 16
0.00043 13 16
0.00044 14 16
0.00045 14 16
0.00046 14 16
0.00047 14 16
0.00048 14 16
0.00049 14 17
0.0005 14 17
0.00051 15 18
0.00052 15 18
0.00053 15 18
0.00054 16 18
0.00055 16 19
0.00056 16 19
0.00057 17 19
0.00058 18 19
0.00059 18 19
0.0006 18 19
0.00061 18 19
0.00062 18 19
0.00063 18 19
0.00064 18 20
0.00065 18 20
0.00066 18 20
0.00067 18 20
0.00068 18 20
0.00069 18 20
0.0007 18 20
0.00071 18 20
0.00072 18 21
0.00073 18 21
0.00074 18 21
0.00075 18 22
0.00076 19 22
0.00077 19 22
0.00078 19 22
0.00079 19 22
0.0008 19 22
0.00081 19 23
0.00082 19 23
0.00083 19 23
0.00084 19 23
0.00085 19 23
0.00086 19 23
0.00087 19 23
0.00088 20 23
0.00089 21 23
0.0009 21 24
0.00091 21 24
0.00092 21 24
0.00093 21 24
0.00094 21 24
0.00095 22 24
0.00096 22 25
0.00097 22 25
0.00098 22 25
0.00099 23 25
0.001 23 25
0.00101 23 26
0.00102 24 26
0.00103 24 27
0.00104 24 27
0.00105 24 27
0.00106 24 27
0.00107 24 27
0.00108 24 27
0.00109 24 28
0.0011 26 29
0.00111 26 29
0.00112 26 29
0.00113 27 29
0.00114 28 29
0.00115 28 29
0.00116 28 29
0.00117 28 29
0.00118 28 29
0.00119 28 29
0.0012 29 29
0.00121 31 29
0.00122 31 30
0.00123 31 30
0.00124 31 30
0.00125 31 30
0.00126 31 30
0.00127 30 30
0.00128 30 30
0.00129 30 32
0.0013 30 32
0.00131 30 32
0.00132 30 32
0.00133 30 32
0.00134 31 32
0.00135 31 32
0.00136 31 32
0.00137 31 32
0.00138 31 33
0.00139 31 33
0.0014 31 34
0.00141 31 34
0.00142 31 34
0.00143 31 34
0.00144 31 34
0.00145 32 34
0.00146 32 35
0.00147 32 35
0.00148 32 36
0.00149 33 36
0.0015 33 36
0.00151 33 36
0.00152 34 36
0.00153 34 36
0.00154 34 37
0.00155 34 37
0.00156 35 38
0.00157 35 38
0.00158 36 38
0.00159 36 38
0.0016 36 38
0.00161 36 38
0.00162 36 38
0.00163 36 39
0.00164 36 39
0.00165 36 39
0.00166 37 39
0.00167 37 39
0.00168 37 39
0.00169 37 39
0.0017 38 39
0.00171 38 39
0.00172 38 39
0.00173 38 40
0.00174 38 40
0.00175 38 40
0.00176 38 41
0.00177 38 41
0.00178 38 41
0.00179 38 41
0.0018 38 41
0.00181 38 41
0.00182 38 41
0.00183 38 41
0.00184 38 41
0.00185 38 41
0.00186 38 41
0.00187 38 41
0.00188 38 41
0.00189 38 41
0.0019 38 41
0.00191 39 42
0.00192 39 42
0.00193 39 42
0.00194 39 42
0.00195 39 42
0.00196 40 42
0.00197 40 42
0.00198 40 42
0.00199 41 42
0.002 41 42
0.00201 41 42
0.00202 41 42
0.00203 42 42
0.00204 42 42
0.00205 42 42
0.00206 43 42
0.00207 44 42
0.00208 44 43
0.00209 44 43
0.0021 44 43
0.00211 44 43
0.00212 45 43
0.00213 45 43
0.00214 45 43
0.00215 46 43
0.00216 46 43
0.00217 47 43
0.00218 47 43
0.00219 47 43
0.0022 47 43
0.00221 47 43
0.00222 49 43
0.00223 49 43
0.00224 49 43
0.00225 50 43
0.00226 50 43
0.00227 51 44
0.00228 51 45
0.00229 51 45
0.0023 51 45
0.00231 51 45
0.00232 51 45
0.00233 52 45
0.00234 52 45
0.00235 52 45
0.00236 54 45
0.00237 55 45
0.00238 57 45
0.00239 59 45
0.0024 59 45
0.00241 60 45
0.00242 61 45
0.00243 65 45
0.00244 65 45
0.00245 65 45
0.00246 66 45
0.00247 66 46
0.00248 67 46
0.00249 67 46
0.0025 67 46
0.00251 68 46
0.00252 69 46
0.00253 69 46
0.00254 69 46
0.00255 71 46
0.00256 71 46
0.00257 74 47
0.00258 75 47
0.00259 76 47
0.0026 77 47
0.00261 81 47
0.00262 83 47
0.00263 85 47
0.00264 87 47
0.00265 90 47
0.00266 91 47
0.00267 94 47
0.00268 93 47
0.00269 96 47
0.0027 96 47
0.00271 100 47
