#Seconds Ca.Conc.az Ca.Pre
0 0 58
1e-05 0 56
2e-05 0 54
3e-05 0 56
4e-05 0 55
5e-05 0 55
6e-05 0 55
7e-05 0 57
8e-05 0 57
9e-05 0 59
0.0001 0 59
0.00011 0 59
0.00012 0 61
0.00013 0.798802872 56
0.00014 0.741745524 57
0.00015 0.692295823 54
0.00016 0.649027334 53
0.00017 0.610849255 53
0.00018 0.576913185 52
0.00019 0.546549334 53
0.0002 0.519221867 55
0.00021 0.494497016 58
0.00022 0.472019879 56
0.00023 0.451497276 52
0.00024 0.432684889 52
0.00025 0.415377494 51
0.00026 0.399401436 50
0.00027 0.38460879 52
0.00028 0.370872762 54
0.00029 0.358084046 54
0.0003 0.346147911 56
0.00031 0.33498185 54
0.00032 0.324513667 54
0.00033 0.314679919 51
0.00034 0.305424628 54
0.00035 0.29669821 56
0.00036 0.288456593 56
0.00037 0.280660469 56
0.00038 0.273274667 54
0.00039 0.266267624 51
0.0004 0.259610933 52
0.00041 0.253278959 52
0.00042 0.247248508 49
0.00043 0.241498543 49
0.00044 0.23600994 51
0.00045 0.230765274 52
0.00046 0.225748638 50
0.00047 0.405066705 47
0.00048 0.396627815 48
0.00049 0.38853337 48
0.0005 0.380762702 49
0.00051 0.373296767 52
0.00052 0.366117983 54
0.00053 0.359210097 51
0.00054 0.352558058 50
0.00055 0.346147911 51
0.00056 0.339966699 51
0.00057 0.334002371 53
0.00058 0.328243709 52
0.00059 0.322680256 50
0.0006 0.317302252 52
0.00061 0.312100576 52
0.00062 0.307066695 56
0.00063 0.302192621 57
0.00064 0.297470861 57
0.00065 0.292894386 57
0.00066 0.288456593 56
0.00067 0.28415127 59
0.00068 0.279972575 59
0.00069 0.275915002 54
0.0007 0.271973359 51
0.00071 0.268142748 50
0.00072 0.264418543 49
0.00073 0.260796372 49
0.00074 0.257272096 47
0.00075 0.253841802 49
0.00076 0.250501778 50
0.00077 0.247248508 50
0.00078 0.244078655 50
0.00079 0.240989052 52
0.0008 0.237976689 54
0.00081 0.235038705 53
0.00082 0.23217238 52
0.00083 0.229375122 54
0.00084 0.226644466 55
0.00085 0.22397806 54
0.00086 0.221373664 56
0.00087 0.218829139 56
0.00088 0.216342445 54
0.00089 0.213911631 52
0.0009 0.211534835 49
0.00091 0.209210276 51
0.00092 0.206936251 51
0.00093 0.20471113 51
0.00094 0.202533352 54
0.00095 0.200401422 56
0.00096 0.198313908 56
0.00097 0.196269434 55
0.00098 0.194266685 56
0.00099 0.192304395 57
0.001 0.190381351 57
0.00101 0.188496387 56
0.00102 0.186648384 60
0.00103 0.184836263 58
0.00104 0.183058992 54
0.00105 0.181315573 55
0.00106 0.179605048 58
0.00107 0.177926496 54
0.00108 0.176279029 54
0.00109 0.17466179 58
0.0011 0.173073956 58
0.00111 0.171514731 58
0.00112 0.169983349 59
0.00113 0.168479072 62
0.00114 0.167001185 64
0.00115 0.165549001 69
0.00116 0.164121854 66
0.00117 0.162719104 63
0.00118 0.161340128 63
0.00119 0.159984329 65
0.0012 0.158651126 68
0.00121 0.15733996 68
0.00122 0.156050288 65
0.00123 0.154781586 62
0.00124 0.153533348 58
0.00125 0.152305081 60
0.00126 0.15109631 60
0.00127 0.149906576 58
0.00128 0.148735431 59
0.00129 0.147582443 61
0.0013 0.146447193 61
0.00131 0.145329276 60
0.00132 0.144228296 61
0.00133 0.143143873 59
0.00134 0.142075635 60
0.00135 0.141023223 59
0.00136 0.139986288 59
0.00137 0.13896449 58
0.00138 0.137957501 59
0.00139 0.136965001 56
0.0014 0.135986679 55
0.00141 0.135022235 56
0.00142 0.134071374 58
0.00143 0.133133812 56
0.00144 0.132209272 54
0.00145 0.131297484 56
0.00146 0.130398186 60
0.00147 0.129511123 61
0.00148 0.128636048 60
0.00149 0.127772719 61
0.0015 0.126920901 57
0.00151 0.126080365 61
0.00152 0.125250889 59
0.00153 0.124432256 57
0.00154 0.123624254 60
0.00155 0.122826678 62
0.00156 0.122039328 61
0.00157 0.121262007 66
0.00158 0.120494526 62
0.00159 0.119736699 62
0.0016 0.118988345 62
0.00161 0.118249286 62
0.00162 0.117519353 64
0.00163 0.116798375 64
0.00164 0.11608619 66
0.00165 0.115382637 62
0.00166 0.114687561 65
0.00167 0.114000809 63
0.00168 0.113322233 60
0.00169 0.112651687 59
0.0017 0.11198903 58
0.00171 0.111334124 53
0.00172 0.110686832 51
0.00173 0.110047024 52
0.00174 0.10941457 51
0.00175 0.108789344 54
0.00176 0.108171222 52
0.00177 0.107560085 52
0.00178 0.106955815 57
0.00179 0.106358297 55
0.0018 0.105767417 55
0.00181 0.105183067 56
0.00182 0.104605138 54
0.00183 0.104033525 56
0.00184 0.103468126 55
0.00185 0.102908838 56
0.00186 0.102355565 56
0.00187 0.101808209 58
0.00188 0.101266676 58
0.00189 0.100730874 58
0.0019 0.100200711 60
0.00191 0.0996761001 60
0.00192 0.0991569538 57
0.00193 0.0986431872 56
0.00194 0.0981347171 53
0.00195 0.0976314622 53
0.00196 0.0971333425 56
0.00197 0.0966402798 56
0.00198 0.0961521976 56
0.00199 0.0956690207 55
0.002 0.0951906756 54
0.00201 0.0947170902 50
0.00202 0.0942481937 52
0.00203 0.0937839169 54
0.00204 0.0933241918 51
0.00205 0.0928689518 49
0.00206 0.0924181317 48
0.00207 0.0919716673 51
0.00208 0.0915294958 55
0.00209 0.0910915556 57
0.0021 0.0906577863 64
0.00211 0.0902281285 66
0.00212 0.0898025242 74
0.00213 0.0893809161 76
0.00214 0.0889632482 82
0.00215 0.0885494657 92
0.00216 0.0881395144 99
0.00217 0.0877333416 105
0.00218 0.0873308951 108
0.00219 0.0869321238 110
0.0022 0.0865369778 116
0.00221 0.0861454078 118
0.00222 0.0857573654 115
0.00223 0.0853728032 117
0.00224 0.0849916746 117
0.00225 0.0846139339 124
0.00226 0.0842395359 126
0.00227 0.0838684367 135
0.00228 0.0910915556 138
0.00229 0.0982515905 142
0.0023 0.0978244097 150
0.00231 0.0974009274 157
0.00232 0.0969810958 161
0.00233 0.096564868 167
0.00234 0.110944843 174
0.00235 0.110472738 181
0.00236 0.110004633 178
0.00237 0.109540478 193
0.00238 0.109080224 200
0.00239 0.108623822 205
0.0024 0.108171222 218
0.00241 0.107722379 219
0.00242 0.107277245 226
0.00243 0.106835775 237
0.00244 0.106397924 249
0.00245 0.105963646 251
0.00246 0.1055329 256
0.00247 0.105105641 263
0.00248 0.104681828 262
0.00249 0.104261419 269
0.0025 0.103844373 293
0.00251 0.103430651 306
0.00252 0.103020212 331
0.00253 0.116294753 358
0.00254 0.12946477 374
0.00255 0.135744279 378
0.00256 0.135214028 392
0.00257 0.134687903 417
0.00258 0.134165857 432
0.00259 0.133647842 460
0.0026 0.179730646 476
0.00261 0.198935581 493
0.00262 0.231205666 514
0.00263 0.236907316 550
0.00264 0.242565771 592
0.00265 0.261243707 609
0.00266 0.260261587 635
0.00267 0.259286825 665
0.00268 0.258319337 687
0.00269 0.347434706 722
0.0027 0.365378351 750
0.00271 0.389576063 774
0.00272 0.41359585 804
0.00273 0.456458784 825
0.00274 0.461109444 853
0.00275 0.459432682 870
0.00276 0.457768071 924
0.00277 0.456115479 963
0.00278 0.454474776 987
0.00279 0.53969298 1029
0.0028 0.556309143 1067
0.00281 0.554329395 1089
0.00282 0.558501063 1144
0.00283 0.556527561 1189
0.00284 0.56066211 1215
0.00285 0.595131497 1247
0.00286 0.593050617 1301
0.00287 0.603045142 1346
0.00288 0.673065383 1378
0.00289 0.766555928 1417
0.0029 0.787784902 1454
0.00291 0.796972854 1499
0.00292 0.812025066 1558
0.00293 0.891951102 1601
0.00294 0.888917255 1646
0.00295 0.926972373 1714
0.00296 0.994005826 1760
0.00297 1.05476047 1795
0.00298 1.13253092 1831
0.00299 1.1518969 1848
0.003 1.19997943 1886
0.00301 1.29374219 1918
0.00302 1.2951892 1952
0.00303 1.3137627 1974
0.00304 1.39483945 2013
0.00305 1.40728987 2068
0.00306 1.40269088 2112
0.00307 1.46577291 2135
0.00308 1.5003489 2185
0.00309 1.58511099 2207
0.0031 1.58558075 2216
0.00311 1.59717766 2252
0.00312 1.6974561 2276
0.00313 1.83580042 2298
0.00314 1.87956111 2317
0.00315 1.9944713 2316
0.00316 2.05388397 2324
0.00317 2.10746205 2326
0.00318 2.12260512 2329
0.00319 2.1213767 2327
0.0032 2.17965013 2338
0.00321 2.1998185 2358
0.00322 2.19298677 2360
0.00323 2.18619733 2331
0.00324 2.17944981 2321
0.00325 2.17274381 2321
0.00326 2.32004045 2331
0.00327 2.36587334 2316
0.00328 2.39032018 2305
0.00329 2.46196387 2298
0.0033 2.47023737 2292
0.00331 2.5098338 2278
0.00332 2.50227406 2252
0.00333 2.50515455 2251
0.00334 2.51319966 2223
0.00335 2.51603034 2229
0.00336 2.54975024 2206
0.00337 2.58840575 2192
0.00338 2.58074774 2179
0.00339 2.57313492 2154
0.0034 2.61138057 2139
0.00341 2.60372256 2091
0.00342 2.60116998 2046
0.00343 2.59358639 2011
0.00344 2.59610933 1995
0.00345 2.59861765 1982
0.00346 2.60111147 1950
0.00347 2.59361547 1911
0.00348 2.63092306 1869
0.00349 2.62834374 1828
0.0035 2.62083419 1801
0.00351 2.61336742 1765
0.00352 2.60594308 1716
0.00353 2.60346375 1688
0.00354 2.62055481 1663
0.00355 2.6424249 1631
0.00356 2.63500236 1598
0.00357 2.6276214 1566
0.00358 2.62028167 1526
0.00359 2.62262484 1493
0.0036 2.6297626 1468
0.00361 2.62247794 1435
0.00362 2.61523353 1403
0.00363 2.61279691 1364
0.00364 2.61988323 1324
0.00365 2.65063949 1300
0.00366 2.6433973 1269
0.00367 2.64091049 1250
0.00368 2.6431403 1216
0.00369 2.67819048 1185
0.0037 2.68966282 1156
0.00371 2.70573839 1124
0.00372 2.73568511 1094
0.00373 2.75155109 1069
0.00374 2.744194 1040
0.00375 2.73687615 1017
0.00376 2.72959723 986
0.00377 2.72235692 964
0.00378 2.71515491 939
0.00379 2.73995708 921
0.0038 2.7464104 898
0.00381 2.73920198 880
0.00382 2.73203129 851
0.00383 2.72489805 837
0.00384 2.71780196 803
0.00385 2.72422902 784
0.00386 2.71717143 770
0.00387 2.71015031 755
0.00388 2.73439007 737
0.00389 2.72736079 725
0.0039 2.80024785 697
0.00391 2.80193898 686
0.00392 2.79479117 665
0.00393 2.78767974 653
0.00394 2.81574633 637
0.00395 2.80861786 626
0.00396 2.83648983 609
0.00397 2.82934502 596
0.00398 2.82223611 585
0.00399 2.82383822 578
0.004 2.81677863 563
0.00401 2.83565059 547
0.00402 2.82859674 537
0.00403 2.82157789 527
0.00404 2.81459378 514
0.00405 2.82473789 509
0.00406 2.84762075 500
0.00407 2.84487657 495
0.00408 2.84214584 490
0.00409 2.85212338 482
0.0041 2.84516698 478
0.00411 2.83824443 463
0.00412 2.83135549 456
0.00413 2.82449991 446
0.00414 2.87620487 435
0.00415 2.86927425 424
0.00416 2.86237696 414
0.00417 2.85551275 410
0.00418 2.84868138 404
0.00419 2.84188261 396
0.0042 2.83923703 387
0.00421 2.83660402 375
0.00422 2.82988221 365
0.00423 2.82319218 357
0.00424 2.83286144 351
0.00425 2.86284684 341
0.00426 2.86831485 337
0.00427 2.86159749 330
0.00428 2.85491151 321
0.00429 2.84825671 316
0.0043 2.84163285 311
0.00431 2.83503974 309
0.00432 2.82847715 306
0.00433 2.82194487 299
0.00434 2.81544269 294
0.00435 2.80897041 283
0.00436 2.80252781 282
0.00437 2.79611471 277
0.00438 2.78973088 274
0.00439 2.78337614 275
0.0044 2.77705029 278
0.00441 2.77075312 274
0.00442 2.76448445 268
0.00443 2.75824408 268
0.00444 2.75203182 257
0.00445 2.74584748 252
0.00446 2.77073552 250
0.00447 2.76453701 254
0.00448 2.76222943 253
0.00449 2.75607747 250
0.0045 2.74995285 244
0.00451 2.78990611 230
0.00452 2.78373376 227
0.00453 2.80815358 219
0.00454 2.80196822 215
0.00455 2.79581005 208
0.00456 2.78967889 209
0.00457 2.78357456 204
0.00458 2.77749689 209
0.00459 2.77144569 206
0.0046 2.76542081 206
0.00461 2.75942207 202
0.00462 2.75344929 197
0.00463 2.74750232 196
0.00464 2.74158098 188
0.00465 2.73568511 187
0.00466 2.72981454 188
0.00467 2.72396911 185
0.00468 2.71814866 179
0.00469 2.71235304 180
0.0047 2.70658207 179
0.00471 2.70083561 178
0.00472 2.69878033 181
0.00473 2.69307466 179
0.00474 2.68739307 174
0.00475 2.6817354 176
0.00476 2.70155355 177
0.00477 2.70677507 175
0.00478 2.70111236 175
0.00479 2.6954733 176
0.0048 2.68985773 178
0.00481 2.68426551 182
0.00482 2.67869649 179
0.00483 2.67315054 174
0.00484 2.6676275 172
0.00485 2.66212724 170
0.00486 2.65664961 168
0.00487 2.65119447 175
0.00488 2.6457617 166
0.00489 2.64035114 167
0.0049 2.63496267 162
0.00491 2.62959615 169
0.00492 2.62425144 169
0.00493 2.61892842 171
0.00494 2.61362694 166
0.00495 2.60834689 163
0.00496 2.60308812 168
0.00497 2.59785052 167
0.00498 2.59263395 167
0.00499 2.58743829 169
0.005 2.58226342 169
0.00501 2.5771092 171
0.00502 2.57197552 177
0.00503 2.56686224 171
0.00504 2.56176926 164
0.00505 2.5806869 160
0.00506 2.60637064 153
0.00507 2.62512568 158
0.00508 2.61995811 156
0.00509 2.61481084 153
0.0051 2.60968376 149
0.00511 2.60457675 147
0.00512 2.59948969 143
0.00513 2.59442245 147
0.00514 2.58937494 148
0.00515 2.58434703 150
0.00516 2.5793386 155
0.00517 2.57434955 156
0.00518 2.56937977 156
0.00519 2.56442913 154
0.0052 2.55949754 155
0.00521 2.55458487 149
0.00522 2.55632222 146
0.00523 2.55143441 143
0.00524 2.54656526 140
0.00525 2.54171466 141
0.00526 2.53688251 138
0.00527 2.53206869 131
0.00528 2.5272731 130
0.00529 2.52249565 130
0.0053 2.51773622 136
0.00531 2.51299472 137
0.00532 2.50827105 139
0.00533 2.5035651 141
0.00534 2.49887678 144
0.00535 2.49420598 146
0.00536 2.48955261 142
0.00537 2.48491657 141
0.00538 2.48029777 135
0.00539 2.4756961 133
0.0054 2.47111148 142
0.00541 2.4665438 141
0.00542 2.46199299 141
0.00543 2.45745893 142
0.00544 2.45294154 139
0.00545 2.44844073 143
0.00546 2.44395641 141
0.00547 2.43948848 137
0.00548 2.43503686 134
0.00549 2.43060145 131
0.0055 2.42618218 130
0.00551 2.42177894 127
0.00552 2.41739166 127
0.00553 2.41302025 128
0.00554 2.40866462 125
0.00555 2.40432468 122
0.00556 2.42490308 121
0.00557 2.42676408 123
0.00558 2.42241504 126
0.00559 2.41808156 127
0.0056 2.41376356 126
0.00561 2.40946095 128
0.00562 2.40517365 129
0.00563 2.40090159 126
0.00564 2.39664467 122
0.00565 2.39240282 120
0.00566 2.38817596 121
0.00567 2.38396401 122
0.00568 2.37976689 123
0.00569 2.37558452 121
0.0057 2.37141683 119
0.00571 2.36726374 118
0.00572 2.36312516 115
0.00573 2.35900104 113
0.00574 2.35489128 114
0.00575 2.35079581 117
0.00576 2.34671457 116
0.00577 2.34264748 119
0.00578 2.33859445 117
0.00579 2.33455543 112
0.0058 2.33053033 114
0.00581 2.32651909 117
0.00582 2.32252164 116
0.00583 2.3185379 115
0.00584 2.3145678 111
0.00585 2.31061127 114
0.00586 2.30666825 115
0.00587 2.30273866 117
0.00588 2.29882244 114
0.00589 2.29491951 118
0.0059 2.29102982 121
0.00591 2.28715329 117
0.00592 2.28328985 119
0.00593 2.27943945 122
0.00594 2.27560201 121
0.00595 2.27177747 126
0.00596 2.26796576 126
0.00597 2.26416682 126
0.00598 2.26038059 133
0.00599 2.256607 134
0.006 2.25284599 130
0.00601 2.24909749 127
0.00602 2.24536145 126
0.00603 2.2416378 125
0.00604 2.23792648 124
0.00605 2.25139179 124
0.00606 2.26766866 122
0.00607 2.2639328 114
0.00608 2.26020922 122
0.00609 2.25649788 118
0.0061 2.2527987 116
0.00611 2.24911163 115
0.00612 2.24543661 119
0.00613 2.24177359 120
0.00614 2.23812249 119
0.00615 2.23448326 122
0.00616 2.23085586 120
0.00617 2.22724021 119
0.00618 2.22363626 118
0.00619 2.22004395 119
0.0062 2.21646324 115
0.00621 2.22125512 113
0.00622 2.21768397 110
0.00623 2.21412428 109
0.00624 2.210576 106
0.00625 2.20703908 105
0.00626 2.20351346 108
0.00627 2.19999909 111
0.00628 2.20476377 115
0.00629 2.20125858 112
0.0063 2.19776452 112
0.00631 2.19428153 118
0.00632 2.19080957 114
0.00633 2.18734857 118
0.00634 2.18389849 117
0.00635 2.18045928 114
0.00636 2.17703089 116
0.00637 2.17361326 118
0.00638 2.17020634 120
0.00639 2.16681009 117
0.0064 2.16342445 118
0.00641 2.16544949 117
0.00642 2.16207652 117
0.00643 2.15871403 122
0.00644 2.15536199 120
0.00645 2.15202035 121
0.00646 2.14868905 124
0.00647 2.14536804 127
0.00648 2.14205729 127
0.00649 2.13875674 127
0.0065 2.13546635 125
0.00651 2.13218606 124
0.00652 2.12891583 125
0.00653 2.12565563 126
0.00654 2.12769817 127
0.00655 2.12444978 129
0.00656 2.12121129 125
0.00657 2.11798265 124
0.00658 2.11476383 125
0.00659 2.11155479 125
0.0066 2.10835546 123
0.00661 2.10516581 121
0.00662 2.10198581 121
0.00663 2.09881539 127
0.00664 2.09565452 130
0.00665 2.09250316 134
0.00666 2.08936127 130
0.00667 2.08622879 130
0.00668 2.08310569 133
0.00669 2.07999193 131
0.0067 2.07947066 128
0.00671 2.0763716 131
0.00672 2.07328176 132
0.00673 2.0702011 131
0.00674 2.06712959 131
0.00675 2.06406717 129
0.00676 2.06101382 131
0.00677 2.05796949 133
0.00678 2.05493413 132
0.00679 2.05190772 129
0.0068 2.04889021 129
0.00681 2.04588156 134
0.00682 2.04541948 133
0.00683 2.04242472 132
0.00684 2.06474193 134
0.00685 2.06172771 139
0.00686 2.05872227 139
0.00687 2.05572559 140
0.00688 2.05273761 136
0.00689 2.04975831 136
0.0069 2.04678765 138
0.00691 2.04382558 139
0.00692 2.04087208 142
0.00693 2.0379271 142
0.00694 2.0349906 141
0.00695 2.03206256 140
0.00696 2.02914293 135
0.00697 2.02623168 133
0.00698 2.02332877 132
0.00699 2.02043416 128
0.007 2.01754783 123
0.00701 2.01466973 127
0.00702 2.01179983 133
0.00703 2.00893809 134
0.00704 2.00608449 130
0.00705 2.00323898 129
0.00706 2.00040153 132
0.00707 1.9975721 129
0.00708 1.99475068 131
0.00709 1.9919372 132
0.0071 1.98913166 134
0.00711 1.98633401 135
0.00712 1.98354421 131
0.00713 1.98076224 130
0.00714 1.97798806 126
0.00715 1.97522165 130
0.00716 1.97246296 127
0.00717 1.96971196 129
