#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 1 1
2e-05 2 1
3e-05 2 1
4e-05 2 1
5e-05 2 1
6e-05 3 1
7e-05 3 1
8e-05 3 1
9e-05 3 1
0.0001 3 1
0.00011 3 1
0.00012 3 1
0.00013 3 1
0.00014 4 1
0.00015 4 1
0.00016 4 1
0.00017 5 1
0.00018 7 1
0.00019 7 1
0.0002 8 1
0.00021 8 1
0.00022 8 2
0.00023 9 2
0.00024 9 3
0.00025 10 3
0.00026 10 3
0.00027 10 4
0.00028 11 5
0.00029 11 5
0.0003 11 5
0.00031 11 5
0.00032 11 5
0.00033 11 5
0.00034 11 5
0.00035 12 7
0.00036 12 7
0.00037 12 7
0.00038 12 7
0.00039 13 7
0.0004 14 8
0.00041 14 8
0.00042 14 8
0.00043 14 8
0.00044 14 9
0.00045 14 9
0.00046 14 9
0.00047 15 9
0.00048 15 9
0.00049 16 9
0.0005 17 9
0.00051 17 9
0.00052 17 10
0.00053 17 10
0.00054 17 10
0.00055 17 10
0.00056 18 10
0.00057 18 10
0.00058 19 10
0.00059 19 10
0.0006 19 10
0.00061 19 10
0.00062 19 11
0.00063 19 11
0.00064 19 11
0.00065 20 11
0.00066 21 12
0.00067 21 12
0.00068 21 12
0.00069 24 12
0.0007 25 12
0.00071 26 12
0.00072 26 12
0.00073 26 12
0.00074 26 12
0.00075 26 12
0.00076 26 12
0.00077 27 12
0.00078 27 12
0.00079 28 12
0.0008 29 12
0.00081 29 12
0.00082 29 12
0.00083 30 12
0.00084 30 12
0.00085 30 13
0.00086 30 13
0.00087 30 13
0.00088 30 13
0.00089 30 13
0.0009 31 13
0.00091 31 13
0.00092 31 13
0.00093 31 13
0.00094 31 13
0.00095 31 13
0.00096 31 13
0.00097 31 13
0.00098 31 13
0.00099 31 13
0.001 31 13
0.00101 31 13
0.00102 31 14
0.00103 31 14
0.00104 31 14
0.00105 31 14
0.00106 31 15
0.00107 31 15
0.00108 31 15
0.00109 31 15
0.0011 31 15
0.00111 31 15
0.00112 31 15
0.00113 31 15
0.00114 31 15
0.00115 31 15
0.00116 31 15
0.00117 31 15
0.00118 31 15
0.00119 32 17
0.0012 32 18
0.00121 32 18
0.00122 32 18
0.00123 32 18
0.00124 32 18
0.00125 32 19
0.00126 32 20
0.00127 32 20
0.00128 32 20
0.00129 32 20
0.0013 32 20
0.00131 32 20
0.00132 32 20
0.00133 32 20
0.00134 32 20
0.00135 33 20
0.00136 33 21
0.00137 34 23
0.00138 34 23
0.00139 34 23
0.0014 34 23
0.00141 34 24
0.00142 34 24
0.00143 34 24
0.00144 34 24
0.00145 34 24
0.00146 35 25
0.00147 35 25
0.00148 35 25
0.00149 35 25
0.0015 36 25
0.00151 36 26
0.00152 37 26
0.00153 37 26
0.00154 37 26
0.00155 37 26
0.00156 38 26
0.00157 38 26
0.00158 38 26
0.00159 39 26
0.0016 39 26
0.00161 40 26
0.00162 40 26
0.00163 40 26
0.00164 40 26
0.00165 40 26
0.00166 41 27
0.00167 42 27
0.00168 44 27
0.00169 44 27
0.0017 44 27
0.00171 44 27
0.00172 44 27
0.00173 44 27
0.00174 44 27
0.00175 44 27
0.00176 44 27
0.00177 46 28
0.00178 46 28
0.00179 46 28
0.0018 46 28
0.00181 46 29
0.00182 47 29
0.00183 47 29
0.00184 47 29
0.00185 47 29
0.00186 48 29
0.00187 48 29
0.00188 48 29
0.00189 48 29
0.0019 48 29
0.00191 48 30
0.00192 48 31
0.00193 48 31
0.00194 49 31
0.00195 49 31
0.00196 49 31
0.00197 50 31
0.00198 50 31
0.00199 50 31
0.002 50 31
0.00201 50 31
0.00202 50 31
0.00203 50 32
0.00204 50 32
0.00205 50 32
0.00206 50 32
0.00207 50 32
0.00208 50 32
0.00209 50 33
0.0021 51 34
0.00211 51 34
0.00212 51 34
0.00213 51 34
0.00214 51 34
0.00215 51 34
0.00216 51 34
0.00217 51 34
0.00218 52 34
0.00219 52 34
0.0022 52 34
0.00221 52 34
0.00222 52 34
0.00223 52 34
0.00224 52 34
0.00225 53 34
0.00226 54 34
0.00227 54 34
0.00228 54 34
0.00229 54 35
0.0023 55 35
0.00231 56 35
0.00232 56 35
0.00233 57 35
0.00234 58 35
0.00235 58 36
0.00236 59 36
0.00237 59 36
0.00238 59 36
0.00239 60 36
0.0024 60 36
0.00241 60 37
0.00242 60 37
0.00243 61 38
0.00244 62 38
0.00245 63 38
0.00246 64 38
0.00247 66 38
0.00248 66 38
0.00249 66 38
0.0025 67 38
0.00251 69 38
0.00252 70 38
0.00253 70 38
0.00254 72 38
0.00255 74 38
0.00256 75 38
0.00257 76 38
0.00258 77 39
0.00259 79 39
0.0026 81 39
0.00261 82 39
0.00262 83 39
0.00263 84 39
0.00264 85 39
0.00265 87 39
0.00266 88 39
0.00267 88 39
0.00268 90 39
0.00269 91 39
0.0027 97 39
0.00271 98 39
0.00272 99 40
0.00273 100 40
0.00274 101 40
0.00275 103 40
0.00276 105 40
0.00277 107 40
0.00278 110 41
0.00279 113 41
0.0028 116 41
0.00281 119 41
0.00282 122 42
0.00283 126 42
0.00284 128 42
0.00285 130 42
0.00286 134 43
0.00287 133 43
0.00288 141 43
0.00289 143 43
0.0029 143 43
0.00291 146 43
0.00292 146 43
0.00293 155 43
0.00294 158 43
0.00295 162 43
0.00296 166 43
0.00297 171 43
0.00298 175 43
0.00299 180 45
0.003 183 45
0.00301 185 45
0.00302 187 45
0.00303 190 45
0.00304 196 45
0.00305 201 45
0.00306 206 45
0.00307 211 45
0.00308 212 45
0.00309 213 45
0.0031 220 45
0.00311 223 45
0.00312 225 45
0.00313 225 45
0.00314 227 45
0.00315 233 46
0.00316 236 46
0.00317 240 46
0.00318 244 46
0.00319 246 46
0.0032 246 46
0.00321 253 46
0.00322 256 46
0.00323 261 46
0.00324 263 46
0.00325 264 46
0.00326 266 46
0.00327 273 46
0.00328 277 46
0.00329 279 46
0.0033 280 46
0.00331 282 46
0.00332 288 46
0.00333 290 46
0.00334 292 46
0.00335 292 46
0.00336 296 46
0.00337 297 46
0.00338 303 46
0.00339 311 46
0.0034 311 46
0.00341 314 46
0.00342 318 46
0.00343 321 47
0.00344 322 47
0.00345 324 47
0.00346 327 47
0.00347 330 48
0.00348 333 48
0.00349 337 48
0.0035 339 48
0.00351 344 48
0.00352 347 48
0.00353 351 48
0.00354 351 48
0.00355 354 48
0.00356 358 48
0.00357 360 48
0.00358 361 48
0.00359 363 48
0.0036 364 48
0.00361 367 48
0.00362 368 48
0.00363 370 48
0.00364 371 49
0.00365 373 49
0.00366 375 49
0.00367 375 49
0.00368 376 49
0.00369 376 49
0.0037 380 49
0.00371 382 49
0.00372 384 50
0.00373 386 50
0.00374 387 50
0.00375 392 50
0.00376 394 50
0.00377 394 50
0.00378 394 50
0.00379 395 50
0.0038 395 50
0.00381 395 50
0.00382 398 50
0.00383 399 50
0.00384 401 50
0.00385 400 50
0.00386 401 50
0.00387 401 51
0.00388 401 51
0.00389 401 51
0.0039 402 51
0.00391 402 51
0.00392 402 51
0.00393 402 51
0.00394 403 51
0.00395 403 51
0.00396 402 51
0.00397 403 51
0.00398 404 51
0.00399 404 52
0.004 404 52
0.00401 404 52
0.00402 405 52
0.00403 405 53
0.00404 405 53
0.00405 405 53
0.00406 406 53
0.00407 406 53
0.00408 407 53
0.00409 408 53
0.0041 409 54
0.00411 410 55
0.00412 412 55
0.00413 413 55
0.00414 413 55
0.00415 413 55
0.00416 414 55
0.00417 414 55
0.00418 414 55
0.00419 414 55
0.0042 415 55
0.00421 416 55
0.00422 416 55
0.00423 416 55
0.00424 417 55
0.00425 417 55
0.00426 417 55
0.00427 418 55
0.00428 420 55
0.00429 421 55
0.0043 421 55
0.00431 421 55
0.00432 423 57
0.00433 423 57
0.00434 424 58
0.00435 424 58
0.00436 424 58
0.00437 424 58
0.00438 425 58
0.00439 426 59
0.0044 426 60
0.00441 426 60
0.00442 426 60
0.00443 426 61
0.00444 427 61
0.00445 427 61
0.00446 428 61
0.00447 429 61
0.00448 430 61
0.00449 430 61
0.0045 430 61
0.00451 430 61
0.00452 430 61
0.00453 430 61
0.00454 432 61
0.00455 432 61
0.00456 431 61
0.00457 431 61
0.00458 431 61
0.00459 431 61
0.0046 431 61
0.00461 431 61
0.00462 434 61
0.00463 434 61
0.00464 434 62
0.00465 434 62
0.00466 434 62
0.00467 434 63
0.00468 435 63
0.00469 435 63
0.0047 435 64
0.00471 435 64
0.00472 435 64
0.00473 435 64
0.00474 435 64
0.00475 435 64
0.00476 435 64
0.00477 436 64
0.00478 436 64
0.00479 436 64
0.0048 436 64
0.00481 437 64
0.00482 437 64
0.00483 438 64
0.00484 439 64
0.00485 439 64
0.00486 439 64
0.00487 439 64
0.00488 440 64
0.00489 439 64
0.0049 439 64
0.00491 439 64
0.00492 439 64
0.00493 439 64
0.00494 439 64
0.00495 440 64
0.00496 440 64
0.00497 440 64
0.00498 439 64
0.00499 439 64
0.005 440 64
0.00501 439 64
0.00502 438 64
0.00503 438 64
0.00504 439 64
0.00505 440 64
0.00506 442 64
0.00507 442 64
0.00508 442 64
0.00509 442 64
0.0051 443 64
0.00511 443 64
0.00512 443 64
0.00513 443 65
0.00514 443 65
0.00515 443 65
0.00516 442 65
0.00517 442 65
0.00518 442 65
0.00519 442 65
0.0052 441 65
0.00521 442 65
0.00522 442 65
0.00523 442 65
0.00524 442 65
0.00525 443 65
0.00526 443 65
0.00527 443 65
0.00528 443 65
0.00529 442 66
0.0053 443 66
0.00531 444 66
0.00532 442 66
0.00533 442 66
0.00534 442 66
0.00535 442 66
0.00536 442 66
0.00537 442 66
0.00538 442 66
0.00539 442 66
0.0054 442 66
0.00541 442 66
0.00542 444 66
0.00543 445 66
0.00544 447 66
0.00545 447 66
0.00546 447 66
0.00547 447 66
0.00548 447 66
0.00549 448 66
0.0055 449 66
0.00551 450 66
0.00552 450 66
0.00553 450 67
0.00554 450 67
0.00555 452 67
0.00556 453 67
0.00557 453 67
0.00558 453 67
0.00559 453 67
0.0056 453 67
0.00561 453 67
0.00562 453 68
0.00563 453 68
0.00564 454 68
0.00565 454 68
0.00566 454 68
0.00567 454 68
0.00568 454 69
0.00569 454 69
0.0057 454 69
0.00571 454 69
0.00572 454 69
0.00573 453 69
0.00574 453 69
0.00575 453 71
0.00576 453 71
0.00577 453 71
0.00578 454 71
0.00579 454 71
0.0058 454 71
0.00581 454 71
0.00582 454 71
0.00583 453 71
0.00584 453 71
0.00585 453 72
0.00586 453 73
0.00587 453 74
0.00588 454 74
0.00589 454 74
0.0059 454 74
0.00591 454 74
0.00592 454 74
0.00593 454 74
0.00594 454 74
0.00595 454 74
0.00596 454 74
0.00597 455 74
0.00598 456 74
0.00599 456 74
0.006 456 74
0.00601 456 74
0.00602 456 74
0.00603 455 74
0.00604 455 74
0.00605 455 74
0.00606 456 75
0.00607 456 75
0.00608 456 75
0.00609 456 75
0.0061 457 75
0.00611 457 75
0.00612 457 75
0.00613 456 75
0.00614 456 76
0.00615 456 76
0.00616 456 76
0.00617 456 76
0.00618 458 77
0.00619 458 77
0.0062 459 79
0.00621 459 79
0.00622 460 79
0.00623 460 79
0.00624 459 79
0.00625 459 79
0.00626 459 80
0.00627 459 80
0.00628 459 80
0.00629 458 80
0.0063 458 80
0.00631 458 80
0.00632 459 80
0.00633 459 80
0.00634 459 80
0.00635 459 80
0.00636 458 80
0.00637 457 80
0.00638 457 80
0.00639 458 80
0.0064 458 80
0.00641 459 80
0.00642 461 81
0.00643 461 81
0.00644 461 81
0.00645 461 81
0.00646 461 81
0.00647 461 81
0.00648 461 81
0.00649 461 83
0.0065 461 83
0.00651 462 83
0.00652 461 83
0.00653 462 83
0.00654 462 83
0.00655 462 83
0.00656 462 83
0.00657 462 84
0.00658 463 85
0.00659 463 85
0.0066 463 85
0.00661 464 85
0.00662 464 85
0.00663 464 87
0.00664 465 87
0.00665 465 87
0.00666 466 87
0.00667 466 87
0.00668 467 87
0.00669 468 87
0.0067 468 87
0.00671 468 87
0.00672 468 87
0.00673 468 87
0.00674 469 87
0.00675 469 87
0.00676 469 87
0.00677 469 87
0.00678 470 87
0.00679 470 87
0.0068 470 87
0.00681 470 88
0.00682 471 88
0.00683 471 88
0.00684 471 88
0.00685 471 88
0.00686 471 88
0.00687 471 88
0.00688 470 88
0.00689 470 89
0.0069 471 89
0.00691 473 89
0.00692 473 89
0.00693 475 89
0.00694 475 89
0.00695 475 89
0.00696 475 89
0.00697 475 89
0.00698 475 89
0.00699 475 89
0.007 476 89
0.00701 476 90
0.00702 476 90
0.00703 476 90
0.00704 477 90
0.00705 477 90
0.00706 477 90
0.00707 477 90
0.00708 478 90
0.00709 478 90
0.0071 478 90
0.00711 478 90
0.00712 479 90
0.00713 479 90
0.00714 479 90
0.00715 479 90
0.00716 480 90
0.00717 480 90
0.00718 481 90
0.00719 481 93
0.0072 481 93
0.00721 481 93
0.00722 480 93
0.00723 481 94
0.00724 481 95
0.00725 481 95
0.00726 481 95
0.00727 481 95
0.00728 481 95
0.00729 482 95
0.0073 482 95
0.00731 482 95
0.00732 482 95
0.00733 482 95
0.00734 482 95
0.00735 482 95
0.00736 483 96
0.00737 484 96
0.00738 484 96
0.00739 484 96
0.0074 484 96
0.00741 485 96
0.00742 485 96
0.00743 485 96
0.00744 485 97
0.00745 485 97
0.00746 485 97
0.00747 485 97
0.00748 485 98
0.00749 485 99
0.0075 485 99
0.00751 485 99
0.00752 486 100
0.00753 487 100
0.00754 488 100
0.00755 490 100
0.00756 492 100
0.00757 492 100
0.00758 493 100
0.00759 495 100
0.0076 495 100
0.00761 495 100
0.00762 494 100
0.00763 494 100
0.00764 495 100
0.00765 495 100
0.00766 495 100
0.00767 495 101
0.00768 495 101
0.00769 495 101
0.0077 495 101
0.00771 495 101
0.00772 495 101
0.00773 496 101
0.00774 497 101
0.00775 498 101
0.00776 498 101
0.00777 498 101
0.00778 498 101
0.00779 498 101
0.0078 498 101
0.00781 498 101
0.00782 498 101
0.00783 498 101
0.00784 498 101
0.00785 498 102
0.00786 499 102
0.00787 498 102
0.00788 498 102
0.00789 499 103
0.0079 499 103
0.00791 499 103
0.00792 498 103
0.00793 499 103
0.00794 499 103
0.00795 499 103
0.00796 499 104
0.00797 500 104
0.00798 500 104
0.00799 501 104
0.008 502 105
0.00801 502 105
0.00802 501 105
0.00803 501 105
0.00804 501 105
0.00805 501 106
0.00806 501 106
0.00807 501 106
0.00808 501 106
0.00809 501 106
0.0081 501 106
0.00811 501 106
0.00812 501 106
0.00813 500 106
0.00814 500 106
0.00815 500 106
0.00816 500 106
0.00817 500 106
0.00818 500 107
0.00819 500 108
0.0082 500 108
0.00821 500 108
0.00822 500 108
0.00823 501 108
0.00824 501 108
0.00825 501 108
0.00826 501 108
0.00827 501 108
0.00828 501 108
0.00829 501 108
0.0083 501 109
0.00831 503 109
0.00832 503 109
0.00833 504 109
0.00834 504 110
0.00835 504 110
0.00836 503 110
0.00837 503 110
0.00838 503 111
0.00839 503 112
0.0084 503 113
0.00841 503 113
0.00842 503 113
0.00843 503 113
0.00844 504 113
0.00845 504 113
0.00846 505 113
0.00847 506 113
0.00848 506 113
0.00849 506 113
0.0085 506 113
0.00851 506 114
0.00852 506 115
0.00853 507 115
0.00854 507 115
0.00855 507 116
0.00856 507 116
0.00857 508 116
0.00858 508 116
0.00859 508 116
0.0086 508 116
0.00861 508 116
0.00862 508 116
