#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14158 3432 211 5959 1464 88 623 155 10
1e-05 14156 3434 212 5959 1463 88 623 155 10
2e-05 14155 3435 212 5959 1463 88 623 155 10
3e-05 14155 3435 211 5960 1463 88 624 154 10
4e-05 14154 3436 211 5960 1463 88 624 154 10
5e-05 14154 3436 211 5960 1463 88 624 154 10
6e-05 14156 3434 211 5959 1464 88 624 154 10
7e-05 14158 3433 210 5958 1465 88 624 154 10
8e-05 14159 3432 210 5957 1466 88 624 154 10
9e-05 14159 3431 210 5960 1464 88 624 154 10
0.0001 14159 3431 210 5960 1464 88 624 154 10
0.00011 14159 3432 209 5959 1465 88 624 154 10
0.00012 14161 3430 209 5959 1465 88 624 154 10
0.00013 14159 3431 210 5957 1467 88 624 154 10
0.00014 14160 3430 210 5957 1467 88 625 153 10
0.00015 14156 3433 210 5959 1466 88 625 153 10
0.00016 14156 3433 210 5958 1467 88 625 153 10
0.00017 14157 3432 209 5958 1468 88 625 153 10
0.00018 14158 3431 209 5958 1468 88 625 153 10
0.00019 14158 3431 209 5959 1467 88 625 153 10
0.0002 14160 3429 209 5960 1466 88 625 153 10
0.00021 14162 3429 208 5959 1466 88 625 153 10
0.00022 14158 3433 207 5960 1466 88 625 153 10
0.00023 14157 3433 207 5959 1468 88 625 153 10
0.00024 14157 3431 209 5960 1467 88 625 153 10
0.00025 14157 3433 209 5958 1467 88 625 153 10
0.00026 14156 3434 209 5958 1467 88 625 153 10
0.00027 14157 3434 208 5957 1468 88 625 153 10
0.00028 14158 3433 208 5957 1468 88 625 154 9
0.00029 14158 3433 208 5957 1468 88 625 154 9
0.0003 14159 3433 208 5956 1468 88 626 153 9
0.00031 14157 3435 208 5956 1468 88 626 153 9
0.00032 14158 3434 208 5955 1469 88 626 153 9
0.00033 14156 3435 208 5955 1470 88 626 153 9
0.00034 14158 3433 208 5956 1469 88 626 153 9
0.00035 14158 3433 208 5957 1468 88 626 153 9
0.00036 14157 3433 208 5959 1467 88 626 153 9
0.00037 14158 3432 209 5959 1465 89 626 153 9
0.00038 14157 3433 209 5959 1465 89 625 154 9
0.00039 14156 3432 210 5960 1465 89 625 154 9
0.0004 14156 3432 210 5961 1464 89 625 154 9
0.00041 14155 3433 210 5961 1464 89 626 153 9
