#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 0 0
3e-05 0 0
4e-05 0 2
5e-05 0 2
6e-05 1 2
7e-05 1 2
8e-05 1 2
9e-05 2 2
0.0001 2 3
0.00011 2 3
0.00012 2 3
0.00013 2 3
0.00014 2 3
0.00015 2 3
0.00016 2 3
0.00017 2 3
0.00018 2 3
0.00019 2 3
0.0002 2 3
0.00021 2 3
0.00022 2 3
0.00023 2 3
0.00024 2 3
0.00025 3 3
0.00026 3 3
0.00027 3 3
0.00028 3 3
0.00029 3 3
0.0003 4 4
0.00031 4 5
0.00032 5 5
0.00033 5 5
0.00034 5 6
0.00035 5 6
0.00036 5 6
0.00037 5 6
0.00038 5 7
0.00039 5 7
0.0004 5 8
0.00041 5 8
0.00042 5 8
0.00043 6 10
0.00044 7 10
0.00045 7 10
0.00046 7 11
0.00047 8 11
0.00048 8 11
0.00049 8 11
0.0005 8 11
0.00051 8 11
0.00052 8 11
0.00053 8 11
0.00054 9 11
0.00055 9 11
0.00056 9 11
0.00057 9 11
0.00058 9 11
0.00059 9 11
0.0006 9 11
0.00061 9 11
0.00062 9 11
0.00063 9 11
0.00064 9 11
0.00065 9 11
0.00066 9 11
0.00067 9 11
0.00068 9 11
0.00069 9 11
0.0007 9 11
0.00071 9 11
0.00072 9 11
0.00073 9 11
0.00074 10 11
0.00075 10 12
0.00076 10 12
0.00077 10 13
0.00078 10 13
0.00079 10 13
0.0008 10 13
0.00081 10 13
0.00082 10 13
0.00083 11 13
0.00084 11 14
0.00085 11 14
0.00086 12 14
0.00087 12 14
0.00088 13 15
0.00089 13 15
0.0009 13 15
0.00091 13 15
0.00092 13 16
0.00093 14 16
0.00094 14 16
0.00095 14 16
0.00096 15 17
0.00097 15 17
0.00098 15 17
0.00099 15 17
0.001 15 17
0.00101 16 17
0.00102 16 18
0.00103 16 18
0.00104 17 18
0.00105 18 19
0.00106 18 19
0.00107 18 19
0.00108 19 19
0.00109 19 19
0.0011 19 19
0.00111 19 19
0.00112 19 19
0.00113 19 19
0.00114 19 19
0.00115 19 19
0.00116 19 19
0.00117 19 19
0.00118 20 20
0.00119 21 20
0.0012 22 20
0.00121 22 20
0.00122 22 21
0.00123 23 21
0.00124 23 21
0.00125 23 21
0.00126 23 21
0.00127 24 22
0.00128 24 22
0.00129 26 24
0.0013 27 24
0.00131 27 24
0.00132 27 24
0.00133 28 24
0.00134 28 24
0.00135 29 24
0.00136 30 24
0.00137 30 25
0.00138 30 25
0.00139 30 25
0.0014 30 25
0.00141 30 26
0.00142 30 26
0.00143 30 26
0.00144 30 26
0.00145 31 26
0.00146 31 26
0.00147 31 27
0.00148 31 27
0.00149 31 27
0.0015 31 27
0.00151 32 27
0.00152 33 29
0.00153 33 29
0.00154 33 29
0.00155 33 29
0.00156 33 30
0.00157 33 31
0.00158 34 31
0.00159 34 31
0.0016 35 33
0.00161 35 33
0.00162 36 34
0.00163 36 34
0.00164 36 34
0.00165 36 34
0.00166 36 34
0.00167 37 34
0.00168 37 34
0.00169 37 34
0.0017 37 34
0.00171 37 34
0.00172 37 34
0.00173 37 34
0.00174 37 34
0.00175 37 34
0.00176 37 34
0.00177 38 35
0.00178 38 35
0.00179 38 35
0.0018 38 35
0.00181 38 35
0.00182 38 35
0.00183 38 35
0.00184 38 35
0.00185 38 35
0.00186 39 35
0.00187 39 35
0.00188 39 35
0.00189 39 35
0.0019 39 35
0.00191 39 37
0.00192 39 37
0.00193 40 37
0.00194 40 37
0.00195 40 37
0.00196 40 37
0.00197 41 37
0.00198 41 37
0.00199 41 39
0.002 41 39
0.00201 42 39
0.00202 43 39
0.00203 43 39
0.00204 43 39
0.00205 45 39
0.00206 45 39
0.00207 45 39
0.00208 45 39
0.00209 45 40
0.0021 45 40
0.00211 45 40
0.00212 45 40
0.00213 45 40
0.00214 45 40
0.00215 45 40
0.00216 46 40
0.00217 46 40
0.00218 46 40
0.00219 47 40
0.0022 47 40
0.00221 47 40
0.00222 49 40
0.00223 50 40
0.00224 50 40
0.00225 51 40
0.00226 51 40
0.00227 52 40
0.00228 52 42
0.00229 52 43
0.0023 54 43
0.00231 54 44
0.00232 54 44
0.00233 55 44
0.00234 56 44
0.00235 56 44
0.00236 59 44
0.00237 61 44
0.00238 62 44
0.00239 63 44
0.0024 63 44
0.00241 64 45
0.00242 65 45
0.00243 65 45
0.00244 66 45
0.00245 67 46
0.00246 67 46
0.00247 68 46
0.00248 69 47
0.00249 70 48
0.0025 71 48
0.00251 73 48
0.00252 75 48
0.00253 76 48
0.00254 78 48
0.00255 81 48
0.00256 82 48
0.00257 83 48
0.00258 84 48
0.00259 84 48
0.0026 85 48
0.00261 85 48
0.00262 85 48
0.00263 87 48
0.00264 89 49
0.00265 89 49
0.00266 92 49
0.00267 92 49
0.00268 93 51
0.00269 93 51
0.0027 94 51
0.00271 96 51
