#Seconds Ca.Conc.az Ca.Pre
0 0 58
1e-05 0 60
2e-05 0 58
3e-05 0 58
4e-05 0 58
5e-05 0 56
6e-05 0 56
7e-05 0 56
8e-05 0 59
9e-05 0 58
0.0001 0 59
0.00011 0 58
0.00012 0 60
0.00013 0 54
0.00014 0 55
0.00015 0 54
0.00016 0 53
0.00017 0 50
0.00018 0 49
0.00019 0 48
0.0002 0 47
0.00021 0 47
0.00022 0 50
0.00023 0 54
0.00024 0 54
0.00025 0 56
0.00026 0 57
0.00027 0 57
0.00028 0 57
0.00029 0 59
0.0003 0 58
0.00031 0 60
0.00032 0 59
0.00033 0 55
0.00034 0 58
0.00035 0 59
0.00036 0 59
0.00037 0 59
0.00038 0 62
0.00039 0 62
0.0004 0 64
0.00041 0 65
0.00042 0 62
0.00043 0 64
0.00044 0 63
0.00045 0 66
0.00046 0 69
0.00047 0 67
0.00048 0 66
0.00049 0 67
0.0005 0 67
0.00051 0 69
0.00052 0 71
0.00053 0 71
0.00054 0 67
0.00055 0 65
0.00056 0 62
0.00057 0 64
0.00058 0.0298403372 60
0.00059 0.0293345688 64
0.0006 0.0288456593 66
0.00061 0.0283727796 67
0.00062 0.0279151541 66
0.00063 0.0274720565 67
0.00064 0.0270428056 71
0.00065 0.0266267624 73
0.00066 0.0262233266 70
0.00067 0.0258319337 72
0.00068 0.0254520523 75
0.00069 0.025083182 77
0.0007 0.0247248508 78
0.00071 0.0243766135 75
0.00072 0.0240380494 74
0.00073 0.023708761 75
0.00074 0.0233883724 73
0.00075 0.0230765274 74
0.00076 0.0227728889 71
0.00077 0.0224771371 71
0.00078 0.0221889687 72
0.00079 0.0219080957 70
0.0008 0.0216342445 72
0.00081 0.021367155 71
0.00082 0.02110658 69
0.00083 0.0208522838 72
0.00084 0.0206040423 74
0.00085 0.0203616418 73
0.00086 0.0201248786 72
0.00087 0.0198935581 73
0.00088 0.019667495 72
0.00089 0.0194465119 72
0.0009 0.0192304395 72
0.00091 0.019019116 72
0.00092 0.0188123865 71
0.00093 0.0186101028 72
0.00094 0.0184121229 70
0.00095 0.0182183111 69
0.00096 0.018028537 70
0.00097 0.0178426758 67
0.00098 0.0176606077 71
0.00099 0.0174822177 72
0.001 0.0173073956 72
0.00101 0.0171360352 72
0.00102 0.0169680349 76
0.00103 0.0168032967 75
0.00104 0.0166417265 73
0.00105 0.0164832339 70
0.00106 0.0163277317 70
0.00107 0.016175136 70
0.00108 0.0160253663 69
0.00109 0.0158783446 70
0.0011 0.015733996 68
0.00111 0.0155922483 66
0.00112 0.0154530318 69
0.00113 0.0153162793 65
0.00114 0.0151819259 66
0.00115 0.0150499092 68
0.00116 0.0149201686 69
0.00117 0.0147926458 69
0.00118 0.0146672844 70
0.00119 0.0145440299 66
0.0012 0.0144228296 63
0.00121 0.0143036327 63
0.00122 0.0141863898 67
0.00123 0.0140710533 65
0.00124 0.0139575771 69
0.00125 0.0138459165 69
0.00126 0.0137360282 67
0.00127 0.0136278705 62
0.00128 0.0135214028 61
0.00129 0.0134165857 58
0.0013 0.0133133812 57
0.00131 0.0132117523 57
0.00132 0.0131116633 59
0.00133 0.0130130794 58
0.00134 0.0129159668 56
0.00135 0.012820293 54
0.00136 0.0127260262 53
0.00137 0.0126331354 54
0.00138 0.012541591 55
0.00139 0.0124513637 55
0.0014 0.0123624254 55
0.00141 0.0122747486 58
0.00142 0.0121883067 60
0.00143 0.0121030738 60
0.00144 0.0120190247 58
0.00145 0.0119361349 56
0.00146 0.0118543805 53
0.00147 0.0117737385 58
0.00148 0.0116941862 59
0.00149 0.0116157017 59
0.0015 0.0115382637 61
0.00151 0.0114618514 57
0.00152 0.0113864445 57
0.00153 0.0113120232 55
0.00154 0.0112385685 55
0.00155 0.0111660617 57
0.00156 0.0110944843 57
0.00157 0.0110238188 58
0.00158 0.0109540478 64
0.00159 0.0108851544 61
0.0016 0.0108171222 61
0.00161 0.0107499351 58
0.00162 0.0106835775 56
0.00163 0.0106180341 56
0.00164 0.01055329 55
0.00165 0.0104893306 51
0.00166 0.0104261419 56
0.00167 0.0103637099 53
0.00168 0.0103020212 56
0.00169 0.0102410625 58
0.0017 0.0101808209 57
0.00171 0.010121284 51
0.00172 0.0100624393 50
0.00173 0.0100042749 52
0.00174 0.00994677906 53
0.00175 0.00988994032 52
0.00176 0.00983374748 54
0.00177 0.00977818958 52
0.00178 0.00972325594 51
0.00179 0.00966893607 50
0.0018 0.00961521976 51
0.00181 0.009562097 54
0.00182 0.009509558 56
0.00183 0.0094575932 53
0.00184 0.00940619324 52
0.00185 0.00935534895 52
0.00186 0.00930505138 49
0.00187 0.00925529175 53
0.00188 0.00920606147 60
0.00189 0.00915735215 60
0.0019 0.00910915556 62
0.00191 0.00906146365 68
0.00192 0.00901426852 74
0.00193 0.00896756247 75
0.00194 0.00892133792 76
0.00195 0.00887558747 74
0.00196 0.00883030386 78
0.00197 0.00878547998 76
0.00198 0.0349644355 77
0.00199 0.0521831022 74
0.002 0.0519221867 77
0.00201 0.0516638674 76
0.00202 0.0514081056 77
0.00203 0.0511548637 76
0.00204 0.0509041046 79
0.00205 0.0506557919 83
0.00206 0.05040989 86
0.00207 0.0919716673 92
0.00208 0.174738128 99
0.00209 0.248431515 103
0.0021 0.247248508 104
0.00211 0.246076714 101
0.00212 0.261243707 105
0.00213 0.26001721 107
0.00214 0.420553537 108
0.00215 0.418597474 114
0.00216 0.416659523 119
0.00217 0.414739433 122
0.00218 0.412836958 122
0.00219 0.410951858 123
0.0022 0.409083895 132
0.00221 0.415064238 132
0.00222 0.49115582 134
0.00223 0.488953328 135
0.00224 0.4867705 135
0.00225 0.484607076 139
0.00226 0.482462797 136
0.00227 0.48033741 135
0.00228 0.478230667 143
0.00229 0.476142323 158
0.0023 0.474072139 156
0.00231 0.472019879 159
0.00232 0.469985311 159
0.00233 0.467968206 171
0.00234 0.465968342 177
0.00235 0.463985498 184
0.00236 0.462019458 187
0.00237 0.460070009 197
0.00238 0.458136941 201
0.00239 0.45622005 202
0.0024 0.454319134 218
0.00241 0.452433992 228
0.00242 0.45056443 249
0.00243 0.448710255 266
0.00244 0.446871279 268
0.00245 0.445047315 278
0.00246 0.443238179 286
0.00247 0.497500034 289
0.00248 0.495493986 304
0.00249 0.49350405 316
0.0025 0.491530034 338
0.00251 0.5033625 362
0.00252 0.508233044 368
0.00253 0.506224218 374
0.00254 0.504231209 388
0.00255 0.502253832 391
0.00256 0.500291903 405
0.00257 0.498345242 433
0.00258 0.496413671 447
0.00259 0.494497016 468
0.0026 0.492595105 482
0.00261 0.490707767 507
0.00262 0.521864217 529
0.00263 0.539622219 554
0.00264 0.603136512 577
0.00265 0.600860525 619
0.00266 0.598601651 644
0.00267 0.596359697 678
0.00268 0.626424392 693
0.00269 0.759209173 713
0.0027 0.756397288 745
0.00271 0.753606154 766
0.00272 0.750835543 802
0.00273 0.76076464 830
0.00274 0.821153804 857
0.00275 0.862222979 882
0.00276 0.865369778 921
0.00277 0.8622457 975
0.00278 0.859144096 1006
0.00279 0.949115241 1036
0.0028 1.01371888 1082
0.00281 1.02242977 1122
0.00282 1.01880414 1162
0.00283 1.03966687 1185
0.00284 1.06647684 1232
0.00285 1.18419022 1276
0.00286 1.21635892 1333
0.00287 1.21212073 1377
0.00288 1.22594052 1399
0.00289 1.22169851 1461
0.0029 1.3189429 1506
0.00291 1.40362383 1543
0.00292 1.41659847 1582
0.00293 1.41176367 1620
0.00294 1.44816983 1651
0.00295 1.48432918 1674
0.00296 1.5202442 1700
0.00297 1.55591738 1743
0.00298 1.63200609 1765
0.00299 1.65549001 1790
0.003 1.69612477 1830
0.00301 1.81123907 1848
0.00302 1.81670344 1871
0.00303 1.83355577 1930
0.00304 1.94138878 1966
0.00305 1.98042002 2020
0.00306 1.97394806 2053
0.00307 1.96751826 2075
0.00308 2.01170377 2107
0.00309 2.08360879 2129
0.0031 2.10480262 2145
0.00311 2.15925064 2163
0.00312 2.15232996 2213
0.00313 2.18416014 2236
0.00314 2.28744241 2251
0.00315 2.41754097 2248
0.00316 2.5413391 2248
0.00317 2.56608073 2263
0.00318 2.6287648 2272
0.00319 2.72360896 2273
0.0032 2.91521444 2282
0.00321 2.92769962 2288
0.00322 2.91860739 2310
0.00323 2.90957145 2302
0.00324 2.99674349 2311
0.00325 3.09935514 2311
0.00326 3.21726433 2309
0.00327 3.32386679 2337
0.00328 3.34539292 2342
0.00329 3.33522456 2329
0.0033 3.33560715 2320
0.00331 3.34121624 2301
0.00332 3.47711833 2313
0.00333 3.50305844 2269
0.00334 3.49257024 2241
0.00335 3.49764382 2214
0.00336 3.51814023 2182
0.00337 3.58473653 2130
0.00338 3.5741308 2097
0.00339 3.59932563 2068
0.0034 3.6498243 2053
0.00341 3.64419649 2029
0.00342 3.64872287 1995
0.00343 3.70368173 1968
0.00344 3.70800888 1951
0.00345 3.7072943 1929
0.00346 3.73159453 1906
0.00347 3.72084066 1875
0.00348 3.71512198 1843
0.00349 3.70447693 1804
0.0035 3.71861756 1761
0.00351 3.70802321 1730
0.00352 3.72207342 1718
0.00353 3.7115293 1694
0.00354 3.77927027 1648
0.00355 3.77837509 1629
0.00356 3.76776167 1600
0.00357 3.77659976 1576
0.00358 3.7660506 1537
0.00359 3.76520221 1515
0.0036 3.77878136 1491
0.00361 3.77310812 1447
0.00362 3.76268517 1436
0.00363 3.75231964 1401
0.00364 3.74201107 1369
0.00365 3.73175899 1354
0.00366 3.72629172 1329
0.00367 3.71613834 1305
0.00368 3.73425872 1282
0.00369 3.76166158 1250
0.0037 3.75149493 1233
0.00371 3.74138308 1207
0.00372 3.7313256 1192
0.00373 3.72132205 1162
0.00374 3.79004197 1130
0.00375 3.77993519 1112
0.00376 3.7744852 1082
0.00377 3.78283659 1058
0.00378 3.77282909 1023
0.00379 3.77200758 1010
0.0038 3.76208125 980
