0.000000000000000000e+00 0.000000000000000000e+00 5.761500000000000199e+01 5.872000000000000000e+03
9.999999999999677251e-06 1.116327014749999708e-01 5.772549999999999670e+01 5.872001000000000204e+03
1.999999999999935450e-05 1.038443733140000103e-01 5.774799999999999756e+01 5.872014500000000226e+03
3.000000000000080714e-05 8.855617396750001258e-02 5.784499999999999886e+01 5.872028000000000247e+03
3.999999999999870901e-05 8.221012895149999722e-02 5.793200000000000216e+01 5.872009000000000015e+03
4.999999999999857260e-05 8.238320292750003770e-02 5.792999999999999972e+01 5.872020499999999629e+03
6.000000000000161427e-05 8.076784595000001399e-02 5.792199999999999704e+01 5.872014000000000124e+03
6.999999999999908585e-05 7.479267369999997861e-02 5.786399999999999721e+01 5.872026499999999942e+03
7.999999999999741801e-05 8.210195767700002867e-02 5.790149999999999864e+01 5.872033499999999549e+03
9.000000000000432892e-05 7.759482345900001188e-02 5.792249999999999943e+01 5.872041000000000167e+03
9.999999999999714521e-05 7.788328005399999809e-02 5.794650000000000034e+01 5.872029499999999643e+03
1.099999999999990823e-04 8.047938943150000080e-02 5.790999999999999659e+01 5.872019500000000335e+03
1.200000000000032285e-04 8.076784593999992989e-02 5.778750000000000142e+01 5.872022500000000036e+03
1.299999999999976305e-04 8.307549870999997310e-02 5.783500000000000085e+01 5.872027500000000146e+03
1.399999999999981717e-04 8.289006230000001141e-02 5.780749999999999744e+01 5.872021999999999935e+03
1.500000000000011524e-04 8.324857266350010887e-02 5.789050000000000296e+01 5.872028000000000247e+03
1.599999999999948360e-04 8.502258073350006662e-02 5.791449999999999676e+01 5.872022500000000036e+03
1.700000000000031564e-04 8.658788192599992106e-02 5.795000000000000284e+01 5.872037500000000364e+03
1.800000000000086578e-04 8.817156515309990117e-02 5.782750000000000057e+01 5.872047499999999673e+03
1.900000000000061091e-04 8.808553426100006190e-02 5.794800000000000040e+01 5.872043499999999767e+03
1.999999999999942904e-04 8.748888457979994704e-02 5.799649999999999750e+01 5.872055999999999585e+03
2.099999999999919043e-04 8.756717993739999983e-02 5.789050000000000296e+01 5.872058500000000095e+03
2.199999999999981647e-04 8.649764290189997096e-02 5.781649999999999778e+01 5.872046500000000378e+03
2.300000000000051027e-04 8.902021283044973810e-02 5.791100000000000136e+01 5.872041500000000269e+03
2.400000000000064571e-04 8.852011687029999465e-02 5.792049999999999699e+01 5.872047999999999774e+03
2.499999999999862900e-04 8.941000552125011325e-02 5.788349999999999795e+01 5.872053499999999985e+03
2.599999999999952609e-04 8.903323679300004234e-02 5.789900000000000091e+01 5.872063500000000204e+03
2.699999999999949077e-04 8.781900712649987062e-02 5.792150000000000176e+01 5.872053499999999985e+03
2.799999999999963434e-04 8.783503247599999675e-02 5.796099999999999852e+01 5.872053499999999985e+03
2.900000000000095427e-04 8.856612075199976619e-02 5.793449999999999989e+01 5.872063000000000102e+03
3.000000000000023048e-04 8.835425433800014883e-02 5.791850000000000165e+01 5.872063000000000102e+03
3.099999999999983194e-04 8.971930543565005689e-02 5.795550000000000068e+01 5.872067000000000007e+03
3.199999999999896720e-04 8.815954614429998004e-02 5.809150000000000347e+01 5.872078999999999724e+03
3.300000000000105692e-04 8.803170739630013231e-02 5.820550000000000068e+01 5.872091000000000349e+03
3.400000000000063128e-04 8.801319685059995346e-02 5.822299999999999898e+01 5.872094500000000153e+03
3.499999999999935454e-04 8.967703387099967838e-02 5.815400000000000347e+01 5.872105999999999767e+03
3.600000000000173157e-04 9.040710374819969919e-02 5.815999999999999659e+01 5.872122500000000400e+03
3.699999999999889358e-04 9.084043832505030169e-02 5.814099999999999824e+01 5.872118499999999585e+03
3.800000000000122182e-04 9.125096581020004927e-02 5.802700000000000102e+01 5.872103500000000167e+03
3.900000000000014024e-04 9.208421996889996908e-02 5.806850000000000023e+01 5.872105499999999665e+03
3.999999999999885808e-04 9.250802929449979117e-02 5.815149999999999864e+01 5.872087000000000444e+03
4.100000000000135437e-04 9.105378596084998111e-02 5.820900000000000318e+01 5.872085500000000138e+03
4.199999999999838086e-04 9.041053779275026736e-02 5.809700000000000131e+01 5.872096999999999753e+03
4.300000000000152767e-04 9.070282772365025059e-02 5.815299999999999869e+01 5.872106999999999971e+03
4.399999999999963294e-04 8.990011950089958626e-02 5.813450000000000273e+01 5.872097499999999854e+03
4.499999999999807973e-04 8.984461338295025856e-02 5.808200000000000074e+01 5.872100499999999556e+03
4.600000000000102054e-04 8.964102163205002471e-02 5.800350000000000250e+01 5.872095000000000255e+03
4.699999999999927218e-04 8.988798420304956738e-02 5.806349999999999767e+01 5.872081500000000233e+03
4.800000000000129142e-04 8.940351520435002586e-02 5.808149999999999835e+01 5.872073999999999614e+03
4.899999999999918527e-04 9.015740241349977369e-02 5.808100000000000307e+01 5.872088499999999840e+03
4.999999999999725801e-04 8.946192768189997757e-02 5.800200000000000244e+01 5.872074499999999716e+03
5.100000000000088187e-04 8.959122409704979584e-02 5.795349999999999824e+01 5.872076000000000022e+03
5.199999999999905219e-04 8.981539791949984253e-02 5.784250000000000114e+01 5.872073500000000422e+03
5.300000000000043175e-04 8.962291911159968316e-02 5.782099999999999795e+01 5.872067000000000007e+03
5.399999999999898154e-04 8.898885886179994098e-02 5.784850000000000136e+01 5.872051000000000386e+03
5.500000000000255119e-04 8.908588518385007760e-02 5.793699999999999761e+01 5.872048999999999978e+03
5.599999999999926868e-04 8.871585532974966826e-02 5.807500000000000284e+01 5.872045000000000073e+03
5.699999999999791605e-04 8.923936060700028705e-02 5.810199999999999676e+01 5.872045500000000175e+03
