#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 0 0
3e-05 0 0
4e-05 0 1
5e-05 2 1
6e-05 2 2
7e-05 2 2
8e-05 2 2
9e-05 3 2
0.0001 3 2
0.00011 3 2
0.00012 3 2
0.00013 3 2
0.00014 3 2
0.00015 3 2
0.00016 3 2
0.00017 3 3
0.00018 3 3
0.00019 4 5
0.0002 4 5
0.00021 4 5
0.00022 4 5
0.00023 4 5
0.00024 5 5
0.00025 5 5
0.00026 5 5
0.00027 6 5
0.00028 6 5
0.00029 6 5
0.0003 6 5
0.00031 6 5
0.00032 6 6
0.00033 6 6
0.00034 6 6
0.00035 6 6
0.00036 7 6
0.00037 7 6
0.00038 7 7
0.00039 7 7
0.0004 7 7
0.00041 7 8
0.00042 7 8
0.00043 7 8
0.00044 7 8
0.00045 7 9
0.00046 7 9
0.00047 8 9
0.00048 9 10
0.00049 9 10
0.0005 9 10
0.00051 10 10
0.00052 10 10
0.00053 10 10
0.00054 10 11
0.00055 10 11
0.00056 10 12
0.00057 11 12
0.00058 11 12
0.00059 12 12
0.0006 12 12
0.00061 14 12
0.00062 14 12
0.00063 14 12
0.00064 14 12
0.00065 15 12
0.00066 16 12
0.00067 16 12
0.00068 16 12
0.00069 16 12
0.0007 17 12
0.00071 17 12
0.00072 17 12
0.00073 18 12
0.00074 18 12
0.00075 18 12
0.00076 18 12
0.00077 18 12
0.00078 18 12
0.00079 18 12
0.0008 20 12
0.00081 20 12
0.00082 20 13
0.00083 20 13
0.00084 20 14
0.00085 20 15
0.00086 20 15
0.00087 21 15
0.00088 21 15
0.00089 22 15
0.0009 22 15
0.00091 22 15
0.00092 22 15
0.00093 22 15
0.00094 22 15
0.00095 22 15
0.00096 22 15
0.00097 23 15
0.00098 23 15
0.00099 23 15
0.001 23 15
0.00101 23 15
0.00102 23 15
0.00103 24 16
0.00104 24 16
0.00105 24 16
0.00106 24 16
0.00107 24 17
0.00108 24 17
0.00109 24 17
0.0011 24 17
0.00111 25 17
0.00112 25 17
0.00113 25 19
0.00114 25 19
0.00115 25 19
0.00116 25 19
0.00117 25 19
0.00118 25 19
0.00119 26 19
0.0012 26 20
0.00121 26 20
0.00122 26 20
0.00123 26 21
0.00124 26 21
0.00125 26 21
0.00126 26 21
0.00127 26 21
0.00128 26 21
0.00129 26 22
0.0013 26 22
0.00131 26 22
0.00132 26 22
0.00133 26 22
0.00134 26 24
0.00135 26 25
0.00136 26 25
0.00137 26 25
0.00138 26 25
0.00139 26 25
0.0014 27 26
0.00141 27 26
0.00142 27 26
0.00143 27 26
0.00144 28 26
0.00145 29 26
0.00146 30 26
0.00147 30 26
0.00148 30 26
0.00149 30 27
0.0015 30 27
0.00151 30 27
0.00152 30 27
0.00153 30 27
0.00154 30 27
0.00155 30 27
0.00156 30 27
0.00157 30 27
0.00158 31 28
0.00159 31 29
0.0016 31 29
0.00161 31 29
0.00162 32 29
0.00163 32 29
0.00164 32 29
0.00165 32 29
0.00166 32 29
0.00167 33 30
0.00168 33 30
0.00169 33 31
0.0017 33 31
0.00171 33 31
0.00172 35 32
0.00173 35 32
0.00174 35 32
0.00175 35 33
0.00176 35 34
0.00177 35 34
0.00178 35 35
0.00179 35 35
0.0018 36 35
0.00181 36 35
0.00182 37 36
0.00183 37 36
0.00184 37 36
0.00185 37 36
0.00186 37 38
0.00187 37 38
0.00188 38 38
0.00189 38 38
0.0019 38 38
0.00191 40 38
0.00192 41 38
0.00193 41 38
0.00194 41 38
0.00195 41 38
0.00196 41 38
0.00197 41 38
0.00198 42 38
0.00199 43 40
0.002 43 40
0.00201 43 40
0.00202 44 40
0.00203 46 40
0.00204 47 40
0.00205 47 40
0.00206 47 40
0.00207 48 40
0.00208 49 40
0.00209 49 40
0.0021 50 40
0.00211 51 40
0.00212 52 40
0.00213 52 40
0.00214 53 40
0.00215 55 40
0.00216 55 40
0.00217 57 40
0.00218 58 40
0.00219 58 40
0.0022 60 41
0.00221 60 41
0.00222 60 41
0.00223 61 41
0.00224 61 42
0.00225 61 42
0.00226 62 42
0.00227 63 42
0.00228 64 42
0.00229 64 42
0.0023 64 42
0.00231 65 42
0.00232 66 43
0.00233 68 43
0.00234 68 43
0.00235 69 43
0.00236 70 43
0.00237 71 43
0.00238 72 43
0.00239 74 44
0.0024 76 44
0.00241 76 44
0.00242 76 44
0.00243 77 45
0.00244 78 45
0.00245 78 45
0.00246 78 45
0.00247 79 45
0.00248 79 45
0.00249 79 45
0.0025 80 45
0.00251 81 46
0.00252 84 46
0.00253 86 46
0.00254 88 46
0.00255 89 46
0.00256 90 46
0.00257 92 47
0.00258 93 47
0.00259 93 47
0.0026 95 47
0.00261 96 47
0.00262 99 47
0.00263 102 47
0.00264 106 47
0.00265 108 47
0.00266 108 47
0.00267 109 47
0.00268 112 47
0.00269 114 47
0.0027 114 47
0.00271 115 47
