#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14102 3440 211 5959 1450 83 633 153 10
1e-05 14102 3440 211 5960 1449 83 633 153 10
2e-05 14102 3439 211 5961 1449 83 633 153 10
3e-05 14102 3440 210 5960 1450 83 633 153 10
4e-05 14104 3439 210 5959 1450 83 633 153 10
5e-05 14100 3442 211 5958 1451 83 634 152 10
6e-05 14097 3443 211 5960 1450 84 634 152 10
7e-05 14099 3441 211 5960 1450 84 634 152 10
8e-05 14100 3440 211 5962 1448 84 634 152 10
9e-05 14100 3440 211 5962 1448 84 634 152 10
0.0001 14100 3440 211 5963 1447 84 634 152 10
0.00011 14102 3438 211 5963 1447 84 634 152 10
0.00012 14102 3438 211 5965 1445 84 634 152 10
0.00013 14099 3440 211 5965 1446 84 634 152 10
0.00014 14101 3437 212 5964 1447 84 634 152 10
0.00015 14099 3438 212 5965 1447 84 634 152 10
0.00016 14099 3439 212 5964 1447 84 634 153 9
0.00017 14095 3442 212 5966 1446 84 635 152 9
0.00018 14098 3440 212 5965 1446 84 635 152 9
0.00019 14099 3439 212 5965 1446 84 635 152 9
0.0002 14100 3438 212 5965 1446 84 635 152 9
0.00021 14101 3438 211 5965 1446 84 635 152 9
0.00022 14102 3437 211 5964 1446 84 636 152 9
0.00023 14100 3437 212 5963 1448 84 636 152 9
0.00024 14101 3436 212 5963 1448 84 636 152 9
0.00025 14102 3434 213 5963 1449 83 636 152 9
0.00026 14101 3435 213 5963 1449 83 636 152 9
0.00027 14100 3436 212 5963 1450 83 636 152 9
0.00028 14101 3435 212 5963 1450 83 636 152 9
0.00029 14100 3435 212 5964 1450 83 636 153 8
0.0003 14099 3435 212 5965 1450 83 636 153 8
0.00031 14097 3437 212 5964 1451 83 636 153 8
0.00032 14097 3437 212 5964 1451 83 636 153 8
0.00033 14099 3435 212 5967 1448 83 636 153 8
0.00034 14098 3436 211 5968 1448 83 636 153 8
0.00035 14100 3434 211 5967 1449 83 636 153 8
0.00036 14101 3434 210 5967 1448 84 636 153 8
0.00037 14100 3435 210 5968 1447 84 637 152 8
0.00038 14099 3434 211 5968 1448 84 637 152 8
0.00039 14094 3439 211 5967 1449 84 637 152 8
0.0004 14093 3440 211 5968 1447 85 637 152 8
0.00041 14094 3439 211 5968 1447 85 638 151 8
0.00042 14095 3438 212 5967 1447 85 638 151 8
0.00043 14093 3441 211 5966 1448 85 638 151 8
0.00044 14096 3438 211 5964 1450 85 638 151 8
0.00045 14097 3439 211 5964 1448 85 638 151 8
0.00046 14096 3439 212 5963 1449 85 638 151 8
0.00047 14095 3438 214 5963 1449 85 638 151 8
0.00048 14098 3435 214 5963 1449 85 638 151 8
0.00049 14097 3435 214 5965 1448 85 638 151 8
0.0005 14096 3436 214 5965 1447 86 638 151 8
0.00051 14096 3437 213 5967 1445 86 638 152 7
0.00052 14097 3436 213 5967 1446 85 639 151 7
0.00053 14094 3439 213 5967 1446 85 639 151 7
0.00054 14092 3441 212 5968 1446 85 639 151 7
0.00055 14093 3440 212 5968 1446 85 639 151 7
0.00056 14092 3441 212 5968 1446 85 640 150 7
0.00057 14093 3440 212 5969 1445 85 640 150 7
0.00058 14093 3441 212 5968 1445 85 641 149 7
0.00059 14091 3443 212 5968 1445 85 641 149 7
0.0006 14090 3444 212 5966 1447 85 641 149 7
0.00061 14090 3444 212 5966 1447 85 641 149 7
0.00062 14090 3444 212 5965 1448 85 641 149 7
0.00063 14093 3441 212 5966 1448 85 641 148 7
0.00064 14095 3438 213 5968 1446 85 641 148 7
0.00065 14093 3440 213 5967 1446 86 641 148 7
0.00066 14093 3438 214 5968 1447 86 640 148 7
0.00067 14093 3438 214 5966 1449 86 640 148 7
0.00068 14091 3440 214 5965 1450 86 640 148 7
0.00069 14093 3438 214 5965 1450 86 640 148 7
0.0007 14091 3441 213 5965 1450 86 640 148 7
0.00071 14091 3441 213 5965 1450 86 640 148 7
0.00072 14096 3437 213 5965 1449 86 640 148 7
0.00073 14094 3440 213 5966 1447 86 640 148 7
0.00074 14093 3440 214 5966 1447 86 640 148 7
0.00075 14093 3440 214 5964 1448 86 641 148 7
0.00076 14091 3442 214 5964 1448 86 641 148 7
0.00077 14092 3441 214 5964 1448 86 641 148 7
0.00078 14093 3437 216 5964 1449 86 641 148 7
0.00079 14095 3435 216 5963 1450 86 641 148 7
0.0008 14097 3433 216 5964 1449 86 641 148 7
0.00081 14096 3435 215 5964 1449 86 641 148 7
0.00082 14098 3433 215 5964 1449 86 641 148 7
0.00083 14097 3434 215 5964 1449 86 641 148 7
0.00084 14100 3431 215 5964 1449 86 640 149 7
0.00085 14100 3432 215 5963 1448 87 640 149 7
0.00086 14099 3433 215 5962 1449 87 640 149 7
0.00087 14102 3432 215 5961 1448 87 640 148 8
0.00088 14100 3433 216 5960 1449 87 639 149 8
0.00089 14099 3434 216 5961 1448 87 639 149 8
0.0009 14099 3435 216 5959 1448 87 640 149 8
0.00091 14098 3436 216 5959 1448 86 641 148 9
0.00092 14098 3435 216 5962 1446 86 641 148 9
0.00093 14100 3433 216 5962 1447 86 641 147 9
0.00094 14097 3436 216 5963 1446 86 641 147 9
0.00095 14098 3435 216 5963 1446 86 641 147 9
0.00096 14099 3434 216 5963 1446 86 641 147 9
0.00097 14099 3436 215 5962 1446 86 641 147 9
0.00098 14101 3434 215 5962 1446 86 640 148 9
0.00099 14102 3433 215 5961 1447 86 640 148 9
0.001 14099 3436 215 5961 1447 86 642 146 9
0.00101 14100 3435 215 5961 1447 86 642 146 9
0.00102 14100 3434 215 5964 1445 86 642 146 9
0.00103 14100 3434 215 5964 1445 86 641 147 9
0.00104 14099 3435 214 5964 1446 86 641 147 9
0.00105 14097 3438 214 5963 1445 86 642 147 9
0.00106 14098 3438 214 5961 1446 86 642 147 9
0.00107 14098 3437 214 5962 1445 87 642 147 9
0.00108 14098 3438 213 5962 1445 87 642 147 9
0.00109 14096 3440 213 5961 1446 87 642 147 9
0.0011 14096 3442 212 5959 1447 87 642 147 9
0.00111 14094 3443 212 5959 1447 88 641 148 9
0.00112 14095 3444 212 5957 1447 88 641 148 9
0.00113 14096 3443 212 5954 1449 89 641 148 9
0.00114 14096 3444 211 5954 1449 89 641 148 9
0.00115 14098 3442 211 5955 1448 89 641 148 9
0.00116 14098 3442 211 5953 1450 89 641 148 9
0.00117 14097 3443 211 5954 1449 89 641 147 10
0.00118 14096 3444 211 5957 1447 89 640 147 10
0.00119 14096 3444 211 5957 1447 89 640 147 10
0.0012 14095 3444 212 5957 1447 89 640 147 10
0.00121 14095 3445 211 5958 1446 89 640 147 10
0.00122 14096 3444 211 5958 1446 89 640 147 10
0.00123 14095 3445 211 5958 1446 89 640 147 10
0.00124 14095 3445 211 5959 1445 89 640 147 10
0.00125 14094 3445 211 5960 1444 89 641 147 10
0.00126 14094 3444 211 5961 1445 89 640 147 10
0.00127 14093 3444 211 5964 1444 88 640 147 10
0.00128 14094 3442 211 5962 1447 88 640 147 10
0.00129 14095 3441 211 5962 1447 88 640 147 10
0.0013 14096 3441 211 5961 1447 88 640 147 10
0.00131 14097 3440 211 5961 1447 88 640 147 10
0.00132 14099 3438 211 5960 1450 86 640 147 10
0.00133 14099 3438 211 5959 1450 87 640 147 10
0.00134 14097 3441 211 5957 1450 88 640 147 10
0.00135 14097 3440 211 5960 1448 88 639 148 10
0.00136 14097 3440 211 5961 1447 88 639 148 10
0.00137 14097 3441 211 5962 1445 88 639 148 10
0.00138 14098 3440 211 5963 1444 88 639 148 10
0.00139 14099 3440 212 5961 1444 88 639 148 10
0.0014 14098 3441 213 5960 1442 90 639 148 10
0.00141 14099 3440 213 5960 1442 90 639 148 10
0.00142 14098 3441 213 5961 1441 90 639 148 10
0.00143 14096 3443 213 5962 1440 90 639 148 10
0.00144 14092 3446 214 5961 1440 90 640 148 10
0.00145 14093 3444 215 5961 1440 90 640 148 10
0.00146 14093 3445 214 5963 1438 90 640 148 10
0.00147 14095 3444 214 5962 1439 89 640 148 10
0.00148 14095 3446 213 5962 1439 89 639 148 10
0.00149 14093 3448 213 5962 1438 90 639 148 10
0.0015 14092 3449 214 5960 1439 90 639 148 10
0.00151 14097 3445 214 5959 1439 90 639 148 10
0.00152 14096 3446 214 5959 1439 90 639 148 10
0.00153 14096 3446 214 5959 1439 90 639 148 10
