#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 2 0
3e-05 2 0
4e-05 2 0
5e-05 2 0
6e-05 2 0
7e-05 2 0
8e-05 2 0
9e-05 2 0
0.0001 2 0
0.00011 2 1
0.00012 2 2
0.00013 2 2
0.00014 3 4
0.00015 4 4
0.00016 4 4
0.00017 4 4
0.00018 4 4
0.00019 4 4
0.0002 4 5
0.00021 4 5
0.00022 4 5
0.00023 4 5
0.00024 5 5
0.00025 6 5
0.00026 6 5
0.00027 6 5
0.00028 6 5
0.00029 6 6
0.0003 8 7
0.00031 8 7
0.00032 8 7
0.00033 8 7
0.00034 8 7
0.00035 8 8
0.00036 8 8
0.00037 9 8
0.00038 9 9
0.00039 9 9
0.0004 9 9
0.00041 9 9
0.00042 9 10
0.00043 9 10
0.00044 9 10
0.00045 9 10
0.00046 9 10
0.00047 9 10
0.00048 10 10
0.00049 10 10
0.0005 11 10
0.00051 11 10
0.00052 11 10
0.00053 11 10
0.00054 11 10
0.00055 11 10
0.00056 11 10
0.00057 12 10
0.00058 12 10
0.00059 13 11
0.0006 13 11
0.00061 13 11
0.00062 15 11
0.00063 15 11
0.00064 15 11
0.00065 15 11
0.00066 16 11
0.00067 16 11
0.00068 16 12
0.00069 16 12
0.0007 17 12
0.00071 17 12
0.00072 18 12
0.00073 19 12
0.00074 19 12
0.00075 19 14
0.00076 19 14
0.00077 21 14
0.00078 21 14
0.00079 22 14
0.0008 22 14
0.00081 23 14
0.00082 23 14
0.00083 26 15
0.00084 27 15
0.00085 29 15
0.00086 30 15
0.00087 30 15
0.00088 31 15
0.00089 31 15
0.0009 33 15
0.00091 33 15
0.00092 34 15
0.00093 34 15
0.00094 35 15
0.00095 37 15
0.00096 37 15
0.00097 37 16
0.00098 38 16
0.00099 38 16
0.001 40 16
0.00101 41 16
0.00102 41 16
0.00103 43 16
0.00104 44 16
0.00105 44 16
0.00106 44 16
0.00107 45 16
0.00108 46 16
0.00109 48 16
0.0011 50 16
0.00111 51 17
0.00112 52 17
0.00113 52 17
0.00114 53 17
0.00115 55 17
0.00116 55 17
0.00117 56 17
0.00118 57 17
0.00119 58 17
0.0012 58 17
0.00121 58 17
0.00122 59 17
0.00123 60 17
0.00124 62 17
0.00125 65 17
0.00126 69 17
0.00127 69 17
0.00128 70 17
0.00129 72 17
0.0013 73 17
0.00131 74 17
0.00132 76 17
0.00133 78 18
0.00134 80 18
0.00135 84 19
0.00136 85 19
0.00137 89 19
0.00138 89 19
0.00139 90 19
0.0014 94 20
0.00141 97 20
0.00142 97 20
0.00143 98 20
0.00144 98 20
0.00145 100 20
0.00146 100 20
0.00147 100 20
0.00148 102 20
0.00149 103 20
0.0015 105 20
0.00151 113 20
0.00152 113 20
0.00153 115 20
0.00154 116 20
0.00155 118 20
0.00156 120 20
0.00157 123 20
0.00158 125 20
0.00159 125 20
0.0016 128 20
0.00161 130 20
0.00162 131 20
0.00163 131 20
0.00164 131 20
0.00165 134 20
0.00166 136 20
0.00167 137 21
0.00168 137 21
0.00169 137 21
0.0017 139 21
0.00171 141 21
0.00172 141 21
0.00173 143 22
0.00174 144 22
0.00175 147 22
0.00176 151 22
0.00177 153 22
0.00178 156 22
0.00179 156 22
0.0018 158 22
0.00181 161 23
0.00182 163 24
0.00183 163 24
0.00184 166 24
0.00185 167 24
0.00186 168 24
0.00187 169 24
0.00188 174 24
0.00189 177 24
0.0019 178 25
0.00191 179 25
0.00192 181 26
0.00193 182 26
0.00194 183 26
0.00195 184 26
0.00196 186 26
0.00197 187 26
0.00198 190 26
0.00199 194 26
0.002 195 26
0.00201 196 26
0.00202 197 26
0.00203 198 26
0.00204 198 26
0.00205 198 26
0.00206 198 26
0.00207 201 26
0.00208 202 27
0.00209 204 27
0.0021 206 27
0.00211 206 27
0.00212 205 27
0.00213 206 27
0.00214 207 27
0.00215 208 27
0.00216 209 27
0.00217 211 27
0.00218 213 27
0.00219 215 27
0.0022 215 27
0.00221 215 27
0.00222 216 27
0.00223 216 27
0.00224 217 27
0.00225 217 27
0.00226 220 27
0.00227 222 27
0.00228 222 27
0.00229 223 27
0.0023 223 27
0.00231 224 27
0.00232 225 27
0.00233 227 27
0.00234 227 27
0.00235 228 27
0.00236 228 27
0.00237 228 27
0.00238 229 27
0.00239 229 28
0.0024 229 28
0.00241 229 28
0.00242 229 29
0.00243 230 29
0.00244 231 30
0.00245 231 30
0.00246 231 30
0.00247 231 30
0.00248 232 30
0.00249 232 31
0.0025 232 31
0.00251 232 31
0.00252 233 31
0.00253 235 31
0.00254 235 31
0.00255 235 32
0.00256 236 32
0.00257 238 32
0.00258 241 32
0.00259 243 32
0.0026 243 32
0.00261 244 32
0.00262 245 32
0.00263 245 32
0.00264 246 32
0.00265 246 32
0.00266 245 32
0.00267 245 32
0.00268 248 32
0.00269 250 33
0.0027 251 34
0.00271 251 34
