#Seconds Ca.Conc.az Ca.Pre
0 0 57
1e-05 0 61
2e-05 0 60
3e-05 0 58
4e-05 0 57
5e-05 0 57
6e-05 0 58
7e-05 0 55
8e-05 0 57
9e-05 0 57
0.0001 0 57
0.00011 0 55
0.00012 0 57
0.00013 0 57
0.00014 0 58
0.00015 0 59
0.00016 0 60
0.00017 0 61
0.00018 0 64
0.00019 0 60
0.0002 0 61
0.00021 0 62
0.00022 0 62
0.00023 0 61
0.00024 0 63
0.00025 0 59
0.00026 0 59
0.00027 0 56
0.00028 0 59
0.00029 0 62
0.0003 0 64
0.00031 0 69
0.00032 0 65
0.00033 0 65
0.00034 0 67
0.00035 0 65
0.00036 0 66
0.00037 0 62
0.00038 0 61
0.00039 0 62
0.0004 0 60
0.00041 0 60
0.00042 0 60
0.00043 0 60
0.00044 0 63
0.00045 0 63
0.00046 0 64
0.00047 0 66
0.00048 0 74
0.00049 0 78
0.0005 0 86
0.00051 0 91
0.00052 0 98
0.00053 0 96
0.00054 0 94
0.00055 0 95
0.00056 0 98
0.00057 0 93
0.00058 0 97
0.00059 0 102
0.0006 0 104
0.00061 0 106
0.00062 0 110
0.00063 0 117
0.00064 0 117
0.00065 0 120
0.00066 0 127
0.00067 0 134
0.00068 0 138
0.00069 0 141
0.0007 0 142
0.00071 0 141
0.00072 0 143
0.00073 0 140
0.00074 0 142
0.00075 0 153
0.00076 0 152
0.00077 0 161
0.00078 0 169
0.00079 0 177
0.0008 0 182
0.00081 0.021367155 189
0.00082 0.02110658 196
0.00083 0.0208522838 204
0.00084 0.0206040423 203
0.00085 0.0203616418 200
0.00086 0.0201248786 210
0.00087 0.0198935581 213
0.00088 0.019667495 209
0.00089 0.0194465119 216
0.0009 0.0192304395 224
0.00091 0.019019116 230
0.00092 0.037624773 233
0.00093 0.074440411 232
0.00094 0.0736484918 234
0.00095 0.200401422 233
0.00096 0.198313908 237
0.00097 0.42822422 247
0.00098 0.423854585 256
0.00099 0.419573226 267
0.001 0.415377494 278
0.00101 0.411264845 289
0.00102 0.407232837 298
0.00103 0.420082417 308
0.00104 0.416043163 315
0.00105 0.412080847 325
0.00106 0.408193292 345
0.00107 0.404378401 355
0.00108 0.400634157 375
0.00109 0.396958614 390
