#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14111 3450 208 5995 1451 90 630 154 10
1e-05 14115 3447 208 5994 1451 90 630 154 10
2e-05 14116 3446 208 5994 1451 90 630 154 10
3e-05 14115 3445 208 5995 1452 90 630 154 10
4e-05 14115 3444 209 5996 1451 90 629 155 10
5e-05 14115 3444 209 5996 1451 90 629 155 10
6e-05 14117 3442 209 5995 1452 90 629 155 10
7e-05 14115 3443 210 5995 1452 90 629 155 10
8e-05 14117 3441 210 5995 1452 90 629 155 10
9e-05 14116 3443 209 5995 1452 90 629 155 10
0.0001 14118 3441 209 5993 1454 90 629 155 10
0.00011 14116 3441 209 5994 1456 90 628 155 10
0.00012 14116 3441 209 5995 1455 90 628 155 10
0.00013 14116 3440 210 5996 1454 90 628 155 10
0.00014 14115 3441 210 5996 1455 90 628 154 10
0.00015 14115 3441 210 5998 1453 90 628 154 10
0.00016 14113 3443 210 6000 1452 89 628 154 10
0.00017 14113 3443 210 6001 1451 89 628 154 10
0.00018 14115 3442 209 6001 1451 89 628 154 10
0.00019 14113 3442 210 6001 1452 89 628 154 10
0.0002 14112 3444 209 6001 1452 89 628 154 10
0.00021 14112 3444 209 6002 1451 89 628 154 10
0.00022 14113 3442 209 6002 1452 89 628 154 10
0.00023 14111 3444 209 6003 1451 89 628 154 10
0.00024 14114 3441 209 6003 1451 89 628 154 10
0.00025 14111 3444 209 6003 1451 89 628 154 10
0.00026 14112 3443 209 6002 1452 89 628 154 10
0.00027 14109 3446 208 6003 1452 89 627 155 10
0.00028 14112 3444 208 6002 1452 89 627 155 10
0.00029 14113 3443 207 6002 1453 89 628 154 10
0.0003 14115 3441 207 6003 1453 89 627 154 10
0.00031 14119 3437 207 6003 1454 88 627 154 10
0.00032 14117 3437 209 6003 1454 88 627 154 10
0.00033 14117 3438 209 6004 1451 89 626 155 10
0.00034 14118 3437 209 6004 1451 89 627 154 10
0.00035 14118 3436 209 6002 1454 89 627 154 10
0.00036 14119 3435 209 6002 1454 89 627 154 10
0.00037 14118 3435 210 6001 1455 89 627 154 10
0.00038 14118 3435 210 6000 1456 89 626 155 10
0.00039 14120 3432 211 5999 1457 89 627 154 10
0.0004 14118 3434 211 5999 1457 89 627 154 10
0.00041 14118 3434 211 5998 1459 88 627 154 10
0.00042 14116 3435 212 5999 1458 88 628 153 10
0.00043 14116 3434 212 6000 1458 88 628 153 10
0.00044 14120 3429 213 6000 1458 88 628 153 10
0.00045 14120 3429 213 6000 1458 88 628 153 10
0.00046 14119 3432 212 5999 1458 88 628 153 10
0.00047 14115 3435 212 6000 1458 88 628 153 10
0.00048 14118 3432 211 6000 1458 89 628 153 10
0.00049 14119 3431 211 6000 1458 89 628 153 10
0.0005 14119 3431 211 6001 1457 89 628 153 10
0.00051 14119 3431 211 6000 1458 89 628 154 9
0.00052 14117 3432 211 6000 1459 89 628 154 9
0.00053 14113 3435 211 6002 1458 89 627 155 9
0.00054 14110 3437 212 6000 1460 89 628 154 9
0.00055 14108 3438 212 6000 1461 89 628 154 9
0.00056 14108 3436 213 6001 1461 89 628 154 9
0.00057 14103 3441 213 6000 1461 89 629 154 9
0.00058 14104 3440 213 5998 1463 89 629 154 9
0.00059 14103 3441 213 5997 1464 89 629 154 9
0.0006 14103 3440 214 5997 1464 89 629 154 9
0.00061 14103 3438 215 5996 1465 89 630 154 9
0.00062 14103 3439 215 5997 1465 88 629 154 9
0.00063 14102 3439 216 5999 1463 88 629 154 9
0.00064 14098 3442 217 5997 1465 88 629 154 9
0.00065 14097 3442 217 5998 1466 88 628 154 9
0.00066 14094 3444 215 6000 1466 88 629 155 8
