0.039761 -0.0250000004 -0.0195811411 -0.0290099795 synchronous_release_0
0.01229 -0.0250000004 0.0349555412 -0.00176355901 synchronous_release_0
0.024882 -0.0250000004 0.0349298366 -0.00221506499 synchronous_release_0
0.01062 -0.0250000004 0.0310166745 0.0162162234 synchronous_release_0
0.026524 -0.0250000004 -0.0295519987 0.0187531164 synchronous_release_0
0.032822 -0.0250000004 0.000944558355 -0.000328343592 synchronous_release_0
0.023936 -0.0250000004 0.0228655282 0.0264984456 synchronous_release_0
0.041503 -0.0250000004 -0.0343810912 0.00655290554 synchronous_release_1
0.023934 -0.0250000004 0.015211411 -0.0315216271 synchronous_release_0
0.005013 -0.0250000004 -0.0020506328 0.0349398756 synchronous_release_0
0.030772 -0.0250000004 9.60682855e-05 -0.000995374746 synchronous_release_0
0.032302 -0.0250000004 0.0203309732 -0.0284894986 synchronous_release_0
0.006046 -0.0250000004 0.0319229805 0.0143500284 synchronous_release_0
0.029352 -0.0250000004 0.0347221524 -0.00440137871 synchronous_release_0
0.033792 -0.0250000004 0.0291578802 0.0193602174 synchronous_release_0
0.012239 -0.0250000004 0.0112869276 -0.0331301262 synchronous_release_0
0.00424 -0.0250000004 -0.000606793086 -0.000794859831 synchronous_release_0
0.032477 -0.0250000004 -0.0278200941 0.021237758 synchronous_release_0
0.027694 -0.0250000004 -0.000891367823 -0.000453280711 synchronous_release_1
0.026311 -0.0250000004 0.0302922362 -0.0175322681 synchronous_release_0
0.005544 -0.0250000004 0.0269911301 -0.0222818064 synchronous_release_0
0.025186 -0.0250000004 -0.00776713818 0.0341272848 synchronous_release_0
0.02637 -0.0250000004 0.026173867 -0.0232363656 synchronous_release_0
0.036102 -0.0250000004 0.00703634938 0.0342854165 synchronous_release_0
0.027321 -0.0250000004 0.0184624293 0.02973447 synchronous_release_0
0.00393 -0.0250000004 0.0327027615 0.0124711422 synchronous_release_0
0.012296 -0.0250000004 0.0337671528 -0.0092075727 synchronous_release_0
0.005516 -0.0250000004 0.0348576748 0.00315317468 synchronous_release_0
0.004742 -0.0250000004 0.000962967602 -0.000269617132 synchronous_release_0
0.023678 -0.0250000004 0.0433433037 0.0423834641 synchronous_release_0
0.024132 -0.0250000004 0.0334243013 -0.0103834525 synchronous_release_0
0.024938 -0.0250000004 -0.00849211821 0.0339541445 synchronous_release_0
0.028607 -0.0250000004 0.0226716389 -0.0266645231 synchronous_release_0
0.023733 -0.0250000004 -0.0090390545 -0.0338126529 synchronous_release_0
0.033326 -0.0250000004 0.000966075796 -0.0002582587 synchronous_release_0
0.005165 -0.0250000004 0.00622892545 0.0344412614 synchronous_release_0
0.02953 -0.0250000004 0.000655708341 0.000755014285 synchronous_release_0
0.023841 -0.0250000004 0.0301622129 -0.017755025 synchronous_release_1
0.026238 -0.0250000004 0.0306411664 -0.0169150501 synchronous_release_0
0.026188 -0.0250000004 0.0230526326 -0.0263358336 synchronous_release_0
0.025791 -0.0250000004 0.0296763959 -0.0185556333 synchronous_release_0
0.029007 -0.0250000004 -0.00123145185 -0.0349783294 synchronous_release_1
0.004405 -0.0250000004 -0.0142794773 0.0319546011 synchronous_release_0
0.025724 -0.0250000004 -0.00831164683 -0.0339987724 synchronous_release_0
0.004169 -0.0250000004 -0.0220990079 -0.0271409995 synchronous_release_0
0.026477 -0.0250000004 0.0298645793 0.0182512164 synchronous_release_0
0.02916 -0.0250000004 0.000521463327 -0.000853273695 synchronous_release_0
0.003589 -0.0250000004 0.0349999898 -2.67235026e-05 synchronous_release_1
0.034374 -0.0250000004 -0.031676483 -0.0148862496 synchronous_release_0
0.026762 -0.0250000004 0.0287301118 -0.0199895142 synchronous_release_1
0.024186 -0.0250000004 0.0321123044 -0.0139212034 synchronous_release_0
0.035474 -0.0250000004 0.0249506364 0.0245451776 synchronous_release_0
0.008489 -0.0250000004 0.0349791501 0.00120791452 synchronous_release_0
0.026717 -0.0250000004 0.0298098406 0.0183404854 synchronous_release_0
0.023622 -0.0250000004 0.0322964671 0.0134884474 synchronous_release_1
0.00637 -0.0250000004 0.0349540527 -0.00179281857 synchronous_release_1
0.025826 -0.0250000004 0.0205607656 -0.0283241049 synchronous_release_0
0.00704 -0.0250000004 0.0189734573 0.0294110169 synchronous_release_0
0.004173 -0.0250000004 -0.0277223093 0.0213652421 synchronous_release_0
0.023276 -0.0250000004 0.00013226395 -0.000991214532 synchronous_release_0
0.02637 -0.0250000004 -0.0193717983 0.0291501875 synchronous_release_0
0.007097 -0.0250000004 0.0217629434 -0.0274112075 synchronous_release_0
0.004002 -0.0250000004 0.021881841 -0.0273163876 synchronous_release_0
0.039445 -0.0250000004 0.0225591092 0.0267597943 synchronous_release_0
0.024588 -0.0250000004 0.0118951071 -0.0329166588 synchronous_release_1
0.015379 -0.0250000004 -0.000531745066 0.000846904472 synchronous_release_0
