0.000000000000000000e+00 1.411816666666666606e+04 3.434500000000000000e+03 2.080000000000000000e+02 5.957333333333333030e+03 1.455500000000000000e+03 8.866666666666667140e+01 6.293333333333333712e+02 1.540000000000000000e+02 9.333333333333333925e+00
1.000000000000000082e-05 1.411800000000000000e+04 3.434500000000000000e+03 2.081666666666666572e+02 5.957666666666666970e+03 1.455333333333333258e+03 8.850000000000000000e+01 6.291666666666666288e+02 1.541666666666666572e+02 9.333333333333333925e+00
2.000000000000000164e-05 1.411800000000000000e+04 3.434666666666666515e+03 2.081666666666666572e+02 5.957833333333333030e+03 1.455000000000000000e+03 8.850000000000000000e+01 6.290000000000000000e+02 1.543333333333333428e+02 9.333333333333333925e+00
3.000000000000000076e-05 1.411950000000000000e+04 3.433166666666666515e+03 2.081666666666666572e+02 5.957833333333333030e+03 1.455500000000000000e+03 8.816666666666667140e+01 6.291666666666666288e+02 1.540000000000000000e+02 9.333333333333333925e+00
4.000000000000000327e-05 1.411950000000000000e+04 3.432833333333333485e+03 2.085000000000000000e+02 5.958000000000000000e+03 1.455000000000000000e+03 8.833333333333332860e+01 6.293333333333333712e+02 1.540000000000000000e+02 9.333333333333333925e+00
5.000000000000000240e-05 1.411800000000000000e+04 3.434000000000000000e+03 2.085000000000000000e+02 5.958500000000000000e+03 1.455166666666666742e+03 8.816666666666667140e+01 6.291666666666666288e+02 1.540000000000000000e+02 9.333333333333333925e+00
6.000000000000000152e-05 1.411733333333333394e+04 3.434500000000000000e+03 2.085000000000000000e+02 5.958000000000000000e+03 1.455666666666666742e+03 8.816666666666667140e+01 6.293333333333333712e+02 1.540000000000000000e+02 9.333333333333333925e+00
6.999999999999998032e-05 1.411783333333333394e+04 3.434166666666666515e+03 2.083333333333333428e+02 5.957666666666666970e+03 1.456166666666666742e+03 8.800000000000000000e+01 6.293333333333333712e+02 1.540000000000000000e+02 9.333333333333333925e+00
8.000000000000000654e-05 1.411783333333333394e+04 3.433666666666666515e+03 2.085000000000000000e+02 5.957333333333333030e+03 1.457000000000000000e+03 8.783333333333332860e+01 6.293333333333333712e+02 1.540000000000000000e+02 9.333333333333333925e+00
9.000000000000000567e-05 1.411950000000000000e+04 3.431833333333333485e+03 2.085000000000000000e+02 5.957666666666666970e+03 1.457000000000000000e+03 8.766666666666667140e+01 6.295000000000000000e+02 1.538333333333333428e+02 9.333333333333333925e+00
1.000000000000000048e-04 1.411983333333333394e+04 3.431000000000000000e+03 2.085000000000000000e+02 5.958166666666666970e+03 1.456833333333333258e+03 8.766666666666667140e+01 6.293333333333333712e+02 1.541666666666666572e+02 9.333333333333333925e+00
1.100000000000000039e-04 1.411883333333333394e+04 3.432333333333333485e+03 2.081666666666666572e+02 5.957833333333333030e+03 1.457166666666666742e+03 8.766666666666667140e+01 6.293333333333333712e+02 1.541666666666666572e+02 9.333333333333333925e+00
1.200000000000000030e-04 1.411933333333333394e+04 3.432166666666666515e+03 2.081666666666666572e+02 5.957333333333333030e+03 1.457500000000000000e+03 8.750000000000000000e+01 6.293333333333333712e+02 1.541666666666666572e+02 9.333333333333333925e+00
1.299999999999999886e-04 1.411983333333333394e+04 3.431666666666666515e+03 2.083333333333333428e+02 5.957333333333333030e+03 1.457333333333333258e+03 8.750000000000000000e+01 6.293333333333333712e+02 1.541666666666666572e+02 9.333333333333333925e+00
1.399999999999999606e-04 1.411950000000000000e+04 3.431666666666666515e+03 2.083333333333333428e+02 5.957500000000000000e+03 1.457500000000000000e+03 8.750000000000000000e+01 6.296666666666666288e+02 1.538333333333333428e+02 9.333333333333333925e+00
