#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14115 3421 208 5944 1455 89 626 148 10
1e-05 14114 3420 209 5945 1455 89 626 148 10
2e-05 14115 3418 210 5947 1453 89 626 148 10
3e-05 14116 3417 210 5947 1454 89 626 147 10
4e-05 14115 3419 209 5948 1453 89 626 147 10
5e-05 14113 3422 208 5948 1453 89 626 147 10
6e-05 14113 3422 208 5948 1453 89 626 147 10
7e-05 14112 3423 208 5948 1453 89 626 147 10
8e-05 14115 3420 208 5947 1454 89 626 147 10
9e-05 14116 3421 207 5946 1454 89 625 148 10
0.0001 14114 3423 207 5947 1453 89 625 148 10
0.00011 14115 3422 207 5948 1452 89 625 148 10
0.00012 14114 3422 207 5949 1452 89 625 148 10
0.00013 14112 3423 208 5952 1449 89 625 148 10
0.00014 14111 3424 208 5952 1449 89 625 148 10
0.00015 14111 3424 208 5952 1449 89 625 148 10
0.00016 14114 3420 209 5952 1448 90 625 148 10
0.00017 14114 3420 208 5955 1446 90 625 148 10
0.00018 14116 3419 208 5953 1447 90 625 148 10
0.00019 14114 3419 208 5954 1448 90 625 148 10
0.0002 14114 3419 208 5953 1449 90 625 148 10
0.00021 14114 3419 208 5952 1450 90 625 148 10
0.00022 14115 3418 208 5953 1449 90 625 148 10
0.00023 14113 3420 208 5953 1449 90 625 148 10
0.00024 14112 3421 208 5953 1449 90 625 148 10
0.00025 14112 3420 208 5953 1450 90 625 148 10
0.00026 14111 3421 208 5953 1450 90 625 148 10
0.00027 14112 3420 208 5954 1449 90 625 148 10
0.00028 14113 3419 208 5951 1452 90 625 148 10
0.00029 14117 3415 209 5951 1451 90 626 147 10
0.0003 14119 3413 209 5950 1452 90 626 147 10
0.00031 14119 3414 208 5950 1451 91 626 147 10
0.00032 14118 3417 207 5947 1452 91 627 147 10
0.00033 14118 3417 207 5947 1452 91 627 147 10
0.00034 14121 3414 208 5947 1452 91 626 147 10
0.00035 14118 3418 207 5946 1452 92 626 147 10
0.00036 14118 3419 207 5945 1451 93 626 147 10
0.00037 14119 3418 208 5944 1451 93 627 146 10
0.00038 14119 3418 208 5944 1451 93 627 146 10
0.00039 14121 3416 208 5945 1450 93 627 146 10
0.0004 14120 3417 208 5944 1450 93 628 146 10
0.00041 14119 3418 208 5946 1448 93 628 146 10
0.00042 14119 3417 208 5947 1448 93 628 146 10
0.00043 14119 3417 208 5949 1446 93 628 146 10
0.00044 14119 3419 208 5949 1444 93 628 146 10
0.00045 14121 3415 208 5952 1443 93 628 146 10
0.00046 14121 3416 207 5951 1444 93 628 146 10
0.00047 14123 3415 207 5950 1444 93 628 146 10
0.00048 14124 3413 207 5951 1443 94 627 147 10
0.00049 14125 3412 207 5952 1442 94 627 147 10
0.0005 14125 3412 207 5952 1442 94 628 146 10
0.00051 14126 3411 207 5949 1445 94 628 146 10
0.00052 14126 3410 207 5951 1444 94 629 145 10
0.00053 14124 3412 207 5950 1445 94 629 145 10
0.00054 14123 3412 207 5951 1445 94 629 145 10
0.00055 14122 3414 206 5951 1445 94 628 146 10
0.00056 14123 3414 205 5952 1443 95 628 146 10
0.00057 14122 3415 205 5951 1443 95 629 146 10
0.00058 14121 3417 204 5950 1444 95 629 146 10
0.00059 14119 3420 203 5950 1443 96 629 146 10
0.0006 14119 3420 203 5947 1446 96 629 146 10
0.00061 14122 3418 203 5944 1448 96 629 146 10
0.00062 14124 3419 202 5944 1446 96 629 146 10
0.00063 14121 3423 201 5944 1446 96 629 146 10
0.00064 14121 3423 201 5945 1445 96 629 146 10
0.00065 14120 3421 202 5946 1446 96 629 146 10
0.00066 14120 3422 201 5948 1444 96 629 146 10
0.00067 14121 3422 200 5946 1445 96 630 146 10
0.00068 14122 3421 200 5946 1445 96 630 146 10
0.00069 14126 3417 200 5947 1444 96 630 146 10
0.0007 14125 3419 199 5948 1443 96 630 146 10
0.00071 14123 3420 199 5949 1442 97 630 146 10
0.00072 14125 3418 199 5950 1441 97 630 146 10
0.00073 14123 3421 198 5950 1440 98 630 146 10
0.00074 14126 3419 198 5949 1440 98 630 146 10
0.00075 14128 3417 198 5949 1440 98 629 147 10
0.00076 14124 3420 198 5948 1442 98 629 147 10
0.00077 14124 3421 197 5946 1444 98 629 147 10
0.00078 14122 3422 197 5947 1444 98 629 147 10
0.00079 14122 3421 198 5946 1445 98 629 147 10
0.0008 14120 3422 198 5947 1445 98 628 148 10
0.00081 14118 3424 198 5947 1444 99 628 148 10
0.00082 14116 3426 198 5945 1446 99 628 148 10
0.00083 14115 3427 198 5943 1448 99 628 148 10
0.00084 14114 3426 198 5942 1450 99 629 148 10
0.00085 14116 3423 199 5942 1450 99 628 149 10
0.00086 14114 3423 200 5943 1450 99 628 149 10
0.00087 14107 3429 201 5941 1453 98 628 149 10
0.00088 14106 3430 201 5938 1456 98 628 149 10
0.00089 14101 3435 201 5932 1461 98 629 149 10
0.0009 14097 3438 202 5932 1461 98 628 150 10
0.00091 14094 3439 203 5930 1464 98 627 151 10
0.00092 14089 3443 204 5926 1466 98 629 151 10
0.00093 14083 3445 205 5927 1468 98 629 151 10
0.00094 14078 3449 206 5926 1469 98 629 151 10
0.00095 14074 3450 208 5925 1471 99 629 150 10
0.00096 14065 3454 212 5923 1473 99 630 150 10
0.00097 14060 3457 212 5921 1476 99 631 150 10
0.00098 14053 3462 214 5920 1476 100 631 150 10
0.00099 14049 3465 214 5917 1480 100 631 150 10
0.001 14043 3469 216 5917 1480 100 631 150 10
0.00101 14038 3474 216 5913 1484 99 632 150 10
