#Seconds h0m0 h0m1 h0m2 h1m0 h1m1 h1m2 h2m0 h2m1 h2m2
0 14124 3447 209 5933 1458 88 626 155 10
1e-05 14124 3447 209 5934 1457 88 626 155 10
2e-05 14125 3446 209 5934 1457 88 626 155 10
3e-05 14126 3445 209 5935 1457 87 626 155 10
4e-05 14126 3445 209 5937 1455 87 626 155 10
5e-05 14123 3448 209 5938 1454 87 626 155 10
6e-05 14122 3449 209 5938 1454 87 626 155 10
7e-05 14123 3448 209 5937 1455 87 626 155 10
8e-05 14123 3448 209 5937 1455 87 626 155 10
9e-05 14125 3446 209 5937 1455 87 626 155 10
0.0001 14125 3446 209 5936 1456 87 626 155 10
0.00011 14125 3446 209 5935 1457 87 626 155 10
0.00012 14126 3446 209 5933 1458 87 626 155 10
0.00013 14127 3446 209 5933 1457 87 626 155 10
0.00014 14124 3449 209 5933 1457 87 627 154 10
0.00015 14124 3449 209 5935 1456 87 627 153 10
0.00016 14122 3451 209 5936 1455 87 627 153 10
0.00017 14121 3452 209 5935 1456 87 627 153 10
0.00018 14121 3452 209 5935 1456 87 627 153 10
0.00019 14120 3453 209 5934 1457 87 627 153 10
0.0002 14120 3453 209 5937 1454 87 628 152 10
0.00021 14119 3455 208 5938 1453 87 628 152 10
0.00022 14119 3455 208 5938 1453 87 628 152 10
0.00023 14120 3453 209 5937 1454 87 628 152 10
0.00024 14121 3451 209 5939 1453 87 628 152 10
0.00025 14120 3452 209 5938 1454 87 628 152 10
0.00026 14121 3451 209 5937 1455 87 628 152 10
0.00027 14121 3451 209 5938 1454 87 628 152 10
0.00028 14122 3451 209 5937 1455 87 627 152 10
0.00029 14124 3450 209 5936 1455 87 628 151 10
0.0003 14127 3447 209 5935 1455 87 629 151 10
0.00031 14127 3447 209 5935 1455 87 629 151 10
0.00032 14125 3449 209 5936 1453 88 629 151 10
0.00033 14126 3446 211 5936 1453 88 629 151 10
0.00034 14124 3448 211 5936 1452 89 629 151 10
0.00035 14128 3446 210 5935 1453 89 629 150 10
0.00036 14130 3445 209 5933 1455 89 629 150 10
0.00037 14131 3443 209 5934 1455 89 629 150 10
0.00038 14131 3442 210 5933 1456 89 629 150 10
0.00039 14128 3444 210 5933 1456 90 629 150 10
0.0004 14130 3442 210 5932 1457 90 629 150 10
0.00041 14127 3444 210 5934 1456 90 630 150 9
0.00042 14123 3448 210 5934 1456 90 630 150 9
0.00043 14123 3448 210 5934 1456 90 630 150 9
0.00044 14123 3448 210 5934 1456 90 630 150 9
0.00045 14123 3448 209 5935 1456 90 630 150 9
0.00046 14123 3448 209 5935 1456 90 630 150 9
0.00047 14122 3448 210 5935 1455 91 630 150 9
0.00048 14123 3448 210 5934 1455 91 630 150 9
0.00049 14123 3448 210 5933 1456 91 630 150 9
0.0005 14124 3447 210 5932 1457 91 630 150 9
0.00051 14126 3446 209 5932 1456 91 630 151 9
0.00052 14125 3447 209 5927 1461 91 630 151 9
0.00053 14126 3446 209 5928 1460 91 630 151 9
0.00054 14125 3447 209 5927 1461 91 630 151 9
0.00055 14124 3448 209 5927 1460 92 630 151 9
0.00056 14124 3448 209 5927 1460 92 630 151 9
0.00057 14124 3448 209 5927 1460 92 630 151 9
0.00058 14122 3449 210 5928 1459 92 630 151 9
0.00059 14119 3452 210 5925 1462 92 630 151 9
0.0006 14119 3452 210 5925 1462 92 630 151 9
0.00061 14119 3452 210 5925 1461 93 631 150 9
0.00062 14119 3451 211 5926 1460 93 631 150 9
0.00063 14120 3450 211 5925 1460 93 632 150 9
0.00064 14123 3447 210 5924 1462 93 632 150 9
0.00065 14124 3447 210 5924 1461 93 632 150 9
0.00066 14123 3448 210 5923 1462 93 632 150 9
0.00067 14121 3449 210 5922 1464 93 632 150 9
0.00068 14123 3447 210 5924 1462 93 632 150 9
0.00069 14125 3445 210 5924 1462 93 632 150 9
0.0007 14125 3445 210 5924 1462 93 632 150 9
0.00071 14127 3443 210 5924 1462 93 632 150 9
0.00072 14126 3444 210 5926 1461 93 631 150 9
0.00073 14125 3444 211 5926 1461 93 631 150 9
0.00074 14123 3445 212 5926 1461 93 631 150 9
0.00075 14122 3447 212 5927 1458 94 631 150 9
0.00076 14122 3447 212 5929 1456 94 631 150 9
0.00077 14120 3449 212 5929 1456 94 631 150 9
0.00078 14121 3447 212 5930 1456 94 632 149 9
0.00079 14119 3448 212 5931 1456 94 632 149 9
0.0008 14120 3447 212 5932 1455 94 632 149 9
0.00081 14121 3446 212 5930 1457 94 632 149 9
0.00082 14120 3447 211 5932 1456 94 632 149 9
0.00083 14121 3446 211 5935 1452 95 632 149 9
0.00084 14120 3447 211 5935 1451 95 632 150 9
0.00085 14122 3447 210 5934 1451 95 632 150 9
0.00086 14123 3447 210 5932 1452 95 632 150 9
0.00087 14122 3448 210 5931 1453 95 632 150 9
0.00088 14119 3451 210 5931 1452 95 633 150 9
0.00089 14119 3453 209 5929 1453 95 633 150 9
0.0009 14117 3454 209 5931 1453 94 633 150 9
0.00091 14117 3453 209 5933 1452 94 632 151 9
0.00092 14118 3453 208 5932 1453 94 632 151 9
0.00093 14116 3455 208 5931 1453 94 633 151 9
0.00094 14118 3453 208 5933 1451 94 633 151 9
0.00095 14116 3456 207 5933 1451 94 633 151 9
0.00096 14115 3457 207 5934 1451 94 632 151 9
0.00097 14115 3458 207 5932 1452 94 632 151 9
0.00098 14115 3459 206 5932 1452 94 632 151 9
0.00099 14115 3459 206 5933 1451 94 632 151 9
0.001 14115 3459 206 5932 1452 94 632 150 10
0.00101 14115 3459 206 5932 1452 94 632 150 10
0.00102 14115 3457 207 5934 1451 94 632 150 10
0.00103 14116 3456 207 5934 1451 94 632 150 10
0.00104 14115 3458 207 5934 1450 94 633 149 10
0.00105 14115 3458 207 5936 1448 94 633 149 10
0.00106 14115 3458 207 5935 1450 94 633 148 10
0.00107 14113 3459 207 5934 1452 94 633 148 10
0.00108 14113 3459 208 5933 1452 94 633 148 10
0.00109 14114 3458 208 5933 1453 93 633 148 10
0.0011 14114 3458 208 5934 1452 93 633 148 10
0.00111 14111 3460 208 5934 1452 93 634 148 10
0.00112 14111 3460 208 5933 1453 93 634 148 10
0.00113 14116 3456 208 5933 1452 93 634 148 10
0.00114 14116 3456 208 5934 1451 93 634 148 10
0.00115 14117 3455 208 5935 1450 93 634 148 10
0.00116 14117 3455 208 5936 1449 93 634 148 10
0.00117 14118 3454 208 5935 1450 93 634 148 10
0.00118 14118 3454 208 5933 1452 93 634 148 10
0.00119 14119 3454 207 5933 1452 93 634 148 10
0.0012 14121 3452 207 5933 1452 93 634 148 10
0.00121 14121 3453 206 5934 1451 93 634 148 10
0.00122 14120 3454 206 5935 1450 93 634 149 9
0.00123 14120 3454 206 5935 1450 93 634 149 9
0.00124 14119 3456 206 5935 1449 93 634 149 9
0.00125 14121 3454 206 5936 1448 93 634 149 9
0.00126 14121 3453 207 5937 1447 93 634 149 9
0.00127 14118 3455 207 5938 1447 93 635 148 9
0.00128 14123 3450 207 5939 1446 93 635 148 9
0.00129 14121 3452 207 5939 1446 93 635 148 9
0.0013 14121 3452 207 5937 1448 93 635 148 9
0.00131 14123 3451 207 5936 1448 93 633 150 9
0.00132 14122 3452 207 5935 1448 94 633 150 9
0.00133 14121 3453 207 5937 1446 94 633 150 9
0.00134 14122 3453 206 5938 1445 94 633 150 9
0.00135 14120 3456 205 5939 1444 94 633 150 9
0.00136 14118 3458 205 5940 1443 94 633 150 9
0.00137 14119 3457 205 5940 1443 95 632 150 9
0.00138 14120 3456 205 5938 1445 95 632 150 9
0.00139 14120 3456 205 5938 1445 95 632 150 9
0.0014 14121 3455 205 5939 1444 95 632 150 9
0.00141 14120 3456 205 5938 1445 95 632 150 9
0.00142 14120 3457 205 5938 1444 95 632 150 9
0.00143 14121 3458 205 5936 1444 95 632 150 9
0.00144 14118 3460 205 5937 1444 95 632 150 9
0.00145 14117 3461 205 5937 1444 95 632 150 9
0.00146 14114 3463 205 5937 1446 94 632 150 9
0.00147 14117 3461 205 5936 1446 94 633 149 9
0.00148 14116 3463 205 5935 1446 94 633 149 9
0.00149 14117 3462 205 5933 1448 94 633 149 9
0.0015 14121 3457 206 5933 1448 94 633 149 9
0.00151 14122 3457 205 5933 1449 93 633 149 9
0.00152 14123 3456 205 5934 1449 93 632 149 9
0.00153 14127 3453 205 5932 1450 93 632 149 9
0.00154 14127 3452 205 5932 1450 94 632 149 9
0.00155 14126 3452 205 5934 1449 94 632 149 9
0.00156 14125 3454 204 5935 1448 94 632 149 9
0.00157 14125 3454 204 5935 1448 94 631 150 9
0.00158 14127 3452 204 5935 1448 94 631 150 9
0.00159 14125 3454 204 5934 1449 94 631 150 9
0.0016 14126 3453 204 5934 1449 94 630 151 9
0.00161 14126 3452 204 5936 1448 94 630 151 9
0.00162 14127 3451 204 5937 1447 93 630 151 10
0.00163 14127 3451 204 5938 1446 93 630 151 10
0.00164 14125 3453 204 5938 1446 93 630 151 10
0.00165 14124 3455 203 5939 1445 93 630 151 10
0.00166 14123 3456 203 5938 1447 92 630 151 10
0.00167 14122 3457 203 5938 1447 92 630 151 10
0.00168 14121 3458 203 5937 1448 92 630 151 10
0.00169 14118 3461 203 5937 1448 92 630 151 10
0.0017 14121 3460 201 5937 1448 92 630 151 10
0.00171 14122 3459 201 5937 1448 92 630 151 10
0.00172 14126 3456 201 5936 1448 92 630 151 10
0.00173 14126 3456 201 5936 1448 92 629 152 10
0.00174 14124 3457 202 5938 1447 91 629 152 10
0.00175 14123 3458 202 5938 1447 91 629 152 10
0.00176 14120 3461 202 5937 1448 91 629 152 10
0.00177 14121 3460 202 5938 1447 91 629 152 10
0.00178 14121 3459 203 5938 1448 91 628 152 10
0.00179 14124 3455 203 5939 1447 92 628 152 10
0.0018 14125 3456 202 5938 1447 92 627 153 10
0.00181 14124 3457 202 5938 1447 92 627 153 10
0.00182 14123 3458 202 5938 1447 92 627 153 10
0.00183 14122 3460 201 5936 1449 92 627 153 10
0.00184 14118 3465 200 5937 1448 92 627 153 10
0.00185 14116 3465 201 5938 1448 92 627 153 10
0.00186 14117 3464 201 5939 1448 92 626 153 10
0.00187 14119 3462 201 5941 1447 91 626 153 10
0.00188 14121 3460 201 5942 1446 91 626 153 10
0.00189 14118 3463 201 5943 1446 91 625 153 10
0.0019 14119 3462 201 5943 1446 91 625 153 10
0.00191 14119 3462 201 5942 1447 91 625 153 10
0.00192 14118 3463 201 5944 1445 91 625 153 10
0.00193 14117 3462 201 5943 1448 91 625 153 10
0.00194 14118 3463 199 5943 1448 91 625 153 10
0.00195 14118 3463 199 5943 1448 91 625 153 10
0.00196 14116 3465 199 5944 1447 91 625 153 10
0.00197 14117 3464 199 5944 1447 91 625 153 10
0.00198 14115 3465 199 5943 1449 91 625 153 10
0.00199 14114 3466 199 5944 1448 91 625 153 10
0.002 14111 3469 199 5943 1449 91 625 154 9
0.00201 14109 3472 199 5941 1450 91 625 154 9
0.00202 14108 3472 199 5942 1450 91 625 154 9
0.00203 14108 3470 199 5945 1450 90 625 154 9
0.00204 14102 3475 199 5946 1450 90 625 154 9
0.00205 14104 3473 199 5948 1448 90 625 154 9
0.00206 14102 3476 200 5946 1449 89 625 154 9
0.00207 14103 3477 200 5943 1450 89 625 154 9
0.00208 14104 3475 200 5946 1448 89 625 154 9
0.00209 14106 3473 200 5944 1448 90 625 155 9
0.0021 14105 3474 201 5945 1446 90 625 155 9
0.00211 14103 3473 203 5943 1448 90 626 155 9
0.00212 14104 3472 203 5943 1448 90 626 155 9
0.00213 14106 3470 203 5943 1448 90 626 155 9
0.00214 14102 3473 204 5943 1448 90 626 155 9
0.00215 14105 3470 204 5945 1446 90 626 155 9
0.00216 14106 3470 203 5945 1446 90 626 155 9
0.00217 14104 3472 203 5946 1444 91 626 155 9
0.00218 14101 3475 203 5944 1446 91 626 155 9
0.00219 14100 3476 203 5946 1444 91 626 155 9
0.0022 14097 3478 203 5944 1447 91 626 155 9
0.00221 14096 3481 203 5943 1446 91 626 154 10
0.00222 14095 3481 204 5943 1447 90 626 154 10
0.00223 14094 3481 205 5945 1447 90 625 153 10
0.00224 14092 3483 205 5941 1450 90 626 153 10
0.00225 14091 3483 206 5940 1451 90 625 154 10
0.00226 14092 3481 207 5939 1452 90 625 154 10
0.00227 14090 3484 206 5940 1451 90 626 153 10
0.00228 14088 3486 206 5943 1449 90 624 154 10
0.00229 14087 3487 205 5946 1447 90 624 154 10
0.0023 14084 3490 205 5945 1448 90 624 154 10
0.00231 14085 3489 205 5945 1448 90 624 154 10
0.00232 14082 3491 206 5943 1450 90 624 154 10
0.00233 14079 3494 206 5938 1454 90 625 154 10
0.00234 14075 3496 208 5936 1456 90 625 154 10
0.00235 14070 3499 210 5933 1458 91 625 154 10
0.00236 14067 3499 212 5931 1460 92 625 154 10
0.00237 14064 3500 213 5931 1461 92 625 154 10
0.00238 14059 3503 214 5926 1464 92 628 154 10
0.00239 14056 3505 215 5925 1464 93 628 154 10
0.0024 14049 3513 214 5924 1465 93 628 154 10
0.00241 14043 3519 214 5922 1467 93 628 154 10
0.00242 14037 3523 215 5924 1467 93 626 155 10
0.00243 14035 3523 217 5924 1467 93 626 155 10
0.00244 14033 3526 217 5923 1467 93 626 155 10
0.00245 14030 3527 218 5922 1470 91 627 155 10
0.00246 14018 3538 218 5921 1473 90 627 155 10
0.00247 14011 3544 218 5919 1474 91 627 156 10
0.00248 14009 3545 217 5917 1478 91 626 157 10
0.00249 14006 3548 217 5917 1476 93 626 157 10
0.0025 14000 3551 218 5916 1479 94 625 157 10
0.00251 13995 3555 219 5908 1486 94 626 157 10
0.00252 13990 3560 220 5906 1486 95 626 157 10
0.00253 13990 3557 223 5902 1489 95 627 157 10
0.00254 13981 3565 223 5902 1489 96 627 157 10
0.00255 13973 3570 226 5899 1491 97 627 157 10
0.00256 13966 3573 228 5891 1499 99 627 157 10
0.00257 13959 3580 227 5889 1502 99 627 157 10
0.00258 13947 3591 227 5886 1506 99 626 158 10
0.00259 13939 3594 231 5883 1510 99 626 158 10
0.0026 13936 3596 232 5879 1514 99 625 159 10
0.00261 13929 3601 232 5875 1519 99 624 161 10
0.00262 13918 3612 231 5873 1522 99 624 161 10
0.00263 13902 3625 232 5872 1525 98 625 161 10
0.00264 13895 3629 235 5870 1527 98 625 161 10
0.00265 13885 3634 238 5864 1533 99 625 162 10
0.00266 13872 3641 242 5861 1537 100 625 162 10
0.00267 13857 3651 243 5858 1542 102 623 164 10
0.00268 13846 3651 249 5852 1549 105 624 164 10
0.00269 13839 3654 252 5846 1556 105 623 165 10
0.0027 13824 3664 255 5842 1562 105 623 165 10
0.00271 13815 3667 259 5838 1564 107 623 167 10
0.00272 13805 3671 261 5834 1569 109 623 168 10
0.00273 13790 3680 264 5826 1580 109 624 167 10
0.00274 13773 3687 270 5824 1584 110 622 170 10
0.00275 13754 3698 273 5823 1587 113 621 170 11
0.00276 13744 3704 277 5816 1592 115 620 171 11
0.00277 13732 3712 280 5811 1593 120 619 171 12
0.00278 13717 3723 283 5801 1604 119 618 173 12
0.00279 13704 3729 288 5796 1607 123 618 173 12
0.0028 13687 3741 291 5789 1615 124 618 173 12
0.00281 13674 3748 292 5780 1623 129 618 174 12
0.00282 13662 3754 296 5773 1631 127 618 175 14
0.00283 13654 3757 300 5770 1632 129 616 177 15
0.00284 13646 3759 306 5762 1637 131 616 178 15
0.00285 13633 3761 312 5754 1647 134 616 177 16
0.00286 13615 3771 314 5748 1656 135 617 178 16
0.00287 13601 3781 316 5737 1668 136 615 180 16
0.00288 13579 3793 322 5732 1672 141 615 180 16
0.00289 13563 3797 330 5724 1681 143 614 182 16
0.0029 13551 3801 337 5717 1685 147 612 184 16
0.00291 13529 3816 339 5704 1700 149 613 183 17
0.00292 13503 3831 344 5704 1706 149 611 185 17
0.00293 13481 3845 349 5691 1716 154 610 186 18
0.00294 13456 3861 353 5683 1723 159 610 187 18
0.00295 13430 3876 361 5683 1722 161 608 190 19
0.00296 13409 3891 364 5674 1727 167 607 191 20
0.00297 13380 3904 373 5661 1738 173 609 192 20
0.00298 13358 3911 386 5651 1741 181 609 192 21
0.00299 13336 3923 388 5644 1746 187 608 196 22
0.003 13317 3934 390 5641 1748 193 607 198 22
0.00301 13291 3954 392 5632 1756 197 607 197 24
0.00302 13271 3960 400 5629 1760 202 607 197 24
0.00303 13239 3980 407 5623 1764 206 607 197 27
0.00304 13213 3994 410 5613 1774 213 607 199 27
0.00305 13184 4010 420 5607 1769 221 608 199 32
0.00306 13150 4029 429 5601 1775 226 604 203 33
0.00307 13124 4045 437 5589 1780 234 603 204 34
0.00308 13094 4057 445 5583 1787 242 602 205 35
0.00309 13071 4067 448 5572 1800 249 601 205 37
0.0031 13042 4077 457 5567 1803 260 602 205 37
0.00311 13015 4092 464 5565 1805 263 600 206 40
0.00312 12982 4115 468 5556 1812 271 597 209 40
0.00313 12960 4122 477 5546 1819 280 594 211 41
0.00314 12929 4131 491 5541 1827 284 594 210 43
0.00315 12893 4157 494 5532 1835 292 593 211 43
0.00316 12865 4165 504 5525 1845 298 594 211 43
0.00317 12828 4184 518 5519 1851 299 594 212 45
0.00318 12810 4178 531 5512 1856 311 593 214 45
0.00319 12780 4196 540 5506 1860 316 592 215 45
0.0032 12761 4204 550 5498 1867 318 591 215 46
0.00321 12729 4221 558 5486 1878 326 590 215 47
0.00322 12707 4236 563 5471 1889 329 588 219 48
0.00323 12684 4245 570 5469 1892 332 587 222 49
0.00324 12664 4252 580 5452 1906 335 586 222 53
0.00325 12632 4271 586 5442 1915 341 586 221 56
0.00326 12611 4273 597 5436 1926 344 586 220 57
0.00327 12582 4284 606 5433 1927 353 585 223 57
0.00328 12553 4295 619 5421 1937 359 584 224 58
0.00329 12531 4303 624 5421 1941 362 583 225 60
0.0033 12500 4316 636 5412 1950 368 581 226 61
0.00331 12478 4315 644 5407 1961 376 580 226 63
0.00332 12450 4322 656 5401 1969 379 579 230 64
0.00333 12427 4334 660 5395 1975 384 579 231 65
0.00334 12396 4349 670 5394 1974 391 575 235 66
0.00335 12363 4362 684 5386 1983 393 575 238 66
0.00336 12336 4374 695 5375 1991 399 576 238 66
0.00337 12318 4379 704 5369 1995 403 574 239 69
0.00338 12295 4382 720 5358 2006 407 574 236 72
0.00339 12273 4393 725 5347 2014 414 571 240 73
0.0034 12260 4396 731 5337 2022 417 571 243 73
0.00341 12244 4399 737 5330 2027 424 570 245 74
0.00342 12222 4407 742 5327 2031 430 569 247 75
0.00343 12200 4408 754 5328 2034 435 569 247 75
0.00344 12172 4412 765 5335 2034 437 569 249 77
0.00345 12153 4410 778 5327 2046 441 568 249 78
0.00346 12129 4420 786 5324 2051 445 568 249 78
0.00347 12103 4443 784 5321 2053 451 567 250 78
0.00348 12080 4455 788 5309 2066 454 566 254 78
0.00349 12064 4463 793 5307 2069 456 565 255 78
0.0035 12036 4475 799 5305 2074 460 566 255 80
0.00351 12020 4478 809 5300 2079 462 563 258 81
0.00352 11999 4488 813 5298 2085 465 562 259 81
0.00353 11975 4499 820 5293 2091 469 562 259 82
0.00354 11959 4504 828 5289 2095 472 562 259 82
0.00355 11940 4518 833 5280 2097 479 560 260 83
0.00356 11922 4519 843 5280 2095 488 560 260 83
0.00357 11916 4517 850 5275 2097 492 560 260 83
0.00358 11896 4527 853 5269 2105 495 558 261 86
0.00359 11876 4534 859 5271 2109 496 558 260 87
0.0036 11861 4536 867 5265 2114 501 559 260 87
0.00361 11839 4551 870 5263 2114 506 559 260 88
0.00362 11825 4558 875 5261 2118 503 559 260 91
0.00363 11808 4567 881 5256 2123 505 559 260 91
0.00364 11794 4572 883 5254 2126 510 559 259 93
0.00365 11780 4577 890 5252 2123 516 559 260 93
0.00366 11765 4592 889 5246 2128 518 559 260 93
0.00367 11752 4595 895 5247 2127 521 559 261 93
0.00368 11743 4596 901 5239 2135 523 559 261 93
0.00369 11727 4604 905 5232 2144 524 560 261 93
0.0037 11712 4610 910 5228 2150 525 559 262 94
0.00371 11699 4619 911 5220 2156 528 559 263 95
0.00372 11691 4618 916 5220 2159 528 560 262 96
0.00373 11683 4619 921 5214 2161 533 560 261 98
0.00374 11677 4611 929 5207 2170 537 560 260 99
0.00375 11668 4611 936 5202 2173 540 560 261 99
0.00376 11662 4614 938 5197 2178 540 560 260 101
0.00377 11652 4620 940 5196 2177 543 560 261 101
0.00378 11640 4629 941 5195 2177 546 560 260 102
0.00379 11629 4636 943 5194 2179 547 560 260 102
0.0038 11616 4641 947 5195 2181 547 562 257 104
0.00381 11610 4641 951 5190 2186 548 561 258 105
0.00382 11598 4647 952 5188 2188 552 561 258 106
0.00383 11592 4649 955 5186 2189 555 560 259 105
0.00384 11587 4645 961 5178 2200 556 560 258 105
0.00385 11582 4648 959 5177 2202 559 559 259 105
0.00386 11572 4653 961 5176 2203 562 561 257 105
0.00387 11556 4663 964 5176 2207 562 560 257 105
0.00388 11551 4662 968 5172 2207 567 561 257 105
0.00389 11545 4663 971 5168 2212 568 561 256 106
0.0039 11539 4662 977 5166 2214 569 560 257 106
0.00391 11527 4668 980 5165 2215 572 560 257 106
0.00392 11521 4672 980 5162 2216 575 561 257 106
0.00393 11517 4674 980 5161 2221 574 560 257 106
0.00394 11502 4684 982 5159 2226 574 560 257 106
0.00395 11497 4687 983 5155 2230 574 560 256 108
0.00396 11493 4691 983 5155 2231 573 560 256 108
0.00397 11487 4695 983 5154 2234 573 560 255 109
