#Seconds PMCAoutFlux PMCAleakFlux
0 0 0
1e-05 0 0
2e-05 0 1
3e-05 0 1
4e-05 0 2
5e-05 0 2
6e-05 0 2
7e-05 0 2
8e-05 0 2
9e-05 0 2
0.0001 0 2
0.00011 1 2
0.00012 1 4
0.00013 1 4
0.00014 1 5
0.00015 1 5
0.00016 1 7
0.00017 1 7
0.00018 1 7
0.00019 1 7
0.0002 3 7
0.00021 3 7
0.00022 3 7
0.00023 3 7
0.00024 3 7
0.00025 3 7
0.00026 4 7
0.00027 4 7
0.00028 4 7
0.00029 5 7
0.0003 5 7
0.00031 5 8
0.00032 5 9
0.00033 6 9
0.00034 6 9
0.00035 6 11
0.00036 8 13
0.00037 8 13
0.00038 8 13
0.00039 9 13
0.0004 9 13
0.00041 9 14
0.00042 9 14
0.00043 9 14
0.00044 10 14
0.00045 10 14
0.00046 10 14
0.00047 10 15
0.00048 10 15
0.00049 10 15
0.0005 11 15
0.00051 11 15
0.00052 11 15
0.00053 11 15
0.00054 12 15
0.00055 13 16
0.00056 14 16
0.00057 15 16
0.00058 15 17
0.00059 15 17
0.0006 15 17
0.00061 15 17
0.00062 15 17
0.00063 15 17
0.00064 15 17
0.00065 15 17
0.00066 16 17
0.00067 16 18
0.00068 16 18
0.00069 16 18
0.0007 16 19
0.00071 16 19
0.00072 17 19
0.00073 17 19
0.00074 17 19
0.00075 17 19
0.00076 17 19
0.00077 17 19
0.00078 18 19
0.00079 18 19
0.0008 18 19
0.00081 18 19
0.00082 18 19
0.00083 18 20
0.00084 18 20
0.00085 18 20
0.00086 19 20
0.00087 19 20
0.00088 19 20
0.00089 19 20
0.0009 20 20
0.00091 20 20
0.00092 20 20
0.00093 20 20
0.00094 20 20
0.00095 20 20
0.00096 20 20
0.00097 20 21
0.00098 20 21
0.00099 21 21
0.001 21 21
0.00101 21 22
0.00102 21 23
0.00103 21 23
0.00104 21 23
0.00105 22 23
0.00106 22 23
0.00107 22 24
0.00108 22 24
0.00109 22 24
0.0011 22 24
0.00111 22 24
0.00112 22 24
0.00113 22 24
0.00114 22 24
0.00115 22 24
0.00116 22 24
0.00117 22 24
0.00118 22 24
0.00119 22 24
0.0012 22 24
0.00121 22 24
0.00122 22 24
0.00123 22 24
0.00124 23 24
0.00125 23 24
0.00126 23 24
0.00127 23 24
0.00128 23 24
0.00129 23 24
0.0013 23 24
0.00131 23 24
0.00132 24 24
0.00133 24 24
0.00134 24 24
0.00135 24 24
0.00136 24 26
0.00137 24 26
0.00138 24 26
0.00139 24 26
0.0014 24 26
0.00141 24 26
0.00142 24 26
0.00143 24 26
0.00144 24 27
0.00145 24 27
0.00146 24 27
0.00147 24 27
0.00148 24 27
0.00149 24 27
0.0015 24 27
0.00151 25 27
0.00152 25 27
0.00153 25 27
0.00154 25 27
0.00155 25 27
0.00156 25 27
0.00157 25 27
0.00158 25 28
0.00159 25 29
0.0016 25 29
0.00161 25 29
0.00162 25 29
0.00163 27 29
0.00164 27 29
0.00165 27 29
0.00166 27 29
0.00167 27 29
0.00168 27 29
0.00169 28 29
0.0017 28 29
0.00171 28 29
0.00172 28 29
0.00173 28 29
0.00174 29 29
0.00175 29 29
0.00176 29 30
0.00177 28 30
0.00178 28 30
0.00179 29 31
0.0018 31 31
0.00181 31 31
0.00182 31 32
0.00183 31 32
0.00184 31 32
0.00185 31 33
0.00186 31 33
0.00187 31 33
0.00188 31 33
0.00189 31 35
0.0019 31 35
0.00191 31 35
0.00192 31 36
0.00193 32 36
0.00194 32 37
0.00195 32 37
0.00196 32 37
0.00197 32 37
0.00198 32 37
0.00199 32 37
0.002 32 37
0.00201 32 37
0.00202 32 37
0.00203 32 37
0.00204 34 37
0.00205 34 37
0.00206 34 38
0.00207 34 38
0.00208 34 38
0.00209 34 38
0.0021 34 38
0.00211 34 38
0.00212 34 38
0.00213 34 38
0.00214 35 38
0.00215 35 38
0.00216 37 38
0.00217 39 38
0.00218 40 38
0.00219 40 38
0.0022 41 38
0.00221 41 39
0.00222 43 40
0.00223 43 40
0.00224 44 41
0.00225 44 42
0.00226 44 42
0.00227 46 42
0.00228 46 42
0.00229 47 43
0.0023 48 43
0.00231 48 43
0.00232 49 44
0.00233 50 45
0.00234 50 45
0.00235 50 45
0.00236 51 45
0.00237 53 45
0.00238 54 45
0.00239 54 46
0.0024 54 46
0.00241 54 46
0.00242 54 46
0.00243 55 46
0.00244 55 46
0.00245 56 46
0.00246 59 46
0.00247 59 46
0.00248 60 47
0.00249 60 47
0.0025 61 47
0.00251 62 47
0.00252 63 47
0.00253 64 47
0.00254 64 47
0.00255 64 47
0.00256 65 47
0.00257 69 47
0.00258 72 47
0.00259 75 47
0.0026 75 47
0.00261 77 47
0.00262 78 47
0.00263 78 47
0.00264 80 47
0.00265 82 47
0.00266 83 47
0.00267 88 47
0.00268 89 48
0.00269 92 48
0.0027 92 48
0.00271 93 48
