0.000000000000000000e+00 9.217249999999999943e+01 0.000000000000000000e+00
9.999999999999677251e-06 9.214950000000000330e+01 1.611679248820000465e-01
1.999999999999935450e-05 9.212999999999999545e+01 1.528939891490004865e-01
3.000000000000080714e-05 9.211750000000000682e+01 1.509703570112002347e-01
3.999999999999870901e-05 9.210750000000000171e+01 1.544931531617007303e-01
4.999999999999857260e-05 9.209199999999999875e+01 1.525185331690001034e-01
6.000000000000161427e-05 9.207450000000000045e+01 1.518278797545001280e-01
6.999999999999908585e-05 9.205649999999999977e+01 1.547315378684006870e-01
7.999999999999741801e-05 9.203350000000000364e+01 1.539021577755009806e-01
9.000000000000432892e-05 9.201250000000000284e+01 1.526235990249997510e-01
9.999999999999714521e-05 9.199850000000000705e+01 1.537561471387001166e-01
1.099999999999990823e-04 9.198850000000000193e+01 1.525084199074998037e-01
1.200000000000032285e-04 9.197499999999999432e+01 1.540991562060997910e-01
1.299999999999976305e-04 9.196250000000000568e+01 1.548354490477484025e-01
1.399999999999981717e-04 9.193899999999999295e+01 1.560823845376502483e-01
1.500000000000011524e-04 9.192400000000000659e+01 1.570518156329501203e-01
1.599999999999948360e-04 9.191400000000000148e+01 1.560054061492511246e-01
1.700000000000031564e-04 9.190099999999999625e+01 1.565135803790000391e-01
1.800000000000086578e-04 9.188049999999999784e+01 1.561541206437988272e-01
1.900000000000061091e-04 9.187300000000000466e+01 1.568351783187005577e-01
1.999999999999942904e-04 9.186650000000000205e+01 1.568571347982000153e-01
2.099999999999919043e-04 9.185399999999999920e+01 1.567246988643497818e-01
2.199999999999981647e-04 9.183899999999999864e+01 1.564589240495505296e-01
2.300000000000051027e-04 9.182949999999999591e+01 1.569357326245003070e-01
2.400000000000064571e-04 9.180949999999999989e+01 1.573148665589998163e-01
2.499999999999862900e-04 9.179600000000000648e+01 1.574578642184994992e-01
2.599999999999952609e-04 9.178749999999999432e+01 1.575042881674003636e-01
2.699999999999949077e-04 9.177800000000000580e+01 1.571816028625000750e-01
2.799999999999963434e-04 9.176000000000000512e+01 1.579894621759603823e-01
2.900000000000095427e-04 9.174049999999999727e+01 1.584347209207599694e-01
3.000000000000023048e-04 9.173300000000000409e+01 1.585165572241201970e-01
3.099999999999983194e-04 9.171999999999999886e+01 1.582791124152249373e-01
3.199999999999896720e-04 9.170550000000000068e+01 1.582303300450201844e-01
3.300000000000105692e-04 9.169549999999999557e+01 1.581381516344498861e-01
3.400000000000063128e-04 9.167700000000000671e+01 1.577282906837055854e-01
3.499999999999935454e-04 9.166500000000000625e+01 1.570398963952003846e-01
3.600000000000173157e-04 9.165399999999999636e+01 1.565635684515990778e-01
3.699999999999889358e-04 9.163899999999999579e+01 1.563873451332799536e-01
3.800000000000122182e-04 9.163200000000000500e+01 1.566192728825054614e-01
3.900000000000014024e-04 9.162500000000000000e+01 1.565433634834001997e-01
3.999999999999885808e-04 9.160899999999999466e+01 1.564469144654896393e-01
4.100000000000135437e-04 9.160200000000000387e+01 1.564569198535757377e-01
4.199999999999838086e-04 9.159050000000000580e+01 1.561221153062003486e-01
4.300000000000152767e-04 9.157299999999999329e+01 1.559613442714093690e-01
4.399999999999963294e-04 9.156300000000000239e+01 1.554697177836600885e-01
4.499999999999807973e-04 9.155049999999999955e+01 1.549721298513806189e-01
4.600000000000102054e-04 9.153400000000000603e+01 1.548226595228514302e-01
4.699999999999927218e-04 9.151600000000000534e+01 1.544458143342946899e-01
4.800000000000129142e-04 9.151000000000000512e+01 1.543598895016750627e-01
4.899999999999918527e-04 9.149599999999999511e+01 1.544392328148002369e-01
4.999999999999725801e-04 9.149150000000000205e+01 1.547684874931598564e-01
5.100000000000088187e-04 9.147950000000000159e+01 1.548285277080506117e-01
5.199999999999905219e-04 9.147100000000000364e+01 1.549023038087255777e-01
5.300000000000043175e-04 9.145350000000000534e+01 1.546715669354602751e-01
5.399999999999898154e-04 9.144100000000000250e+01 1.547274911981993128e-01
5.500000000000255119e-04 9.142300000000000182e+01 1.547940235427006372e-01
5.599999999999926868e-04 9.140749999999999886e+01 1.548184490012106396e-01
5.699999999999791605e-04 9.138849999999999341e+01 1.548225004829502649e-01
5.800000000000190854e-04 9.137500000000000000e+01 1.547065348621748104e-01
5.900000000000012223e-04 9.136150000000000659e+01 1.547783393880601821e-01
6.000000000000046095e-04 9.135949999999999704e+01 1.546275756404498491e-01
6.099999999999995400e-04 9.133549999999999613e+01 1.543290194085450151e-01
6.199999999999966389e-04 9.132999999999999829e+01 1.544460530026398049e-01
6.299999999999921114e-04 9.131799999999999784e+01 1.547072579316549068e-01
6.399999999999793441e-04 9.130849999999999511e+01 1.547169492254300005e-01
6.500000000000220879e-04 9.130100000000000193e+01 1.549359986144748791e-01
6.600000000000211383e-04 9.128600000000000136e+01 1.549250750217102401e-01
6.699999999999689060e-04 9.127549999999999386e+01 1.549995723918894952e-01
6.800000000000126256e-04 9.126550000000000296e+01 1.549389559398598459e-01
6.900000000000142781e-04 9.124699999999999989e+01 1.551924725400596894e-01
6.999999999999870909e-04 9.123199999999999932e+01 1.554367592970049838e-01
7.099999999999896108e-04 9.121599999999999397e+01 1.554450132189401645e-01
7.200000000000346314e-04 9.120600000000000307e+01 1.557137711484996578e-01
7.299999999999724244e-04 9.120350000000000534e+01 1.558132492658854118e-01
7.399999999999778717e-04 9.119499999999999318e+01 1.558254766697349802e-01
7.500000000000145439e-04 9.118149999999999977e+01 1.558002958880350952e-01
7.600000000000244364e-04 9.116899999999999693e+01 1.555232782809150005e-01
7.699999999999923702e-04 9.115500000000000114e+01 1.558096868499859455e-01
7.800000000000028048e-04 9.114600000000000080e+01 1.559051240953606421e-01
7.900000000000146488e-04 9.112699999999999534e+01 1.559030930593148512e-01
7.999999999999771617e-04 9.111249999999999716e+01 1.560280029947705149e-01
8.099999999999815247e-04 9.110250000000000625e+01 1.559060485012046249e-01
8.200000000000270874e-04 9.109600000000000364e+01 1.558481182464054871e-01
8.300000000000417504e-04 9.108799999999999386e+01 1.557027878747099248e-01
8.399999999999676172e-04 9.108350000000000080e+01 1.557612273453849727e-01
8.500000000000140473e-04 9.107500000000000284e+01 1.557937520829207056e-01
8.600000000000305534e-04 9.106350000000000477e+01 1.556993983353450461e-01
8.699999999999774537e-04 9.103650000000000375e+01 1.555368854118096000e-01
8.799999999999926588e-04 9.102949999999999875e+01 1.554475949487495456e-01
8.900000000000105743e-04 9.102100000000000080e+01 1.553899974876897239e-01
8.999999999999615946e-04 9.101049999999999329e+01 1.554572868642900285e-01
9.099999999999781007e-04 9.099299999999999500e+01 1.554130736231546517e-01
9.200000000000204108e-04 9.098900000000000432e+01 1.553335455797953679e-01
9.300000000000386517e-04 9.098749999999999716e+01 1.551854513848050510e-01
9.399999999999854436e-04 9.097450000000000614e+01 1.551115163193802216e-01
9.500000000000061780e-04 9.096800000000000352e+01 1.550054711441398725e-01
9.600000000000258283e-04 9.095399999999999352e+01 1.549697156442448875e-01
9.699999999999690424e-04 9.094199999999999307e+01 1.548701860270349784e-01
9.799999999999837053e-04 9.093600000000000705e+01 1.547868771655996623e-01
9.900000000000331712e-04 9.092449999999999477e+01 1.548049796203053718e-01
9.999999999999451602e-04 9.091599999999999682e+01 1.547990801717499809e-01
1.009999999999968388e-03 9.090250000000000341e+01 1.548993119050949552e-01
1.020000000000017637e-03 9.088150000000000261e+01 1.548148946042449681e-01
1.030000000000035878e-03 9.087350000000000705e+01 1.547051149536397829e-01
1.039999999999981044e-03 9.085399999999999920e+01 1.547752799325551876e-01
1.050000000000006223e-03 9.084550000000000125e+01 1.547977558426150146e-01
1.060000000000008635e-03 9.083050000000000068e+01 1.547568382395273223e-01
1.069999999999953801e-03 9.081850000000000023e+01 1.547166852442003471e-01
1.079999999999979631e-03 9.080899999999999750e+01 1.547468047795994284e-01
1.090000000000025194e-03 9.080200000000000671e+01 1.546755867173302545e-01
1.100000000000051024e-03 9.079800000000000182e+01 1.545690028409506811e-01
1.110000000000003779e-03 9.078400000000000603e+01 1.545370002020003408e-01
1.119999999999985374e-03 9.077349999999999852e+01 1.544273491287498912e-01
1.130000000000010553e-03 9.076800000000000068e+01 1.543688624955996402e-01
1.139999999999958321e-03 9.075499999999999545e+01 1.541808831415503178e-01
1.149999999999986753e-03 9.074500000000000455e+01 1.539780349122498726e-01
1.160000000000038171e-03 9.073600000000000421e+01 1.537882742451500140e-01
1.169999999999972928e-03 9.071850000000000591e+01 1.537633971509495823e-01
1.180000000000002445e-03 9.071049999999999613e+01 1.537813660955003048e-01
1.189999999999985991e-03 9.069199999999999307e+01 1.536833462880999590e-01
1.200000000000009219e-03 9.068500000000000227e+01 1.535406076075503945e-01
1.209999999999968479e-03 9.067350000000000421e+01 1.535151519849500545e-01
1.219999999999999080e-03 9.066049999999999898e+01 1.534787154857998603e-01
1.230000000000029898e-03 9.064700000000000557e+01 1.534179993956994448e-01
1.239999999999993278e-03 9.063849999999999341e+01 1.534457343297995213e-01
1.250000000000020409e-03 9.062250000000000227e+01 1.534151775179499466e-01
1.259999999999984223e-03 9.060949999999999704e+01 1.533575149189500830e-01
1.270000000000013523e-03 9.059199999999999875e+01 1.534343433954996339e-01
1.279999999999958688e-03 9.058150000000000546e+01 1.533448403739003929e-01
1.290000000000012708e-03 9.057349999999999568e+01 1.533009217667990753e-01
1.300000000000044176e-03 9.055800000000000693e+01 1.532833507904500236e-01
